Sqrt(A) (m),Rn,t (cm),Dmax (mm)
10,0.12,6,3.458
11,0.12,6,4.362
12,0.12,6,5.401
13,0.12,6,6.583
14,0.12,6,7.92
15,0.12,6,9.419
16,0.12,6,11.091
17,0.12,6,12.945
18,0.12,6,14.988
2,0.13,6,0.065
3,0.13,6,0.171
4,0.13,6,0.34
5,0.13,6,0.58
6,0.13,6,0.897
7,0.13,6,1.297
8,0.13,6,1.787
9,0.13,6,2.375
10,0.13,6,3.068
11,0.13,6,3.875
12,0.13,6,4.805
13,0.13,6,5.866
14,0.13,6,7.068
15,0.13,6,8.418
16,0.13,6,9.925
17,0.13,6,11.597
18,0.13,6,13.442
2,0.14,6,0.058
3,0.14,6,0.153
4,0.14,6,0.304
5,0.14,6,0.519
6,0.14,6,0.802
7,0.14,6,1.159
8,0.14,6,1.599
9,0.14,6,2.127
10,0.14,6,2.751
11,0.14,6,3.48
12,0.14,6,4.321
13,0.14,6,5.283
14,0.14,6,6.374
15,0.14,6,7.601
16,0.14,6,8.973
17,0.14,6,10.495
18,0.14,6,12.176
2,0.15,6,0.052
3,0.15,6,0.138
4,0.15,6,0.274
5,0.15,6,0.467
6,0.15,6,0.723
7,0.15,6,1.046
8,0.15,6,1.443
9,0.15,6,1.922
10,0.15,6,2.49
11,0.15,6,3.154
12,0.15,6,3.922
13,0.15,6,4.802
14,0.15,6,5.801
15,0.15,6,6.925
16,0.15,6,8.183
17,0.15,6,9.58
18,0.15,6,11.122
2,0.16,6,0.048
3,0.16,6,0.125
4,0.16,6,0.249
5,0.16,6,0.425
6,0.16,6,0.656
7,0.16,6,0.95
8,0.16,6,1.313
9,0.16,6,1.751
10,0.16,6,2.272
11,0.16,6,2.882
12,0.16,6,3.589
13,0.16,6,4.399
14,0.16,6,5.32
15,0.16,6,6.358
16,0.16,6,7.519
17,0.16,6,8.808
18,0.16,6,10.231
2,0.17,6,0.044
3,0.17,6,0.115
4,0.17,6,0.228
5,0.17,6,0.388
6,0.17,6,0.6
7,0.17,6,0.87
8,0.17,6,1.204
9,0.17,6,1.607
10,0.17,6,2.088
11,0.17,6,2.652
12,0.17,6,3.307
13,0.17,6,4.058
14,0.17,6,4.912
15,0.17,6,5.875
16,0.17,6,6.953
17,0.17,6,8.149
18,0.17,6,9.47
2,0.18,6,0.04
3,0.18,6,0.106
4,0.18,6,0.21
5,0.18,6,0.357
6,0.18,6,0.553
7,0.18,6,0.802
8,0.18,6,1.11
9,0.18,6,1.484
10,0.18,6,1.931
11,0.18,6,2.456
12,0.18,6,3.066
13,0.18,6,3.766
14,0.18,6,4.563
15,0.18,6,5.461
16,0.18,6,6.466
17,0.18,6,7.581
18,0.18,6,8.812
2,0.19,6,0.037
3,0.19,6,0.098
4,0.19,6,0.194
5,0.19,6,0.33
6,0.19,6,0.511
7,0.19,6,0.743
8,0.19,6,1.03
9,0.19,6,1.379
10,0.19,6,1.796
11,0.19,6,2.287
12,0.19,6,2.857
13,0.19,6,3.513
14,0.19,6,4.26
15,0.19,6,5.101
16,0.19,6,6.042
17,0.19,6,7.087
18,0.19,6,8.238
2,0.2,6,0.035
3,0.2,6,0.091
4,0.2,6,0.18
5,0.2,6,0.307
6,0.2,6,0.476
7,0.2,6,0.692
8,0.2,6,0.96
9,0.2,6,1.287
10,0.2,6,1.679
11,0.2,6,2.14
12,0.2,6,2.677
13,0.2,6,3.293
14,0.2,6,3.995
15,0.2,6,4.787
16,0.2,6,5.671
17,0.2,6,6.653
18,0.2,6,7.734
2,0.21,6,0.032
3,0.21,6,0.085
4,0.21,6,0.168
5,0.21,6,0.287
6,0.21,6,0.445
7,0.21,6,0.647
8,0.21,6,0.899
9,0.21,6,1.207
10,0.21,6,1.576
11,0.21,6,2.011
12,0.21,6,2.518
13,0.21,6,3.1
14,0.21,6,3.763
15,0.21,6,4.51
16,0.21,6,5.344
17,0.21,6,6.269
18,0.21,6,7.288
2,0.22,6,0.03
3,0.22,6,0.08
4,0.22,6,0.158
5,0.22,6,0.269
6,0.22,6,0.417
7,0.22,6,0.608
8,0.22,6,0.846
9,0.22,6,1.137
10,0.22,6,1.486
11,0.22,6,1.898
12,0.22,6,2.378
13,0.22,6,2.929
14,0.22,6,3.557
15,0.22,6,4.264
16,0.22,6,5.053
17,0.22,6,5.928
18,0.22,6,6.892
2,0.23,6,0.029
3,0.23,6,0.075
4,0.23,6,0.149
5,0.23,6,0.253
6,0.23,6,0.393
7,0.23,6,0.574
8,0.23,6,0.799
9,0.23,6,1.075
10,0.23,6,1.407
11,0.23,6,1.798
12,0.23,6,2.254
13,0.23,6,2.778
14,0.23,6,3.373
15,0.23,6,4.044
16,0.23,6,4.793
17,0.23,6,5.623
18,0.23,6,6.536
2,0.24,6,0.027
3,0.24,6,0.071
4,0.24,6,0.14
5,0.24,6,0.239
6,0.24,6,0.372
7,0.24,6,0.543
8,0.24,6,0.758
9,0.24,6,1.02
10,0.24,6,1.336
11,0.24,6,1.709
12,0.24,6,2.143
13,0.24,6,2.642
14,0.24,6,3.209
15,0.24,6,3.848
16,0.24,6,4.56
17,0.24,6,5.349
18,0.24,6,6.217
2,0.25,6,0.026
3,0.25,6,0.067
4,0.25,6,0.133
5,0.25,6,0.227
6,0.25,6,0.353
7,0.25,6,0.516
8,0.25,6,0.721
9,0.25,6,0.971
10,0.25,6,1.273
11,0.25,6,1.629
12,0.25,6,2.043
13,0.25,6,2.52
14,0.25,6,3.061
15,0.25,6,3.671
16,0.25,6,4.35
17,0.25,6,5.102
18,0.25,6,5.928
2,0.26,6,0.024
3,0.26,6,0.064
4,0.26,6,0.127
5,0.26,6,0.216
6,0.26,6,0.336
7,0.26,6,0.492
8,0.26,6,0.687
9,0.26,6,0.927
10,0.26,6,1.216
11,0.26,6,1.557
12,0.26,6,1.954
13,0.26,6,2.41
14,0.26,6,2.928
15,0.26,6,3.51
16,0.26,6,4.16
17,0.26,6,4.878
18,0.26,6,5.667
2,0.27,6,0.023
3,0.27,6,0.061
4,0.27,6,0.121
5,0.27,6,0.206
6,0.27,6,0.321
7,0.27,6,0.47
8,0.27,6,0.657
9,0.27,6,0.888
10,0.27,6,1.165
11,0.27,6,1.492
12,0.27,6,1.873
13,0.27,6,2.31
14,0.27,6,2.807
15,0.27,6,3.365
16,0.27,6,3.987
17,0.27,6,4.675
18,0.27,6,5.43
2,0.28,6,0.022
3,0.28,6,0.058
4,0.28,6,0.115
5,0.28,6,0.197
6,0.28,6,0.307
7,0.28,6,0.45
8,0.28,6,0.631
9,0.28,6,0.852
10,0.28,6,1.118
11,0.28,6,1.433
12,0.28,6,1.799
13,0.28,6,2.22
14,0.28,6,2.697
15,0.28,6,3.233
16,0.28,6,3.829
17,0.28,6,4.489
18,0.28,6,5.213
2,0.29,6,0.021
3,0.29,6,0.056
4,0.29,6,0.11
5,0.29,6,0.189
6,0.29,6,0.295
7,0.29,6,0.433
8,0.29,6,0.606
9,0.29,6,0.82
10,0.29,6,1.076
11,0.29,6,1.38
12,0.29,6,1.732
13,0.29,6,2.137
14,0.29,6,2.596
15,0.29,6,3.112
16,0.29,6,3.686
17,0.29,6,4.32
18,0.29,6,5.015
2,0.3,6,0.021
3,0.3,6,0.054
4,0.3,6,0.106
5,0.3,6,0.182
6,0.3,6,0.284
7,0.3,6,0.417
8,0.3,6,0.584
9,0.3,6,0.79
10,0.3,6,1.038
11,0.3,6,1.331
12,0.3,6,1.671
13,0.3,6,2.062
14,0.3,6,2.504
15,0.3,6,3.001
16,0.3,6,3.554
17,0.3,6,4.164
18,0.3,6,4.833
2,0.31,6,0.02
3,0.31,6,0.052
4,0.31,6,0.102
5,0.31,6,0.175
6,0.31,6,0.274
7,0.31,6,0.402
8,0.31,6,0.564
9,0.31,6,0.763
10,0.31,6,1.003
11,0.31,6,1.286
12,0.31,6,1.615
13,0.31,6,1.992
14,0.31,6,2.42
15,0.31,6,2.9
16,0.31,6,3.433
17,0.31,6,4.022
18,0.31,6,4.667
2,0.32,6,0.019
3,0.32,6,0.05
4,0.32,6,0.099
5,0.32,6,0.169
6,0.32,6,0.264
7,0.32,6,0.389
8,0.32,6,0.546
9,0.32,6,0.739
10,0.32,6,0.971
11,0.32,6,1.245
12,0.32,6,1.564
13,0.32,6,1.929
14,0.32,6,2.342
15,0.32,6,2.806
16,0.32,6,3.322
17,0.32,6,3.89
18,0.32,6,4.513
2,0.33,6,0.019
3,0.33,6,0.048
4,0.33,6,0.095
5,0.33,6,0.163
6,0.33,6,0.256
7,0.33,6,0.377
8,0.33,6,0.529
9,0.33,6,0.716
10,0.33,6,0.942
11,0.33,6,1.208
12,0.33,6,1.517
13,0.33,6,1.871
14,0.33,6,2.271
15,0.33,6,2.72
16,0.33,6,3.219
17,0.33,6,3.769
18,0.33,6,4.372
2,0.34,6,0.018
3,0.34,6,0.047
4,0.34,6,0.092
5,0.34,6,0.158
6,0.34,6,0.248
7,0.34,6,0.366
8,0.34,6,0.514
9,0.34,6,0.696
10,0.34,6,0.915
11,0.34,6,1.173
12,0.34,6,1.473
13,0.34,6,1.817
14,0.34,6,2.205
15,0.34,6,2.641
16,0.34,6,3.124
17,0.34,6,3.658
18,0.34,6,4.242
2,0.35,6,0.017
3,0.35,6,0.045
4,0.35,6,0.09
5,0.35,6,0.154
6,0.35,6,0.241
7,0.35,6,0.355
8,0.35,6,0.5
9,0.35,6,0.677
10,0.35,6,0.89
11,0.35,6,1.141
12,0.35,6,1.433
13,0.35,6,1.767
14,0.35,6,2.144
15,0.35,6,2.567
16,0.35,6,3.037
17,0.35,6,3.555
18,0.35,6,4.121
2,0.36,6,0.017
3,0.36,6,0.044
4,0.36,6,0.087
5,0.36,6,0.15
6,0.36,6,0.235
7,0.36,6,0.346
8,0.36,6,0.487
9,0.36,6,0.66
10,0.36,6,0.867
11,0.36,6,1.112
12,0.36,6,1.396
13,0.36,6,1.721
14,0.36,6,2.088
15,0.36,6,2.499
16,0.36,6,2.956
17,0.36,6,3.459
18,0.36,6,4.01
2,0.37,6,0.017
3,0.37,6,0.043
4,0.37,6,0.085
5,0.37,6,0.146
6,0.37,6,0.229
7,0.37,6,0.338
8,0.37,6,0.475
9,0.37,6,0.644
10,0.37,6,0.846
11,0.37,6,1.085
12,0.37,6,1.362
13,0.37,6,1.678
14,0.37,6,2.036
15,0.37,6,2.437
16,0.37,6,2.881
17,0.37,6,3.371
18,0.37,6,3.906
2,0.38,6,0.016
3,0.38,6,0.042
4,0.38,6,0.083
5,0.38,6,0.142
6,0.38,6,0.224
7,0.38,6,0.33
8,0.38,6,0.464
9,0.38,6,0.629
10,0.38,6,0.827
11,0.38,6,1.06
12,0.38,6,1.33
13,0.38,6,1.639
14,0.38,6,1.988
15,0.38,6,2.378
16,0.38,6,2.811
17,0.38,6,3.289
18,0.38,6,3.81
2,0.39,6,0.016
3,0.39,6,0.041
4,0.39,6,0.081
5,0.39,6,0.139
6,0.39,6,0.219
7,0.39,6,0.322
8,0.39,6,0.454
9,0.39,6,0.615
10,0.39,6,0.809
11,0.39,6,1.037
12,0.39,6,1.301
13,0.39,6,1.602
14,0.39,6,1.943
15,0.39,6,2.324
16,0.39,6,2.747
17,0.39,6,3.212
18,0.39,6,3.721
2,0.4,6,0.015
3,0.4,6,0.04
4,0.4,6,0.079
5,0.4,6,0.136
6,0.4,6,0.214
7,0.4,6,0.316
8,0.4,6,0.444
9,0.4,6,0.602
10,0.4,6,0.792
11,0.4,6,1.015
12,0.4,6,1.273
13,0.4,6,1.568
14,0.4,6,1.901
15,0.4,6,2.274
16,0.4,6,2.687
17,0.4,6,3.142
18,0.4,6,3.639
2,0.1,6.5,0.093
3,0.1,6.5,0.248
4,0.1,6.5,0.493
5,0.1,6.5,0.842
6,0.1,6.5,1.302
7,0.1,6.5,1.884
8,0.1,6.5,2.593
9,0.1,6.5,3.437
10,0.1,6.5,4.424
11,0.1,6.5,5.563
12,0.1,6.5,6.862
13,0.1,6.5,8.332
14,0.1,6.5,9.981
15,0.1,6.5,11.82
16,0.1,6.5,13.859
17,0.1,6.5,16.108
18,0.1,6.5,18.578
2,0.11,6.5,0.081
3,0.11,6.5,0.214
4,0.11,6.5,0.426
5,0.11,6.5,0.726
6,0.11,6.5,1.124
7,0.11,6.5,1.625
8,0.11,6.5,2.236
9,0.11,6.5,2.965
10,0.11,6.5,3.819
11,0.11,6.5,4.805
12,0.11,6.5,5.934
13,0.11,6.5,7.213
14,0.11,6.5,8.653
15,0.11,6.5,10.261
16,0.11,6.5,12.048
17,0.11,6.5,14.024
18,0.11,6.5,16.197
2,0.12,6.5,0.071
3,0.12,6.5,0.187
4,0.12,6.5,0.373
5,0.12,6.5,0.636
6,0.12,6.5,0.983
7,0.12,6.5,1.421
8,0.12,6.5,1.955
9,0.12,6.5,2.594
10,0.12,6.5,3.343
11,0.12,6.5,4.212
12,0.12,6.5,5.207
13,0.12,6.5,6.338
14,0.12,6.5,7.613
15,0.12,6.5,9.041
16,0.12,6.5,10.631
17,0.12,6.5,12.391
18,0.12,6.5,14.329
2,0.13,6.5,0.063
3,0.13,6.5,0.166
4,0.13,6.5,0.33
5,0.13,6.5,0.563
6,0.13,6.5,0.87
7,0.13,6.5,1.257
8,0.13,6.5,1.731
9,0.13,6.5,2.297
10,0.13,6.5,2.964
11,0.13,6.5,3.738
12,0.13,6.5,4.627
13,0.13,6.5,5.639
14,0.13,6.5,6.783
15,0.13,6.5,8.067
16,0.13,6.5,9.497
17,0.13,6.5,11.083
18,0.13,6.5,12.832
2,0.14,6.5,0.056
3,0.14,6.5,0.148
4,0.14,6.5,0.295
5,0.14,6.5,0.503
6,0.14,6.5,0.777
7,0.14,6.5,1.123
8,0.14,6.5,1.547
9,0.14,6.5,2.055
10,0.14,6.5,2.655
11,0.14,6.5,3.352
12,0.14,6.5,4.155
13,0.14,6.5,5.072
14,0.14,6.5,6.109
15,0.14,6.5,7.274
16,0.14,6.5,8.574
17,0.14,6.5,10.017
18,0.14,6.5,11.609
2,0.15,6.5,0.051
3,0.15,6.5,0.134
4,0.15,6.5,0.266
5,0.15,6.5,0.453
6,0.15,6.5,0.7
7,0.15,6.5,1.013
8,0.15,6.5,1.396
9,0.15,6.5,1.856
10,0.15,6.5,2.4
11,0.15,6.5,3.035
12,0.15,6.5,3.767
13,0.15,6.5,4.603
14,0.15,6.5,5.551
15,0.15,6.5,6.618
16,0.15,6.5,7.81
17,0.15,6.5,9.133
18,0.15,6.5,10.592
2,0.16,6.5,0.046
3,0.16,6.5,0.122
4,0.16,6.5,0.242
5,0.16,6.5,0.412
6,0.16,6.5,0.636
7,0.16,6.5,0.92
8,0.16,6.5,1.269
9,0.16,6.5,1.69
10,0.16,6.5,2.187
11,0.16,6.5,2.769
12,0.16,6.5,3.442
13,0.16,6.5,4.212
14,0.16,6.5,5.085
15,0.16,6.5,6.069
16,0.16,6.5,7.168
17,0.16,6.5,8.389
18,0.16,6.5,9.737
2,0.17,6.5,0.042
3,0.17,6.5,0.111
4,0.17,6.5,0.221
5,0.17,6.5,0.376
6,0.17,6.5,0.582
7,0.17,6.5,0.842
8,0.17,6.5,1.162
9,0.17,6.5,1.549
10,0.17,6.5,2.008
11,0.17,6.5,2.545
12,0.17,6.5,3.168
13,0.17,6.5,3.881
14,0.17,6.5,4.69
15,0.17,6.5,5.603
16,0.17,6.5,6.623
17,0.17,6.5,7.756
18,0.17,6.5,9.007
2,0.18,6.5,0.039
3,0.18,6.5,0.102
4,0.18,6.5,0.204
5,0.18,6.5,0.346
6,0.18,6.5,0.535
7,0.18,6.5,0.775
8,0.18,6.5,1.071
9,0.18,6.5,1.429
10,0.18,6.5,1.855
11,0.18,6.5,2.355
12,0.18,6.5,2.934
13,0.18,6.5,3.598
14,0.18,6.5,4.353
15,0.18,6.5,5.203
16,0.18,6.5,6.155
17,0.18,6.5,7.212
18,0.18,6.5,8.378
2,0.19,6.5,0.036
3,0.19,6.5,0.095
4,0.19,6.5,0.188
5,0.19,6.5,0.32
6,0.19,6.5,0.495
7,0.19,6.5,0.718
8,0.19,6.5,0.993
9,0.19,6.5,1.326
10,0.19,6.5,1.724
11,0.19,6.5,2.19
12,0.19,6.5,2.732
13,0.19,6.5,3.354
14,0.19,6.5,4.06
15,0.19,6.5,4.857
16,0.19,6.5,5.749
17,0.19,6.5,6.739
18,0.19,6.5,7.831
2,0.2,6.5,0.034
3,0.2,6.5,0.088
4,0.2,6.5,0.175
5,0.2,6.5,0.298
6,0.2,6.5,0.461
7,0.2,6.5,0.668
8,0.2,6.5,0.925
9,0.2,6.5,1.237
10,0.2,6.5,1.61
11,0.2,6.5,2.048
12,0.2,6.5,2.557
13,0.2,6.5,3.141
14,0.2,6.5,3.806
15,0.2,6.5,4.556
16,0.2,6.5,5.394
17,0.2,6.5,6.325
18,0.2,6.5,7.351
2,0.21,6.5,0.031
3,0.21,6.5,0.082
4,0.21,6.5,0.163
5,0.21,6.5,0.278
6,0.21,6.5,0.43
7,0.21,6.5,0.625
8,0.21,6.5,0.866
9,0.21,6.5,1.16
10,0.21,6.5,1.51
11,0.21,6.5,1.923
12,0.21,6.5,2.403
13,0.21,6.5,2.955
14,0.21,6.5,3.583
15,0.21,6.5,4.29
16,0.21,6.5,5.081
17,0.21,6.5,5.959
18,0.21,6.5,6.927
2,0.22,6.5,0.029
3,0.22,6.5,0.077
4,0.22,6.5,0.153
5,0.22,6.5,0.261
6,0.22,6.5,0.404
7,0.22,6.5,0.587
8,0.22,6.5,0.814
9,0.22,6.5,1.091
10,0.22,6.5,1.423
11,0.22,6.5,1.814
12,0.22,6.5,2.268
13,0.22,6.5,2.791
14,0.22,6.5,3.385
15,0.22,6.5,4.055
16,0.22,6.5,4.804
17,0.22,6.5,5.635
18,0.22,6.5,6.55
2,0.23,6.5,0.028
3,0.23,6.5,0.073
4,0.23,6.5,0.144
5,0.23,6.5,0.245
6,0.23,6.5,0.38
7,0.23,6.5,0.553
8,0.23,6.5,0.768
9,0.23,6.5,1.031
10,0.23,6.5,1.346
11,0.23,6.5,1.717
12,0.23,6.5,2.149
13,0.23,6.5,2.645
14,0.23,6.5,3.21
15,0.23,6.5,3.846
16,0.23,6.5,4.557
17,0.23,6.5,5.345
18,0.23,6.5,6.213
2,0.24,6.5,0.026
3,0.24,6.5,0.069
4,0.24,6.5,0.136
5,0.24,6.5,0.232
6,0.24,6.5,0.359
7,0.24,6.5,0.523
8,0.24,6.5,0.728
9,0.24,6.5,0.978
10,0.24,6.5,1.277
11,0.24,6.5,1.631
12,0.24,6.5,2.042
13,0.24,6.5,2.515
14,0.24,6.5,3.053
15,0.24,6.5,3.659
16,0.24,6.5,4.335
17,0.24,6.5,5.085
18,0.24,6.5,5.911
2,0.25,6.5,0.025
3,0.25,6.5,0.065
4,0.25,6.5,0.129
5,0.25,6.5,0.22
6,0.25,6.5,0.341
7,0.25,6.5,0.497
8,0.25,6.5,0.692
9,0.25,6.5,0.93
10,0.25,6.5,1.216
11,0.25,6.5,1.554
12,0.25,6.5,1.946
13,0.25,6.5,2.398
14,0.25,6.5,2.912
15,0.25,6.5,3.49
16,0.25,6.5,4.136
17,0.25,6.5,4.851
18,0.25,6.5,5.638
2,0.26,6.5,0.024
3,0.26,6.5,0.062
4,0.26,6.5,0.123
5,0.26,6.5,0.209
6,0.26,6.5,0.324
7,0.26,6.5,0.473
8,0.26,6.5,0.66
9,0.26,6.5,0.887
10,0.26,6.5,1.161
11,0.26,6.5,1.484
12,0.26,6.5,1.861
13,0.26,6.5,2.293
14,0.26,6.5,2.784
15,0.26,6.5,3.338
16,0.26,6.5,3.955
17,0.26,6.5,4.639
18,0.26,6.5,5.391
2,0.27,6.5,0.023
3,0.27,6.5,0.059
4,0.27,6.5,0.117
5,0.27,6.5,0.199
6,0.27,6.5,0.31
7,0.27,6.5,0.452
8,0.27,6.5,0.631
9,0.27,6.5,0.849
10,0.27,6.5,1.112
11,0.27,6.5,1.422
12,0.27,6.5,1.783
13,0.27,6.5,2.198
14,0.27,6.5,2.669
15,0.27,6.5,3.2
16,0.27,6.5,3.792
17,0.27,6.5,4.447
18,0.27,6.5,5.166
2,0.28,6.5,0.022
3,0.28,6.5,0.057
4,0.28,6.5,0.112
5,0.28,6.5,0.191
6,0.28,6.5,0.296
7,0.28,6.5,0.433
8,0.28,6.5,0.604
9,0.28,6.5,0.815
10,0.28,6.5,1.067
11,0.28,6.5,1.366
12,0.28,6.5,1.713
13,0.28,6.5,2.112
14,0.28,6.5,2.565
15,0.28,6.5,3.074
16,0.28,6.5,3.642
17,0.28,6.5,4.271
18,0.28,6.5,4.962
2,0.29,6.5,0.021
3,0.29,6.5,0.054
4,0.29,6.5,0.107
5,0.29,6.5,0.183
6,0.29,6.5,0.284
7,0.29,6.5,0.416
8,0.29,6.5,0.581
9,0.29,6.5,0.783
10,0.29,6.5,1.027
11,0.29,6.5,1.314
12,0.29,6.5,1.649
13,0.29,6.5,2.033
14,0.29,6.5,2.469
15,0.29,6.5,2.96
16,0.29,6.5,3.506
17,0.29,6.5,4.111
18,0.29,6.5,4.775
2,0.3,6.5,0.02
3,0.3,6.5,0.052
4,0.3,6.5,0.103
5,0.3,6.5,0.176
6,0.3,6.5,0.273
7,0.3,6.5,0.4
8,0.3,6.5,0.559
9,0.3,6.5,0.755
10,0.3,6.5,0.99
11,0.3,6.5,1.268
12,0.3,6.5,1.591
13,0.3,6.5,1.961
14,0.3,6.5,2.382
15,0.3,6.5,2.855
16,0.3,6.5,3.382
17,0.3,6.5,3.964
18,0.3,6.5,4.603
2,0.31,6.5,0.019
3,0.31,6.5,0.05
4,0.31,6.5,0.099
5,0.31,6.5,0.169
6,0.31,6.5,0.264
7,0.31,6.5,0.386
8,0.31,6.5,0.54
9,0.31,6.5,0.729
10,0.31,6.5,0.956
11,0.31,6.5,1.225
12,0.31,6.5,1.537
13,0.31,6.5,1.896
14,0.31,6.5,2.302
15,0.31,6.5,2.759
16,0.31,6.5,3.268
17,0.31,6.5,3.83
18,0.31,6.5,4.446
2,0.32,6.5,0.019
3,0.32,6.5,0.048
4,0.32,6.5,0.096
5,0.32,6.5,0.163
6,0.32,6.5,0.255
7,0.32,6.5,0.373
8,0.32,6.5,0.522
9,0.32,6.5,0.706
10,0.32,6.5,0.926
11,0.32,6.5,1.186
12,0.32,6.5,1.488
13,0.32,6.5,1.835
14,0.32,6.5,2.229
15,0.32,6.5,2.671
16,0.32,6.5,3.162
17,0.32,6.5,3.706
18,0.32,6.5,4.301
2,0.33,6.5,0.018
3,0.33,6.5,0.047
4,0.33,6.5,0.092
5,0.33,6.5,0.158
6,0.33,6.5,0.246
7,0.33,6.5,0.361
8,0.33,6.5,0.506
9,0.33,6.5,0.684
10,0.33,6.5,0.898
11,0.33,6.5,1.15
12,0.33,6.5,1.444
13,0.33,6.5,1.78
14,0.33,6.5,2.161
15,0.33,6.5,2.589
16,0.33,6.5,3.066
17,0.33,6.5,3.592
18,0.33,6.5,4.168
2,0.34,6.5,0.017
3,0.34,6.5,0.045
4,0.34,6.5,0.09
5,0.34,6.5,0.153
6,0.34,6.5,0.239
7,0.34,6.5,0.351
8,0.34,6.5,0.491
9,0.34,6.5,0.664
10,0.34,6.5,0.872
11,0.34,6.5,1.117
12,0.34,6.5,1.402
13,0.34,6.5,1.729
14,0.34,6.5,2.099
15,0.34,6.5,2.514
16,0.34,6.5,2.976
17,0.34,6.5,3.486
18,0.34,6.5,4.045
2,0.35,6.5,0.017
3,0.35,6.5,0.044
4,0.35,6.5,0.087
5,0.35,6.5,0.149
6,0.35,6.5,0.232
7,0.35,6.5,0.341
8,0.35,6.5,0.478
9,0.35,6.5,0.646
10,0.35,6.5,0.848
11,0.35,6.5,1.087
12,0.35,6.5,1.364
13,0.35,6.5,1.682
14,0.35,6.5,2.042
15,0.35,6.5,2.445
16,0.35,6.5,2.894
17,0.35,6.5,3.389
18,0.35,6.5,3.931
2,0.36,6.5,0.017
3,0.36,6.5,0.043
4,0.36,6.5,0.085
5,0.36,6.5,0.145
6,0.36,6.5,0.226
7,0.36,6.5,0.332
8,0.36,6.5,0.465
9,0.36,6.5,0.629
10,0.36,6.5,0.827
11,0.36,6.5,1.059
12,0.36,6.5,1.329
13,0.36,6.5,1.638
14,0.36,6.5,1.989
15,0.36,6.5,2.381
16,0.36,6.5,2.817
17,0.36,6.5,3.299
18,0.36,6.5,3.826
2,0.37,6.5,0.016
3,0.37,6.5,0.042
4,0.37,6.5,0.082
5,0.37,6.5,0.141
6,0.37,6.5,0.22
7,0.37,6.5,0.324
8,0.37,6.5,0.454
9,0.37,6.5,0.614
10,0.37,6.5,0.807
11,0.37,6.5,1.033
12,0.37,6.5,1.297
13,0.37,6.5,1.598
14,0.37,6.5,1.939
15,0.37,6.5,2.322
16,0.37,6.5,2.747
17,0.37,6.5,3.215
18,0.37,6.5,3.728
2,0.38,6.5,0.016
3,0.38,6.5,0.041
4,0.38,6.5,0.08
5,0.38,6.5,0.137
6,0.38,6.5,0.215
7,0.38,6.5,0.316
8,0.38,6.5,0.443
9,0.38,6.5,0.6
10,0.38,6.5,0.788
11,0.38,6.5,1.01
12,0.38,6.5,1.267
13,0.38,6.5,1.561
14,0.38,6.5,1.894
15,0.38,6.5,2.267
16,0.38,6.5,2.681
17,0.38,6.5,3.138
18,0.38,6.5,3.638
2,0.39,6.5,0.015
3,0.39,6.5,0.04
4,0.39,6.5,0.078
5,0.39,6.5,0.134
6,0.39,6.5,0.21
7,0.39,6.5,0.309
8,0.39,6.5,0.434
9,0.39,6.5,0.587
10,0.39,6.5,0.771
11,0.39,6.5,0.988
12,0.39,6.5,1.239
13,0.39,6.5,1.526
14,0.39,6.5,1.852
15,0.39,6.5,2.216
16,0.39,6.5,2.62
17,0.39,6.5,3.066
18,0.39,6.5,3.554
2,0.4,6.5,0.015
3,0.4,6.5,0.039
4,0.4,6.5,0.077
5,0.4,6.5,0.131
6,0.4,6.5,0.206
7,0.4,6.5,0.303
8,0.4,6.5,0.425
9,0.4,6.5,0.575
10,0.4,6.5,0.755
11,0.4,6.5,0.967
12,0.4,6.5,1.213
13,0.4,6.5,1.494
14,0.4,6.5,1.812
15,0.4,6.5,2.168
16,0.4,6.5,2.564
17,0.4,6.5,2.999
18,0.4,6.5,3.476
2,0.1,7,0.09
3,0.1,7,0.241
4,0.1,7,0.479
5,0.1,7,0.817
6,0.1,7,1.265
7,0.1,7,1.83
8,0.1,7,2.518
9,0.1,7,3.338
10,0.1,7,4.296
11,0.1,7,5.399
12,0.1,7,6.655
13,0.1,7,8.074
14,0.1,7,9.663
15,0.1,7,11.432
16,0.1,7,13.39
17,0.1,7,15.546
18,0.1,7,17.911
2,0.11,7,0.078
3,0.11,7,0.208
4,0.11,7,0.413
5,0.11,7,0.705
6,0.11,7,1.092
7,0.11,7,1.578
8,0.11,7,2.172
9,0.11,7,2.879
10,0.11,7,3.706
11,0.11,7,4.661
12,0.11,7,5.75
13,0.11,7,6.982
14,0.11,7,8.366
15,0.11,7,9.909
16,0.11,7,11.622
17,0.11,7,13.511
18,0.11,7,15.587
2,0.12,7,0.069
3,0.12,7,0.182
4,0.12,7,0.362
5,0.12,7,0.617
6,0.12,7,0.955
7,0.12,7,1.38
8,0.12,7,1.899
9,0.12,7,2.518
10,0.12,7,3.243
11,0.12,7,4.082
12,0.12,7,5.04
13,0.12,7,6.128
14,0.12,7,7.351
15,0.12,7,8.718
16,0.12,7,10.238
17,0.12,7,11.918
18,0.12,7,13.766
2,0.13,7,0.061
3,0.13,7,0.161
4,0.13,7,0.32
5,0.13,7,0.546
6,0.13,7,0.845
7,0.13,7,1.221
8,0.13,7,1.68
9,0.13,7,2.229
10,0.13,7,2.873
11,0.13,7,3.619
12,0.13,7,4.474
13,0.13,7,5.445
14,0.13,7,6.54
