Sqrt(A) (m),Rn,t (cm),Dmax (mm)
4,0.11,5,0.356
5,0.11,5,0.585
6,0.11,5,0.875
7,0.11,5,1.226
8,0.11,5,1.639
9,0.11,5,2.113
10,0.11,5,2.674
11,0.11,5,3.341
12,0.11,5,4.1
13,0.11,5,4.954
14,0.11,5,5.909
15,0.11,5,6.969
16,0.11,5,8.138
17,0.11,5,9.421
18,0.11,5,10.822
2,0.12,5,0.065
3,0.12,5,0.162
4,0.12,5,0.308
5,0.12,5,0.505
6,0.12,5,0.754
7,0.12,5,1.055
8,0.12,5,1.409
9,0.12,5,1.827
10,0.12,5,2.336
11,0.12,5,2.923
12,0.12,5,3.591
13,0.12,5,4.344
14,0.12,5,5.188
15,0.12,5,6.126
16,0.12,5,7.161
17,0.12,5,8.299
18,0.12,5,9.542
2,0.13,5,0.057
3,0.13,5,0.142
4,0.13,5,0.27
5,0.13,5,0.442
6,0.13,5,0.658
7,0.13,5,0.92
8,0.13,5,1.228
9,0.13,5,1.615
10,0.13,5,2.068
11,0.13,5,2.591
12,0.13,5,3.187
13,0.13,5,3.861
14,0.13,5,4.616
15,0.13,5,5.456
16,0.13,5,6.385
17,0.13,5,7.406
18,0.13,5,8.524
2,0.14,5,0.05
3,0.14,5,0.126
4,0.14,5,0.239
5,0.14,5,0.39
6,0.14,5,0.581
7,0.14,5,0.811
8,0.14,5,1.097
9,0.14,5,1.445
10,0.14,5,1.853
11,0.14,5,2.324
12,0.14,5,2.862
13,0.14,5,3.471
14,0.14,5,4.154
15,0.14,5,4.915
16,0.14,5,5.757
17,0.14,5,6.684
18,0.14,5,7.699
2,0.15,5,0.045
3,0.15,5,0.113
4,0.15,5,0.213
5,0.15,5,0.348
6,0.15,5,0.518
7,0.15,5,0.725
8,0.15,5,0.989
9,0.15,5,1.306
10,0.15,5,1.676
11,0.15,5,2.105
12,0.15,5,2.596
13,0.15,5,3.152
14,0.15,5,3.776
15,0.15,5,4.471
16,0.15,5,5.242
17,0.15,5,6.091
18,0.15,5,7.021
2,0.16,5,0.041
3,0.16,5,0.102
4,0.16,5,0.192
5,0.16,5,0.313
6,0.16,5,0.465
7,0.16,5,0.659
8,0.16,5,0.901
9,0.16,5,1.19
10,0.16,5,1.53
11,0.16,5,1.924
12,0.16,5,2.375
13,0.16,5,2.886
14,0.16,5,3.461
15,0.16,5,4.103
16,0.16,5,4.814
17,0.16,5,5.598
18,0.16,5,6.457
2,0.17,5,0.037
3,0.17,5,0.092
4,0.17,5,0.174
5,0.17,5,0.284
6,0.17,5,0.421
7,0.17,5,0.604
8,0.17,5,0.827
9,0.17,5,1.094
10,0.17,5,1.408
11,0.17,5,1.772
12,0.17,5,2.19
13,0.17,5,2.664
14,0.17,5,3.197
15,0.17,5,3.793
16,0.17,5,4.454
17,0.17,5,5.183
18,0.17,5,5.982
2,0.18,5,0.034
3,0.18,5,0.085
4,0.18,5,0.159
5,0.18,5,0.259
6,0.18,5,0.388
7,0.18,5,0.557
8,0.18,5,0.764
9,0.18,5,1.012
10,0.18,5,1.304
11,0.18,5,1.643
12,0.18,5,2.033
13,0.18,5,2.475
14,0.18,5,2.973
15,0.18,5,3.53
16,0.18,5,4.148
17,0.18,5,4.83
18,0.18,5,5.579
2,0.19,5,0.031
3,0.19,5,0.078
4,0.19,5,0.146
5,0.19,5,0.238
6,0.19,5,0.36
7,0.19,5,0.517
8,0.19,5,0.71
9,0.19,5,0.942
10,0.19,5,1.216
11,0.19,5,1.533
12,0.19,5,1.899
13,0.19,5,2.314
14,0.19,5,2.782
15,0.19,5,3.305
16,0.19,5,3.887
17,0.19,5,4.529
18,0.19,5,5.233
2,0.2,5,0.029
3,0.2,5,0.072
4,0.2,5,0.135
5,0.2,5,0.22
6,0.2,5,0.336
7,0.2,5,0.483
8,0.2,5,0.664
9,0.2,5,0.882
10,0.2,5,1.14
11,0.2,5,1.439
12,0.2,5,1.783
13,0.2,5,2.175
14,0.2,5,2.617
15,0.2,5,3.112
16,0.2,5,3.661
17,0.2,5,4.268
18,0.2,5,4.935
2,0.21,5,0.027
3,0.21,5,0.067
4,0.21,5,0.126
5,0.21,5,0.206
6,0.21,5,0.315
7,0.21,5,0.454
8,0.21,5,0.625
9,0.21,5,0.83
10,0.21,5,1.074
11,0.21,5,1.357
12,0.21,5,1.683
13,0.21,5,2.055
14,0.21,5,2.474
15,0.21,5,2.944
16,0.21,5,3.466
17,0.21,5,4.042
18,0.21,5,4.676
2,0.22,5,0.025
3,0.22,5,0.063
4,0.22,5,0.117
5,0.22,5,0.194
6,0.22,5,0.297
7,0.22,5,0.428
8,0.22,5,0.59
9,0.22,5,0.785
10,0.22,5,1.016
11,0.22,5,1.286
12,0.22,5,1.596
13,0.22,5,1.95
14,0.22,5,2.35
15,0.22,5,2.798
16,0.22,5,3.295
17,0.22,5,3.845
18,0.22,5,4.449
2,0.23,5,0.024
3,0.23,5,0.059
4,0.23,5,0.11
5,0.23,5,0.183
6,0.23,5,0.281
7,0.23,5,0.406
8,0.23,5,0.56
9,0.23,5,0.746
10,0.23,5,0.966
11,0.23,5,1.224
12,0.23,5,1.52
13,0.23,5,1.859
14,0.23,5,2.241
15,0.23,5,2.669
16,0.23,5,3.146
17,0.23,5,3.672
18,0.23,5,4.251
2,0.24,5,0.023
3,0.24,5,0.055
4,0.24,5,0.104
5,0.24,5,0.174
6,0.24,5,0.267
7,0.24,5,0.386
8,0.24,5,0.533
9,0.24,5,0.711
10,0.24,5,0.922
11,0.24,5,1.169
12,0.24,5,1.453
13,0.24,5,1.778
14,0.24,5,2.145
15,0.24,5,2.557
16,0.24,5,3.014
17,0.24,5,3.52
18,0.24,5,4.076
2,0.25,5,0.021
3,0.25,5,0.052
4,0.25,5,0.098
5,0.25,5,0.165
6,0.25,5,0.255
7,0.25,5,0.369
8,0.25,5,0.51
9,0.25,5,0.681
10,0.25,5,0.883
11,0.25,5,1.121
12,0.25,5,1.394
13,0.25,5,1.707
14,0.25,5,2.061
15,0.25,5,2.457
16,0.25,5,2.898
17,0.25,5,3.385
18,0.25,5,3.921
2,0.26,5,0.02
3,0.26,5,0.05
4,0.26,5,0.094
5,0.26,5,0.158
6,0.26,5,0.244
7,0.26,5,0.353
8,0.26,5,0.489
9,0.26,5,0.654
10,0.26,5,0.849
11,0.26,5,1.078
12,0.26,5,1.342
13,0.26,5,1.644
14,0.26,5,1.986
15,0.26,5,2.369
16,0.26,5,2.795
17,0.26,5,3.266
18,0.26,5,3.783
2,0.27,5,0.019
3,0.27,5,0.047
4,0.27,5,0.09
5,0.27,5,0.152
6,0.27,5,0.234
7,0.27,5,0.34
8,0.27,5,0.471
9,0.27,5,0.629
10,0.27,5,0.818
11,0.27,5,1.04
12,0.27,5,1.296
13,0.27,5,1.588
14,0.27,5,1.919
15,0.27,5,2.29
16,0.27,5,2.703
17,0.27,5,3.16
18,0.27,5,3.661
2,0.28,5,0.018
3,0.28,5,0.045
4,0.28,5,0.086
5,0.28,5,0.146
6,0.28,5,0.225
7,0.28,5,0.327
8,0.28,5,0.454
9,0.28,5,0.608
10,0.28,5,0.791
11,0.28,5,1.006
12,0.28,5,1.255
13,0.28,5,1.539
14,0.28,5,1.86
15,0.28,5,2.221
16,0.28,5,2.622
17,0.28,5,3.065
18,0.28,5,3.552
2,0.29,5,0.018
3,0.29,5,0.043
4,0.29,5,0.083
5,0.29,5,0.141
6,0.29,5,0.218
7,0.29,5,0.317
8,0.29,5,0.44
9,0.29,5,0.589
10,0.29,5,0.767
11,0.29,5,0.976
12,0.29,5,1.218
13,0.29,5,1.494
14,0.29,5,1.807
15,0.29,5,2.158
16,0.29,5,2.549
17,0.29,5,2.981
18,0.29,5,3.455
2,0.3,5,0.017
3,0.3,5,0.041
4,0.3,5,0.08
5,0.3,5,0.136
6,0.3,5,0.211
7,0.3,5,0.307
8,0.3,5,0.426
9,0.3,5,0.572
10,0.3,5,0.745
11,0.3,5,0.949
12,0.3,5,1.185
13,0.3,5,1.455
14,0.3,5,1.76
15,0.3,5,2.103
16,0.3,5,2.484
17,0.3,5,2.905
18,0.3,5,3.368
2,0.31,5,0.016
3,0.31,5,0.04
4,0.31,5,0.078
5,0.31,5,0.132
6,0.31,5,0.205
7,0.31,5,0.298
8,0.31,5,0.415
9,0.31,5,0.557
10,0.31,5,0.726
11,0.31,5,0.925
12,0.31,5,1.156
13,0.31,5,1.419
14,0.31,5,1.718
15,0.31,5,2.053
16,0.31,5,2.426
17,0.31,5,2.838
18,0.31,5,3.29
2,0.32,5,0.016
3,0.32,5,0.039
4,0.32,5,0.075
5,0.32,5,0.128
6,0.32,5,0.199
7,0.32,5,0.29
8,0.32,5,0.404
9,0.32,5,0.543
10,0.32,5,0.709
11,0.32,5,0.904
12,0.32,5,1.129
13,0.32,5,1.388
14,0.32,5,1.681
15,0.32,5,2.009
16,0.32,5,2.374
17,0.32,5,2.778
18,0.32,5,3.221
2,0.33,5,0.015
3,0.33,5,0.037
4,0.33,5,0.073
5,0.33,5,0.125
6,0.33,5,0.194
7,0.33,5,0.283
8,0.33,5,0.395
9,0.33,5,0.531
10,0.33,5,0.693
11,0.33,5,0.884
12,0.33,5,1.106
13,0.33,5,1.36
14,0.33,5,1.647
15,0.33,5,1.969
16,0.33,5,2.328
17,0.33,5,2.724
18,0.33,5,3.159
2,0.34,5,0.015
3,0.34,5,0.037
4,0.34,5,0.072
5,0.34,5,0.122
6,0.34,5,0.19
7,0.34,5,0.277
8,0.34,5,0.386
9,0.34,5,0.52
10,0.34,5,0.679
11,0.34,5,0.867
12,0.34,5,1.085
13,0.34,5,1.334
14,0.34,5,1.617
15,0.34,5,1.934
16,0.34,5,2.286
17,0.34,5,2.676
18,0.34,5,3.103
2,0.35,5,0.014
3,0.35,5,0.036
4,0.35,5,0.07
5,0.35,5,0.119
6,0.35,5,0.186
7,0.35,5,0.271
8,0.35,5,0.379
9,0.35,5,0.51
10,0.35,5,0.667
11,0.35,5,0.852
12,0.35,5,1.066
13,0.35,5,1.312
14,0.35,5,1.59
15,0.35,5,1.902
16,0.35,5,2.25
17,0.35,5,2.633
18,0.35,5,3.054
2,0.36,5,0.014
3,0.36,5,0.035
4,0.36,5,0.068
5,0.36,5,0.117
6,0.36,5,0.182
7,0.36,5,0.266
8,0.36,5,0.372
9,0.36,5,0.501
10,0.36,5,0.656
11,0.36,5,0.838
12,0.36,5,1.05
13,0.36,5,1.292
14,0.36,5,1.566
15,0.36,5,1.874
16,0.36,5,2.217
17,0.36,5,2.595
18,0.36,5,3.01
2,0.37,5,0.014
3,0.37,5,0.034
4,0.37,5,0.067
5,0.37,5,0.115
6,0.37,5,0.179
7,0.37,5,0.262
8,0.37,5,0.366
9,0.37,5,0.493
10,0.37,5,0.646
11,0.37,5,0.826
12,0.37,5,1.035
13,0.37,5,1.274
14,0.37,5,1.545
15,0.37,5,1.849
16,0.37,5,2.187
17,0.37,5,2.561
18,0.37,5,2.97
2,0.38,5,0.013
3,0.38,5,0.033
4,0.38,5,0.066
5,0.38,5,0.113
6,0.38,5,0.176
7,0.38,5,0.257
8,0.38,5,0.36
9,0.38,5,0.486
10,0.38,5,0.637
11,0.38,5,0.815
12,0.38,5,1.022
13,0.38,5,1.258
14,0.38,5,1.526
15,0.38,5,1.827
16,0.38,5,2.162
17,0.38,5,2.531
18,0.38,5,2.936
2,0.39,5,0.013
3,0.39,5,0.033
4,0.39,5,0.065
5,0.39,5,0.111
6,0.39,5,0.173
7,0.39,5,0.254
8,0.39,5,0.355
9,0.39,5,0.48
10,0.39,5,0.629
11,0.39,5,0.805
12,0.39,5,1.01
13,0.39,5,1.244
14,0.39,5,1.51
15,0.39,5,1.808
16,0.39,5,2.139
17,0.39,5,2.504
18,0.39,5,2.905
2,0.4,5,0.013
3,0.4,5,0.032
4,0.4,5,0.064
5,0.4,5,0.109
6,0.4,5,0.171
7,0.4,5,0.25
8,0.4,5,0.351
9,0.4,5,0.474
10,0.4,5,0.622
11,0.4,5,0.797
12,0.4,5,0.999
13,0.4,5,1.232
14,0.4,5,1.495
15,0.4,5,1.79
16,0.4,5,2.119
17,0.4,5,2.481
18,0.4,5,2.879
2,0.1,5.5,0.085
3,0.1,5.5,0.213
4,0.1,5.5,0.408
5,0.1,5.5,0.673
6,0.1,5.5,1.01
7,0.1,5.5,1.42
8,0.1,5.5,1.903
9,0.1,5.5,2.459
10,0.1,5.5,3.09
11,0.1,5.5,3.795
12,0.1,5.5,4.607
13,0.1,5.5,5.553
14,0.1,5.5,6.607
15,0.1,5.5,7.773
16,0.1,5.5,9.057
17,0.1,5.5,10.463
18,0.1,5.5,11.995
2,0.11,5.5,0.073
3,0.11,5.5,0.182
4,0.11,5.5,0.348
5,0.11,5.5,0.573
6,0.11,5.5,0.859
7,0.11,5.5,1.205
8,0.11,5.5,1.612
9,0.11,5.5,2.082
10,0.11,5.5,2.613
11,0.11,5.5,3.236
12,0.11,5.5,3.965
13,0.11,5.5,4.785
14,0.11,5.5,5.701
15,0.11,5.5,6.715
16,0.11,5.5,7.833
17,0.11,5.5,9.058
18,0.11,5.5,10.395
2,0.12,5.5,0.063
3,0.12,5.5,0.158
4,0.12,5.5,0.301
5,0.12,5.5,0.495
6,0.12,5.5,0.741
7,0.12,5.5,1.038
8,0.12,5.5,1.387
9,0.12,5.5,1.789
10,0.12,5.5,2.263
11,0.12,5.5,2.827
12,0.12,5.5,3.468
13,0.12,5.5,4.19
14,0.12,5.5,4.998
15,0.12,5.5,5.893
16,0.12,5.5,6.882
17,0.12,5.5,7.966
18,0.12,5.5,9.151
2,0.13,5.5,0.055
3,0.13,5.5,0.139
4,0.13,5.5,0.264
5,0.13,5.5,0.433
6,0.13,5.5,0.647
7,0.13,5.5,0.905
8,0.13,5.5,1.209
9,0.13,5.5,1.565
10,0.13,5.5,2.001
11,0.13,5.5,2.503
12,0.13,5.5,3.074
13,0.13,5.5,3.719
14,0.13,5.5,4.44
15,0.13,5.5,5.242
16,0.13,5.5,6.127
17,0.13,5.5,7.099
18,0.13,5.5,8.162
2,0.14,5.5,0.049
3,0.14,5.5,0.123
4,0.14,5.5,0.234
5,0.14,5.5,0.383
6,0.14,5.5,0.571
7,0.14,5.5,0.799
8,0.14,5.5,1.066
9,0.14,5.5,1.398
10,0.14,5.5,1.79
11,0.14,5.5,2.242
12,0.14,5.5,2.757
13,0.14,5.5,3.339
14,0.14,5.5,3.991
15,0.14,5.5,4.715
16,0.14,5.5,5.517
17,0.14,5.5,6.398
18,0.14,5.5,7.362
2,0.15,5.5,0.044
3,0.15,5.5,0.11
4,0.15,5.5,0.209
5,0.15,5.5,0.342
6,0.15,5.5,0.509
7,0.15,5.5,0.711
8,0.15,5.5,0.958
9,0.15,5.5,1.262
10,0.15,5.5,1.618
11,0.15,5.5,2.028
12,0.15,5.5,2.497
13,0.15,5.5,3.027
14,0.15,5.5,3.622
15,0.15,5.5,4.284
16,0.15,5.5,5.017
17,0.15,5.5,5.823
18,0.15,5.5,6.705
2,0.16,5.5,0.04
3,0.16,5.5,0.099
4,0.16,5.5,0.188
5,0.16,5.5,0.308
6,0.16,5.5,0.458
7,0.16,5.5,0.639
8,0.16,5.5,0.872
9,0.16,5.5,1.149
10,0.16,5.5,1.475
11,0.16,5.5,1.851
12,0.16,5.5,2.282
13,0.16,5.5,2.769
14,0.16,5.5,3.316
15,0.16,5.5,3.926
16,0.16,5.5,4.601
17,0.16,5.5,5.345
18,0.16,5.5,6.159
2,0.17,5.5,0.036
3,0.17,5.5,0.09
4,0.17,5.5,0.171
5,0.17,5.5,0.279
6,0.17,5.5,0.415
7,0.17,5.5,0.585
8,0.17,5.5,0.799
9,0.17,5.5,1.055
10,0.17,5.5,1.355
11,0.17,5.5,1.703
12,0.17,5.5,2.101
13,0.17,5.5,2.553
14,0.17,5.5,3.06
15,0.17,5.5,3.625
16,0.17,5.5,4.252
17,0.17,5.5,4.943
18,0.17,5.5,5.7
2,0.18,5.5,0.033
3,0.18,5.5,0.083
4,0.18,5.5,0.156
5,0.18,5.5,0.255
6,0.18,5.5,0.378
7,0.18,5.5,0.539
8,0.18,5.5,0.738
9,0.18,5.5,0.975
10,0.18,5.5,1.254
11,0.18,5.5,1.578
12,0.18,5.5,1.949
13,0.18,5.5,2.369
14,0.18,5.5,2.842
15,0.18,5.5,3.371
16,0.18,5.5,3.956
17,0.18,5.5,4.602
18,0.18,5.5,5.31
2,0.19,5.5,0.031
3,0.19,5.5,0.076
4,0.19,5.5,0.144
5,0.19,5.5,0.234
6,0.19,5.5,0.349
7,0.19,5.5,0.5
8,0.19,5.5,0.685
9,0.19,5.5,0.907
10,0.19,5.5,1.168
11,0.19,5.5,1.471
12,0.19,5.5,1.818
13,0.19,5.5,2.213
14,0.19,5.5,2.657
15,0.19,5.5,3.153
16,0.19,5.5,3.703
17,0.19,5.5,4.311
18,0.19,5.5,4.977
2,0.2,5.5,0.028
3,0.2,5.5,0.071
4,0.2,5.5,0.133
5,0.2,5.5,0.216
6,0.2,5.5,0.325
7,0.2,5.5,0.467
8,0.2,5.5,0.64
9,0.2,5.5,0.849
10,0.2,5.5,1.094
11,0.2,5.5,1.379
12,0.2,5.5,1.706
13,0.2,5.5,2.078
14,0.2,5.5,2.497
15,0.2,5.5,2.965
16,0.2,5.5,3.485
17,0.2,5.5,4.059
18,0.2,5.5,4.689
2,0.21,5.5,0.027
3,0.21,5.5,0.066
4,0.21,5.5,0.124
5,0.21,5.5,0.201
6,0.21,5.5,0.305
7,0.21,5.5,0.438
8,0.21,5.5,0.602
9,0.21,5.5,0.798
10,0.21,5.5,1.03
11,0.21,5.5,1.299
12,0.21,5.5,1.609
13,0.21,5.5,1.961
14,0.21,5.5,2.358
15,0.21,5.5,2.803
16,0.21,5.5,3.296
17,0.21,5.5,3.841
18,0.21,5.5,4.44
2,0.22,5.5,0.025
3,0.22,5.5,0.061
4,0.22,5.5,0.115
5,0.22,5.5,0.188
6,0.22,5.5,0.287
7,0.22,5.5,0.413
8,0.22,5.5,0.568
9,0.22,5.5,0.754
10,0.22,5.5,0.974
11,0.22,5.5,1.23
12,0.22,5.5,1.524
13,0.22,5.5,1.86
14,0.22,5.5,2.238
15,0.22,5.5,2.661
16,0.22,5.5,3.131
17,0.22,5.5,3.651
18,0.22,5.5,4.222
2,0.23,5.5,0.023
3,0.23,5.5,0.058
4,0.23,5.5,0.108
5,0.23,5.5,0.177
6,0.23,5.5,0.271
7,0.23,5.5,0.391
8,0.23,5.5,0.538
9,0.23,5.5,0.715
10,0.23,5.5,0.925
11,0.23,5.5,1.169
12,0.23,5.5,1.45
13,0.23,5.5,1.771
14,0.23,5.5,2.132
15,0.23,5.5,2.537
16,0.23,5.5,2.987
17,0.23,5.5,3.485
18,0.23,5.5,4.031
2,0.24,5.5,0.022
3,0.24,5.5,0.054
4,0.24,5.5,0.102
5,0.24,5.5,0.168
6,0.24,5.5,0.258
7,0.24,5.5,0.372
8,0.24,5.5,0.512
9,0.24,5.5,0.682
10,0.24,5.5,0.882
11,0.24,5.5,1.116
12,0.24,5.5,1.385
13,0.24,5.5,1.692
14,0.24,5.5,2.039
15,0.24,5.5,2.428
16,0.24,5.5,2.86
17,0.24,5.5,3.338
18,0.24,5.5,3.863
2,0.25,5.5,0.021
3,0.25,5.5,0.051
4,0.25,5.5,0.096
5,0.25,5.5,0.16
6,0.25,5.5,0.246
7,0.25,5.5,0.355
8,0.25,5.5,0.489
9,0.25,5.5,0.652
10,0.25,5.5,0.844
11,0.25,5.5,1.069
12,0.25,5.5,1.328
13,0.25,5.5,1.624
14,0.25,5.5,1.958
15,0.25,5.5,2.332
16,0.25,5.5,2.748
17,0.25,5.5,3.209
18,0.25,5.5,3.715
2,0.26,5.5,0.02
3,0.26,5.5,0.049
4,0.26,5.5,0.091
5,0.26,5.5,0.153
6,0.26,5.5,0.235
7,0.26,5.5,0.34
8,0.26,5.5,0.469
9,0.26,5.5,0.625
10,0.26,5.5,0.811
11,0.26,5.5,1.027
12,0.26,5.5,1.277
13,0.26,5.5,1.563
14,0.26,5.5,1.885
15,0.26,5.5,2.247
16,0.26,5.5,2.649
17,0.26,5.5,3.094
18,0.26,5.5,3.583
2,0.27,5.5,0.019
3,0.27,5.5,0.046
4,0.27,5.5,0.087
5,0.27,5.5,0.147
6,0.27,5.5,0.226
7,0.27,5.5,0.326
8,0.27,5.5,0.451
9,0.27,5.5,0.602
10,0.27,5.5,0.781
11,0.27,5.5,0.99
12,0.27,5.5,1.232
13,0.27,5.5,1.508
14,0.27,5.5,1.821
15,0.27,5.5,2.171
16,0.27,5.5,2.561
17,0.27,5.5,2.992
18,0.27,5.5,3.466
2,0.28,5.5,0.018
3,0.28,5.5,0.044
4,0.28,5.5,0.084
5,0.28,5.5,0.141
6,0.28,5.5,0.217
7,0.28,5.5,0.314
8,0.28,5.5,0.435
9,0.28,5.5,0.581
10,0.28,5.5,0.754
11,0.28,5.5,0.957
12,0.28,5.5,1.192
13,0.28,5.5,1.46
14,0.28,5.5,1.764
15,0.28,5.5,2.104
16,0.28,5.5,2.483
17,0.28,5.5,2.901
18,0.28,5.5,3.361
2,0.29,5.5,0.017
3,0.29,5.5,0.042
4,0.29,5.5,0.081
5,0.29,5.5,0.136
6,0.29,5.5,0.21
7,0.29,5.5,0.304
8,0.29,5.5,0.421
9,0.29,5.5,0.562
10,0.29,5.5,0.731
11,0.29,5.5,0.928
12,0.29,5.5,1.156
13,0.29,5.5,1.417
14,0.29,5.5,1.713
15,0.29,5.5,2.044
16,0.29,5.5,2.413
17,0.29,5.5,2.821
18,0.29,5.5,3.269
2,0.3,5.5,0.017
3,0.3,5.5,0.041
4,0.3,5.5,0.078
5,0.3,5.5,0.131
6,0.3,5.5,0.203
7,0.3,5.5,0.294
8,0.3,5.5,0.408
9,0.3,5.5,0.546
10,0.3,5.5,0.71
11,0.3,5.5,0.902
12,0.3,5.5,1.124
13,0.3,5.5,1.379
14,0.3,5.5,1.667
15,0.3,5.5,1.99
16,0.3,5.5,2.35
17,0.3,5.5,2.748
18,0.3,5.5,3.186
2,0.31,5.5,0.016
3,0.31,5.5,0.039
4,0.31,5.5,0.075
5,0.31,5.5,0.127
6,0.31,5.5,0.197
7,0.31,5.5,0.286
8,0.31,5.5,0.396
9,0.31,5.5,0.531
10,0.31,5.5,0.691
11,0.31,5.5,0.879
12,0.31,5.5,1.096
13,0.31,5.5,1.345
14,0.31,5.5,1.626
15,0.31,5.5,1.943
16,0.31,5.5,2.295
17,0.31,5.5,2.684
18,0.31,5.5,3.111
2,0.32,5.5,0.015
3,0.32,5.5,0.038
4,0.32,5.5,0.073
5,0.32,5.5,0.124
6,0.32,5.5,0.191
7,0.32,5.5,0.278
8,0.32,5.5,0.386
9,0.32,5.5,0.517
10,0.32,5.5,0.674
11,0.32,5.5,0.858
12,0.32,5.5,1.071
13,0.32,5.5,1.314
14,0.32,5.5,1.59
15,0.32,5.5,1.9
16,0.32,5.5,2.245
17,0.32,5.5,2.626
18,0.32,5.5,3.045
2,0.33,5.5,0.015
3,0.33,5.5,0.037
4,0.33,5.5,0.071
5,0.33,5.5,0.12
6,0.33,5.5,0.186
7,0.33,5.5,0.271
8,0.33,5.5,0.377
9,0.33,5.5,0.505
10,0.33,5.5,0.659
11,0.33,5.5,0.839
12,0.33,5.5,1.048
13,0.33,5.5,1.287
14,0.33,5.5,1.558
15,0.33,5.5,1.862
16,0.33,5.5,2.2
17,0.33,5.5,2.575
18,0.33,5.5,2.986
2,0.34,5.5,0.015
3,0.34,5.5,0.035
4,0.34,5.5,0.069
5,0.34,5.5,0.117
6,0.34,5.5,0.182
7,0.34,5.5,0.265
8,0.34,5.5,0.368
9,0.34,5.5,0.495
10,0.34,5.5,0.645
11,0.34,5.5,0.822
12,0.34,5.5,1.027
13,0.34,5.5,1.262
14,0.34,5.5,1.529
15,0.34,5.5,1.827
16,0.34,5.5,2.16
17,0.34,5.5,2.528
18,0.34,5.5,2.933
2,0.35,5.5,0.014
3,0.35,5.5,0.035
4,0.35,5.5,0.068
5,0.35,5.5,0.115
6,0.35,5.5,0.178
7,0.35,5.5,0.259
8,0.35,5.5,0.361
9,0.35,5.5,0.485
10,0.35,5.5,0.633
11,0.35,5.5,0.807
12,0.35,5.5,1.009
13,0.35,5.5,1.24
14,0.35,5.5,1.503
15,0.35,5.5,1.797
16,0.35,5.5,2.125
17,0.35,5.5,2.487
18,0.35,5.5,2.886
2,0.36,5.5,0.014
3,0.36,5.5,0.034
4,0.36,5.5,0.066
5,0.36,5.5,0.112
6,0.36,5.5,0.174
7,0.36,5.5,0.254
8,0.36,5.5,0.354
9,0.36,5.5,0.476
10,0.36,5.5,0.622
11,0.36,5.5,0.794
12,0.36,5.5,0.993
13,0.36,5.5,1.221
14,0.36,5.5,1.479
15,0.36,5.5,1.77
16,0.36,5.5,2.093
17,0.36,5.5,2.451
18,0.36,5.5,2.843
2,0.37,5.5,0.013
3,0.37,5.5,0.033
4,0.37,5.5,0.065
5,0.37,5.5,0.11
6,0.37,5.5,0.171
7,0.37,5.5,0.25
8,0.37,5.5,0.348
9,0.37,5.5,0.468
10,0.37,5.5,0.612
11,0.37,5.5,0.782
12,0.37,5.5,0.978
13,0.37,5.5,1.203
14,0.37,5.5,1.459
15,0.37,5.5,1.746
16,0.37,5.5,2.065
17,0.37,5.5,2.418
18,0.37,5.5,2.806
2,0.38,5.5,0.013
3,0.38,5.5,0.032
4,0.38,5.5,0.064
5,0.38,5.5,0.108
6,0.38,5.5,0.168
7,0.38,5.5,0.246
8,0.38,5.5,0.343
9,0.38,5.5,0.461
10,0.38,5.5,0.603
11,0.38,5.5,0.771
12,0.38,5.5,0.965
13,0.38,5.5,1.188
14,0.38,5.5,1.441
15,0.38,5.5,1.724
16,0.38,5.5,2.04
17,0.38,5.5,2.39
18,0.38,5.5,2.773
2,0.39,5.5,0.013
3,0.39,5.5,0.032
4,0.39,5.5,0.063
5,0.39,5.5,0.106
6,0.39,5.5,0.166
7,0.39,5.5,0.242
8,0.39,5.5,0.338
9,0.39,5.5,0.455
10,0.39,5.5,0.596
11,0.39,5.5,0.761
12,0.39,5.5,0.954
13,0.39,5.5,1.174
14,0.39,5.5,1.424
15,0.39,5.5,1.705
16,0.39,5.5,2.018
17,0.39,5.5,2.364
18,0.39,5.5,2.744
2,0.4,5.5,0.013
3,0.4,5.5,0.031
4,0.4,5.5,0.062
5,0.4,5.5,0.105
6,0.4,5.5,0.163
7,0.4,5.5,0.239
8,0.4,5.5,0.334
9,0.4,5.5,0.45
10,0.4,5.5,0.589
11,0.4,5.5,0.753
12,0.4,5.5,0.943
13,0.4,5.5,1.162
14,0.4,5.5,1.41
15,0.4,5.5,1.689
16,0.4,5.5,1.999
17,0.4,5.5,2.342
18,0.4,5.5,2.719
2,0.1,6,0.082
3,0.1,6,0.209
4,0.1,6,0.4
5,0.1,6,0.66
6,0.1,6,0.991
7,0.1,6,1.395
8,0.1,6,1.872
9,0.1,6,2.422
10,0.1,6,3.045
11,0.1,6,3.744
12,0.1,6,4.516
13,0.1,6,5.394
14,0.1,6,6.412
15,0.1,6,7.536
16,0.1,6,8.773
17,0.1,6,10.125
18,0.1,6,11.597
2,0.11,6,0.071
3,0.11,6,0.178
4,0.11,6,0.341
5,0.11,6,0.562
6,0.11,6,0.843
7,0.11,6,1.185
8,0.11,6,1.587
9,0.11,6,2.052
10,0.11,6,2.578
11,0.11,6,3.166
12,0.11,6,3.851
13,0.11,6,4.642
14,0.11,6,5.524
15,0.11,6,6.501
16,0.11,6,7.576
17,0.11,6,8.752
18,0.11,6,10.035
2,0.12,6,0.061
3,0.12,6,0.154
4,0.12,6,0.295
5,0.12,6,0.486
6,0.12,6,0.728
7,0.12,6,1.021
8,0.12,6,1.367
