Sqrt(A) (m),Rn,t (cm),Dmax (mm)
14,0.13,7,4.054
15,0.13,7,4.772
16,0.13,7,5.561
17,0.13,7,6.427
18,0.13,7,7.37
2,0.14,7,0.046
3,0.14,7,0.116
4,0.14,7,0.221
5,0.14,7,0.364
6,0.14,7,0.545
7,0.14,7,0.765
8,0.14,7,1.024
9,0.14,7,1.322
10,0.14,7,1.66
11,0.14,7,2.061
12,0.14,7,2.525
13,0.14,7,3.048
14,0.14,7,3.631
15,0.14,7,4.278
16,0.14,7,4.991
17,0.14,7,5.772
18,0.14,7,6.624
2,0.15,7,0.041
3,0.15,7,0.104
4,0.15,7,0.198
5,0.15,7,0.325
6,0.15,7,0.487
7,0.15,7,0.683
8,0.15,7,0.913
9,0.15,7,1.178
10,0.15,7,1.489
11,0.15,7,1.859
12,0.15,7,2.281
13,0.15,7,2.755
14,0.15,7,3.286
15,0.15,7,3.874
16,0.15,7,4.523
17,0.15,7,5.236
18,0.15,7,6.013
2,0.16,7,0.037
3,0.16,7,0.094
4,0.16,7,0.179
5,0.16,7,0.293
6,0.16,7,0.438
7,0.16,7,0.614
8,0.16,7,0.82
9,0.16,7,1.059
10,0.16,7,1.354
11,0.16,7,1.692
12,0.16,7,2.078
13,0.16,7,2.513
14,0.16,7,2.999
15,0.16,7,3.539
16,0.16,7,4.136
17,0.16,7,4.791
18,0.16,7,5.507
2,0.17,7,0.034
3,0.17,7,0.085
4,0.17,7,0.162
5,0.17,7,0.266
6,0.17,7,0.398
7,0.17,7,0.557
8,0.17,7,0.743
9,0.17,7,0.97
10,0.17,7,1.241
11,0.17,7,1.553
12,0.17,7,1.908
13,0.17,7,2.31
14,0.17,7,2.759
15,0.17,7,3.259
16,0.17,7,3.811
17,0.17,7,4.418
18,0.17,7,5.081
2,0.18,7,0.031
3,0.18,7,0.078
4,0.18,7,0.149
5,0.18,7,0.244
6,0.18,7,0.363
7,0.18,7,0.508
8,0.18,7,0.68
9,0.18,7,0.894
10,0.18,7,1.145
11,0.18,7,1.435
12,0.18,7,1.765
13,0.18,7,2.138
14,0.18,7,2.556
15,0.18,7,3.021
16,0.18,7,3.536
17,0.18,7,4.102
18,0.18,7,4.721
2,0.19,7,0.029
3,0.19,7,0.072
4,0.19,7,0.137
5,0.19,7,0.224
6,0.19,7,0.334
7,0.19,7,0.466
8,0.19,7,0.63
9,0.19,7,0.83
10,0.19,7,1.064
11,0.19,7,1.334
12,0.19,7,1.642
13,0.19,7,1.991
14,0.19,7,2.383
15,0.19,7,2.818
16,0.19,7,3.301
17,0.19,7,3.831
18,0.19,7,4.413
2,0.2,7,0.027
3,0.2,7,0.067
4,0.2,7,0.127
5,0.2,7,0.207
6,0.2,7,0.308
7,0.2,7,0.431
8,0.2,7,0.587
9,0.2,7,0.775
10,0.2,7,0.994
11,0.2,7,1.247
12,0.2,7,1.537
13,0.2,7,1.865
14,0.2,7,2.233
15,0.2,7,2.644
16,0.2,7,3.099
17,0.2,7,3.599
18,0.2,7,4.148
2,0.21,7,0.025
3,0.21,7,0.062
4,0.21,7,0.118
5,0.21,7,0.193
6,0.21,7,0.286
7,0.21,7,0.403
8,0.21,7,0.551
9,0.21,7,0.727
10,0.21,7,0.933
11,0.21,7,1.173
12,0.21,7,1.446
13,0.21,7,1.756
14,0.21,7,2.104
15,0.21,7,2.493
16,0.21,7,2.924
17,0.21,7,3.398
18,0.21,7,3.918
2,0.22,7,0.023
3,0.22,7,0.058
4,0.22,7,0.11
5,0.22,7,0.18
6,0.22,7,0.267
7,0.22,7,0.379
8,0.22,7,0.519
9,0.22,7,0.685
10,0.22,7,0.881
11,0.22,7,1.107
12,0.22,7,1.367
13,0.22,7,1.661
14,0.22,7,1.992
15,0.22,7,2.362
16,0.22,7,2.771
17,0.22,7,3.223
18,0.22,7,3.718
2,0.23,7,0.022
3,0.23,7,0.055
4,0.23,7,0.103
5,0.23,7,0.169
6,0.23,7,0.25
7,0.23,7,0.359
8,0.23,7,0.491
9,0.23,7,0.649
10,0.23,7,0.835
11,0.23,7,1.051
12,0.23,7,1.298
13,0.23,7,1.578
14,0.23,7,1.894
15,0.23,7,2.247
16,0.23,7,2.638
17,0.23,7,3.069
18,0.23,7,3.543
2,0.24,7,0.021
3,0.24,7,0.052
4,0.24,7,0.097
5,0.24,7,0.159
6,0.24,7,0.237
7,0.24,7,0.34
8,0.24,7,0.466
9,0.24,7,0.617
10,0.24,7,0.794
11,0.24,7,1
12,0.24,7,1.237
13,0.24,7,1.505
14,0.24,7,1.808
15,0.24,7,2.145
16,0.24,7,2.521
17,0.24,7,2.935
18,0.24,7,3.389
2,0.25,7,0.02
3,0.25,7,0.049
4,0.25,7,0.092
5,0.25,7,0.15
6,0.25,7,0.226
7,0.25,7,0.324
8,0.25,7,0.444
9,0.25,7,0.589
10,0.25,7,0.759
11,0.25,7,0.956
12,0.25,7,1.183
13,0.25,7,1.441
14,0.25,7,1.731
15,0.25,7,2.056
16,0.25,7,2.417
17,0.25,7,2.816
18,0.25,7,3.253
2,0.26,7,0.019
3,0.26,7,0.046
4,0.26,7,0.087
5,0.26,7,0.142
6,0.26,7,0.216
7,0.26,7,0.31
8,0.26,7,0.425
9,0.26,7,0.564
10,0.26,7,0.727
11,0.26,7,0.917
12,0.26,7,1.136
13,0.26,7,1.384
14,0.26,7,1.664
15,0.26,7,1.977
16,0.26,7,2.326
17,0.26,7,2.711
18,0.26,7,3.133
2,0.27,7,0.018
3,0.27,7,0.044
4,0.27,7,0.083
5,0.27,7,0.135
6,0.27,7,0.207
7,0.27,7,0.297
8,0.27,7,0.408
9,0.27,7,0.542
10,0.27,7,0.699
11,0.27,7,0.883
12,0.27,7,1.093
13,0.27,7,1.333
14,0.27,7,1.604
15,0.27,7,1.907
16,0.27,7,2.245
17,0.27,7,2.617
18,0.27,7,3.027
2,0.28,7,0.017
3,0.28,7,0.042
4,0.28,7,0.079
5,0.28,7,0.13
6,0.28,7,0.199
7,0.28,7,0.286
8,0.28,7,0.393
9,0.28,7,0.522
10,0.28,7,0.674
11,0.28,7,0.852
12,0.28,7,1.056
13,0.28,7,1.288
14,0.28,7,1.551
15,0.28,7,1.845
16,0.28,7,2.172
17,0.28,7,2.534
18,0.28,7,2.932
2,0.29,7,0.016
3,0.29,7,0.04
4,0.29,7,0.076
5,0.29,7,0.125
6,0.29,7,0.192
7,0.29,7,0.276
8,0.29,7,0.379
9,0.29,7,0.504
10,0.29,7,0.652
11,0.29,7,0.824
12,0.29,7,1.022
13,0.29,7,1.248
14,0.29,7,1.504
15,0.29,7,1.79
16,0.29,7,2.108
17,0.29,7,2.46
18,0.29,7,2.847
2,0.3,7,0.016
3,0.3,7,0.039
4,0.3,7,0.073
5,0.3,7,0.121
6,0.3,7,0.185
7,0.3,7,0.267
8,0.3,7,0.367
9,0.3,7,0.489
10,0.3,7,0.632
11,0.3,7,0.799
12,0.3,7,0.992
13,0.3,7,1.212
14,0.3,7,1.461
15,0.3,7,1.74
16,0.3,7,2.05
17,0.3,7,2.394
18,0.3,7,2.772
2,0.31,7,0.015
3,0.31,7,0.037
4,0.31,7,0.07
5,0.31,7,0.117
6,0.31,7,0.179
7,0.31,7,0.259
8,0.31,7,0.356
9,0.31,7,0.474
10,0.31,7,0.614
11,0.31,7,0.777
12,0.31,7,0.966
13,0.31,7,1.18
14,0.31,7,1.423
15,0.31,7,1.696
16,0.31,7,1.999
17,0.31,7,2.335
18,0.31,7,2.704
2,0.32,7,0.015
3,0.32,7,0.036
4,0.32,7,0.068
5,0.32,7,0.113
6,0.32,7,0.174
7,0.32,7,0.251
8,0.32,7,0.347
9,0.32,7,0.462
10,0.32,7,0.598
11,0.32,7,0.758
12,0.32,7,0.942
13,0.32,7,1.152
14,0.32,7,1.389
15,0.32,7,1.656
16,0.32,7,1.953
17,0.32,7,2.282
18,0.32,7,2.644
2,0.33,7,0.014
3,0.33,7,0.035
4,0.33,7,0.066
5,0.33,7,0.11
6,0.33,7,0.169
7,0.33,7,0.245
8,0.33,7,0.338
9,0.33,7,0.45
10,0.33,7,0.584
11,0.33,7,0.74
12,0.33,7,0.92
13,0.33,7,1.126
14,0.33,7,1.359
15,0.33,7,1.621
16,0.33,7,1.912
17,0.33,7,2.235
18,0.33,7,2.59
2,0.34,7,0.014
3,0.34,7,0.034
4,0.34,7,0.064
5,0.34,7,0.107
6,0.34,7,0.165
7,0.34,7,0.239
8,0.34,7,0.33
9,0.34,7,0.44
10,0.34,7,0.571
11,0.34,7,0.724
12,0.34,7,0.901
13,0.34,7,1.103
14,0.34,7,1.332
15,0.34,7,1.589
16,0.34,7,1.875
17,0.34,7,2.193
18,0.34,7,2.542
2,0.35,7,0.013
3,0.35,7,0.033
4,0.35,7,0.062
5,0.35,7,0.105
6,0.35,7,0.161
7,0.35,7,0.234
8,0.35,7,0.323
9,0.35,7,0.431
10,0.35,7,0.559
11,0.35,7,0.709
12,0.35,7,0.883
13,0.35,7,1.082
14,0.35,7,1.307
15,0.35,7,1.56
16,0.35,7,1.843
17,0.35,7,2.155
18,0.35,7,2.499
2,0.36,7,0.013
3,0.36,7,0.032
4,0.36,7,0.061
5,0.36,7,0.103
6,0.36,7,0.158
7,0.36,7,0.229
8,0.36,7,0.316
9,0.36,7,0.422
10,0.36,7,0.549
11,0.36,7,0.697
12,0.36,7,0.868
13,0.36,7,1.064
14,0.36,7,1.286
15,0.36,7,1.535
16,0.36,7,1.813
17,0.36,7,2.121
18,0.36,7,2.461
2,0.37,7,0.013
3,0.37,7,0.031
4,0.37,7,0.06
5,0.37,7,0.101
6,0.37,7,0.155
7,0.37,7,0.224
8,0.37,7,0.311
9,0.37,7,0.415
10,0.37,7,0.539
11,0.37,7,0.685
12,0.37,7,0.854
13,0.37,7,1.047
14,0.37,7,1.266
15,0.37,7,1.512
16,0.37,7,1.787
17,0.37,7,2.091
18,0.37,7,2.426
2,0.38,7,0.012
3,0.38,7,0.031
4,0.38,7,0.059
5,0.38,7,0.099
6,0.38,7,0.152
7,0.38,7,0.221
8,0.38,7,0.305
9,0.38,7,0.408
10,0.38,7,0.531
11,0.38,7,0.675
12,0.38,7,0.841
13,0.38,7,1.032
14,0.38,7,1.249
15,0.38,7,1.492
16,0.38,7,1.764
17,0.38,7,2.065
18,0.38,7,2.396
2,0.39,7,0.012
3,0.39,7,0.03
4,0.39,7,0.058
5,0.39,7,0.097
6,0.39,7,0.15
7,0.39,7,0.217
8,0.39,7,0.301
9,0.39,7,0.402
10,0.39,7,0.523
11,0.39,7,0.665
12,0.39,7,0.83
13,0.39,7,1.019
14,0.39,7,1.233
15,0.39,7,1.474
16,0.39,7,1.743
17,0.39,7,2.041
18,0.39,7,2.369
2,0.4,7,0.012
3,0.4,7,0.029
4,0.4,7,0.057
5,0.4,7,0.096
6,0.4,7,0.147
7,0.4,7,0.214
8,0.4,7,0.296
9,0.4,7,0.397
10,0.4,7,0.516
11,0.4,7,0.657
12,0.4,7,0.82
13,0.4,7,1.007
14,0.4,7,1.219
15,0.4,7,1.458
16,0.4,7,1.725
17,0.4,7,2.02
18,0.4,7,2.346
2,0.1,7.5,0.075
3,0.1,7.5,0.196
4,0.1,7.5,0.377
5,0.1,7.5,0.624
6,0.1,7.5,0.94
7,0.1,7.5,1.328
8,0.1,7.5,1.787
9,0.1,7.5,2.319
10,0.1,7.5,2.924
11,0.1,7.5,3.603
12,0.1,7.5,4.355
13,0.1,7.5,5.181
14,0.1,7.5,6.081
15,0.1,7.5,7.057
16,0.1,7.5,8.13
17,0.1,7.5,9.362
18,0.1,7.5,10.701
2,0.11,7.5,0.065
3,0.11,7.5,0.168
4,0.11,7.5,0.322
5,0.11,7.5,0.532
6,0.11,7.5,0.801
7,0.11,7.5,1.13
8,0.11,7.5,1.519
9,0.11,7.5,1.969
10,0.11,7.5,2.48
11,0.11,7.5,3.053
12,0.11,7.5,3.687
13,0.11,7.5,4.383
14,0.11,7.5,5.142
15,0.11,7.5,6.018
16,0.11,7.5,6.995
17,0.11,7.5,8.063
18,0.11,7.5,9.224
2,0.12,7.5,0.057
3,0.12,7.5,0.146
4,0.12,7.5,0.279
5,0.12,7.5,0.461
6,0.12,7.5,0.693
7,0.12,7.5,0.976
8,0.12,7.5,1.311
9,0.12,7.5,1.697
10,0.12,7.5,2.136
11,0.12,7.5,2.626
12,0.12,7.5,3.17
13,0.12,7.5,3.766
14,0.12,7.5,4.474
15,0.12,7.5,5.256
16,0.12,7.5,6.116
17,0.12,7.5,7.056
18,0.12,7.5,8.079
2,0.13,7.5,0.051
3,0.13,7.5,0.128
4,0.13,7.5,0.245
5,0.13,7.5,0.404
6,0.13,7.5,0.607
7,0.13,7.5,0.854
8,0.13,7.5,1.145
9,0.13,7.5,1.481
10,0.13,7.5,1.862
11,0.13,7.5,2.289
12,0.13,7.5,2.762
13,0.13,7.5,3.328
14,0.13,7.5,3.957
15,0.13,7.5,4.654
16,0.13,7.5,5.42
17,0.13,7.5,6.259
18,0.13,7.5,7.172
2,0.14,7.5,0.045
3,0.14,7.5,0.114
4,0.14,7.5,0.217
5,0.14,7.5,0.358
6,0.14,7.5,0.537
7,0.14,7.5,0.755
8,0.14,7.5,1.011
9,0.14,7.5,1.307
10,0.14,7.5,1.642
11,0.14,7.5,2.017
12,0.14,7.5,2.467
13,0.14,7.5,2.975
14,0.14,7.5,3.541
15,0.14,7.5,4.169
16,0.14,7.5,4.859
17,0.14,7.5,5.616
18,0.14,7.5,6.44
2,0.15,7.5,0.04
3,0.15,7.5,0.102
4,0.15,7.5,0.195
5,0.15,7.5,0.32
6,0.15,7.5,0.48
7,0.15,7.5,0.674
8,0.15,7.5,0.902
9,0.15,7.5,1.165
10,0.15,7.5,1.462
11,0.15,7.5,1.817
12,0.15,7.5,2.226
13,0.15,7.5,2.687
14,0.15,7.5,3.201
15,0.15,7.5,3.772
16,0.15,7.5,4.4
17,0.15,7.5,5.089
18,0.15,7.5,5.841
2,0.16,7.5,0.037
3,0.16,7.5,0.092
4,0.16,7.5,0.176
5,0.16,7.5,0.289
6,0.16,7.5,0.432
7,0.16,7.5,0.606
8,0.16,7.5,0.811
9,0.16,7.5,1.047
10,0.16,7.5,1.323
11,0.16,7.5,1.652
12,0.16,7.5,2.027
13,0.16,7.5,2.449
14,0.16,7.5,2.92
15,0.16,7.5,3.443
16,0.16,7.5,4.02
17,0.16,7.5,4.653
18,0.16,7.5,5.344
2,0.17,7.5,0.033
3,0.17,7.5,0.084
4,0.17,7.5,0.16
5,0.17,7.5,0.263
6,0.17,7.5,0.393
7,0.17,7.5,0.55
8,0.17,7.5,0.735
9,0.17,7.5,0.948
10,0.17,7.5,1.212
11,0.17,7.5,1.515
12,0.17,7.5,1.86
13,0.17,7.5,2.249
14,0.17,7.5,2.684
15,0.17,7.5,3.167
16,0.17,7.5,3.701
17,0.17,7.5,4.287
18,0.17,7.5,4.927
2,0.18,7.5,0.031
3,0.18,7.5,0.077
4,0.18,7.5,0.146
5,0.18,7.5,0.24
6,0.18,7.5,0.359
7,0.18,7.5,0.502
8,0.18,7.5,0.67
9,0.18,7.5,0.874
10,0.18,7.5,1.118
11,0.18,7.5,1.399
12,0.18,7.5,1.719
13,0.18,7.5,2.08
14,0.18,7.5,2.485
15,0.18,7.5,2.934
16,0.18,7.5,3.431
17,0.18,7.5,3.977
18,0.18,7.5,4.574
2,0.19,7.5,0.028
3,0.19,7.5,0.071
4,0.19,7.5,0.135
5,0.19,7.5,0.221
6,0.19,7.5,0.33
7,0.19,7.5,0.461
8,0.19,7.5,0.616
9,0.19,7.5,0.81
10,0.19,7.5,1.038
11,0.19,7.5,1.3
12,0.19,7.5,1.599
13,0.19,7.5,1.936
14,0.19,7.5,2.314
15,0.19,7.5,2.735
16,0.19,7.5,3.2
17,0.19,7.5,3.712
18,0.19,7.5,4.272
2,0.2,7.5,0.026
3,0.2,7.5,0.066
4,0.2,7.5,0.125
5,0.2,7.5,0.204
6,0.2,7.5,0.305
7,0.2,7.5,0.426
8,0.2,7.5,0.574
9,0.2,7.5,0.756
10,0.2,7.5,0.969
11,0.2,7.5,1.215
12,0.2,7.5,1.495
13,0.2,7.5,1.812
14,0.2,7.5,2.168
15,0.2,7.5,2.564
16,0.2,7.5,3.002
17,0.2,7.5,3.484
18,0.2,7.5,4.012
2,0.21,7.5,0.024
3,0.21,7.5,0.061
4,0.21,7.5,0.116
5,0.21,7.5,0.19
6,0.21,7.5,0.283
7,0.21,7.5,0.395
8,0.21,7.5,0.538
9,0.21,7.5,0.709
10,0.21,7.5,0.909
11,0.21,7.5,1.141
12,0.21,7.5,1.406
13,0.21,7.5,1.705
14,0.21,7.5,2.041
15,0.21,7.5,2.416
16,0.21,7.5,2.831
17,0.21,7.5,3.287
18,0.21,7.5,3.788
2,0.22,7.5,0.023
3,0.22,7.5,0.057
4,0.22,7.5,0.109
5,0.22,7.5,0.177
6,0.22,7.5,0.264
7,0.22,7.5,0.371
8,0.22,7.5,0.506
9,0.22,7.5,0.668
10,0.22,7.5,0.858
11,0.22,7.5,1.077
12,0.22,7.5,1.328
13,0.22,7.5,1.612
14,0.22,7.5,1.931
15,0.22,7.5,2.287
16,0.22,7.5,2.681
17,0.22,7.5,3.116
18,0.22,7.5,3.592
2,0.23,7.5,0.022
3,0.23,7.5,0.054
4,0.23,7.5,0.102
5,0.23,7.5,0.166
6,0.23,7.5,0.248
7,0.23,7.5,0.35
8,0.23,7.5,0.479
9,0.23,7.5,0.632
10,0.23,7.5,0.812
11,0.23,7.5,1.021
12,0.23,7.5,1.26
13,0.23,7.5,1.53
14,0.23,7.5,1.835
15,0.23,7.5,2.174
16,0.23,7.5,2.551
17,0.23,7.5,2.966
18,0.23,7.5,3.421
2,0.24,7.5,0.02
3,0.24,7.5,0.051
4,0.24,7.5,0.096
5,0.24,7.5,0.157
6,0.24,7.5,0.233
7,0.24,7.5,0.332
8,0.24,7.5,0.455
9,0.24,7.5,0.601
10,0.24,7.5,0.773
11,0.24,7.5,0.972
12,0.24,7.5,1.2
13,0.24,7.5,1.459
14,0.24,7.5,1.75
15,0.24,7.5,2.075
16,0.24,7.5,2.436
17,0.24,7.5,2.834
18,0.24,7.5,3.27
2,0.25,7.5,0.019
3,0.25,7.5,0.048
4,0.25,7.5,0.091
5,0.25,7.5,0.148
6,0.25,7.5,0.221
7,0.25,7.5,0.316
8,0.25,7.5,0.433
9,0.25,7.5,0.573
10,0.25,7.5,0.738
11,0.25,7.5,0.928
12,0.25,7.5,1.147
13,0.25,7.5,1.396
14,0.25,7.5,1.675
15,0.25,7.5,1.988
16,0.25,7.5,2.334
17,0.25,7.5,2.717
18,0.25,7.5,3.137
2,0.26,7.5,0.018
3,0.26,7.5,0.046
4,0.26,7.5,0.086
5,0.26,7.5,0.14
6,0.26,7.5,0.211
7,0.26,7.5,0.302
8,0.26,7.5,0.414
9,0.26,7.5,0.549
10,0.26,7.5,0.707
11,0.26,7.5,0.89
12,0.26,7.5,1.1
13,0.26,7.5,1.34
14,0.26,7.5,1.609
15,0.26,7.5,1.91
16,0.26,7.5,2.245
17,0.26,7.5,2.614
18,0.26,7.5,3.02
2,0.27,7.5,0.017
3,0.27,7.5,0.043
4,0.27,7.5,0.082
5,0.27,7.5,0.134
6,0.27,7.5,0.202
7,0.27,7.5,0.29
8,0.27,7.5,0.398
9,0.27,7.5,0.527
10,0.27,7.5,0.679
11,0.27,7.5,0.856
12,0.27,7.5,1.059
13,0.27,7.5,1.29
14,0.27,7.5,1.55
15,0.27,7.5,1.842
16,0.27,7.5,2.165
17,0.27,7.5,2.523
18,0.27,7.5,2.916
2,0.28,7.5,0.017
3,0.28,7.5,0.042
4,0.28,7.5,0.078
5,0.28,7.5,0.128
6,0.28,7.5,0.194
7,0.28,7.5,0.279
8,0.28,7.5,0.383
9,0.28,7.5,0.507
10,0.28,7.5,0.654
11,0.28,7.5,0.825
12,0.28,7.5,1.022
13,0.28,7.5,1.246
14,0.28,7.5,1.498
15,0.28,7.5,1.78
16,0.28,7.5,2.094
17,0.28,7.5,2.441
18,0.28,7.5,2.823
2,0.29,7.5,0.016
3,0.29,7.5,0.04
4,0.29,7.5,0.075
5,0.29,7.5,0.122
6,0.29,7.5,0.187
7,0.29,7.5,0.269
8,0.29,7.5,0.369
9,0.29,7.5,0.49
10,0.29,7.5,0.632
11,0.29,7.5,0.798
12,0.29,7.5,0.989
13,0.29,7.5,1.206
14,0.29,7.5,1.451
15,0.29,7.5,1.726
16,0.29,7.5,2.031
17,0.29,7.5,2.369
18,0.29,7.5,2.74
2,0.3,7.5,0.015
3,0.3,7.5,0.038
4,0.3,7.5,0.072
5,0.3,7.5,0.118
6,0.3,7.5,0.181
7,0.3,7.5,0.26
8,0.3,7.5,0.357
9,0.3,7.5,0.474
10,0.3,7.5,0.613
11,0.3,7.5,0.774
12,0.3,7.5,0.96
13,0.3,7.5,1.171
14,0.3,7.5,1.41
15,0.3,7.5,1.677
16,0.3,7.5,1.975
17,0.3,7.5,2.304
18,0.3,7.5,2.666
2,0.31,7.5,0.015
3,0.31,7.5,0.037
4,0.31,7.5,0.069
5,0.31,7.5,0.114
6,0.31,7.5,0.175
7,0.31,7.5,0.252
8,0.31,7.5,0.347
9,0.31,7.5,0.46
10,0.31,7.5,0.595
11,0.31,7.5,0.752
12,0.31,7.5,0.933
13,0.31,7.5,1.139
14,0.31,7.5,1.373
15,0.31,7.5,1.634
16,0.31,7.5,1.925
17,0.31,7.5,2.246
18,0.31,7.5,2.6
2,0.32,7.5,0.014
3,0.32,7.5,0.036
4,0.32,7.5,0.067
5,0.32,7.5,0.111
6,0.32,7.5,0.17
7,0.32,7.5,0.245
8,0.32,7.5,0.337
9,0.32,7.5,0.448
10,0.32,7.5,0.579
11,0.32,7.5,0.733
12,0.32,7.5,0.91
13,0.32,7.5,1.111
14,0.32,7.5,1.339
15,0.32,7.5,1.595
16,0.32,7.5,1.88
17,0.32,7.5,2.195
18,0.32,7.5,2.541
2,0.33,7.5,0.014
3,0.33,7.5,0.034
4,0.33,7.5,0.065
5,0.33,7.5,0.108
6,0.33,7.5,0.165
7,0.33,7.5,0.238
8,0.33,7.5,0.328
9,0.33,7.5,0.437
10,0.33,7.5,0.565
11,0.33,7.5,0.715
12,0.33,7.5,0.888
13,0.33,7.5,1.086
14,0.33,7.5,1.309
15,0.33,7.5,1.56
16,0.33,7.5,1.839
17,0.33,7.5,2.148
18,0.33,7.5,2.489
2,0.34,7.5,0.014
3,0.34,7.5,0.033
4,0.34,7.5,0.063
5,0.34,7.5,0.105
6,0.34,7.5,0.161
7,0.34,7.5,0.232
8,0.34,7.5,0.32
9,0.34,7.5,0.427
10,0.34,7.5,0.552
11,0.34,7.5,0.7
12,0.34,7.5,0.869
13,0.34,7.5,1.063
14,0.34,7.5,1.283
15,0.34,7.5,1.529
16,0.34,7.5,1.803
17,0.34,7.5,2.107
18,0.34,7.5,2.441
2,0.35,7.5,0.013
3,0.35,7.5,0.032
4,0.35,7.5,0.061
5,0.35,7.5,0.102
6,0.35,7.5,0.157
7,0.35,7.5,0.227
8,0.35,7.5,0.313
9,0.35,7.5,0.417
10,0.35,7.5,0.541
11,0.35,7.5,0.685
12,0.35,7.5,0.852
13,0.35,7.5,1.043
14,0.35,7.5,1.259
15,0.35,7.5,1.501
16,0.35,7.5,1.771
17,0.35,7.5,2.07
18,0.35,7.5,2.399
2,0.36,7.5,0.013
3,0.36,7.5,0.032
4,0.36,7.5,0.06
5,0.36,7.5,0.1
6,0.36,7.5,0.154
7,0.36,7.5,0.222
8,0.36,7.5,0.307
9,0.36,7.5,0.409
10,0.36,7.5,0.531
11,0.36,7.5,0.673
12,0.36,7.5,0.837
13,0.36,7.5,1.024
14,0.36,7.5,1.237
15,0.36,7.5,1.476
16,0.36,7.5,1.742
17,0.36,7.5,2.037
18,0.36,7.5,2.362
2,0.37,7.5,0.013
3,0.37,7.5,0.031
4,0.37,7.5,0.058
5,0.37,7.5,0.098
6,0.37,7.5,0.151
7,0.37,7.5,0.218
8,0.37,7.5,0.301
9,0.37,7.5,0.402
10,0.37,7.5,0.521
11,0.37,7.5,0.661
12,0.37,7.5,0.823
13,0.37,7.5,1.008
14,0.37,7.5,1.218
15,0.37,7.5,1.453
16,0.37,7.5,1.716
17,0.37,7.5,2.008
18,0.37,7.5,2.328
2,0.38,7.5,0.012
3,0.38,7.5,0.03
4,0.38,7.5,0.057
5,0.38,7.5,0.096
6,0.38,7.5,0.148
7,0.38,7.5,0.214
8,0.38,7.5,0.296
9,0.38,7.5,0.395
10,0.38,7.5,0.513
11,0.38,7.5,0.651
12,0.38,7.5,0.811
13,0.38,7.5,0.993
14,0.38,7.5,1.2
15,0.38,7.5,1.433
16,0.38,7.5,1.693
17,0.38,7.5,1.981
18,0.38,7.5,2.298
2,0.39,7.5,0.012
3,0.39,7.5,0.029
4,0.39,7.5,0.056
5,0.39,7.5,0.095
6,0.39,7.5,0.146
7,0.39,7.5,0.211
8,0.39,7.5,0.292
9,0.39,7.5,0.389
10,0.39,7.5,0.505
11,0.39,7.5,0.642
12,0.39,7.5,0.799
13,0.39,7.5,0.98
14,0.39,7.5,1.185
15,0.39,7.5,1.416
16,0.39,7.5,1.673
17,0.39,7.5,1.958
18,0.39,7.5,2.272
2,0.4,7.5,0.012
3,0.4,7.5,0.029
4,0.4,7.5,0.055
5,0.4,7.5,0.093
6,0.4,7.5,0.144
7,0.4,7.5,0.208
8,0.4,7.5,0.287
9,0.4,7.5,0.384
10,0.4,7.5,0.499
11,0.4,7.5,0.633
12,0.4,7.5,0.79
13,0.4,7.5,0.968
14,0.4,7.5,1.171
15,0.4,7.5,1.4
16,0.4,7.5,1.655
17,0.4,7.5,1.937
18,0.4,7.5,2.249
2,0.1,8,0.073
3,0.1,8,0.192
4,0.1,8,0.371
5,0.1,8,0.614
6,0.1,8,0.926
7,0.1,8,1.308
8,0.1,8,1.762
9,0.1,8,2.288
10,0.1,8,2.887
11,0.1,8,3.559
12,0.1,8,4.305
13,0.1,8,5.124
14,0.1,8,6.018
15,0.1,8,6.986
16,0.1,8,8.029
17,0.1,8,9.167
18,0.1,8,10.471
2,0.11,8,0.064
3,0.11,8,0.165
4,0.11,8,0.317
5,0.11,8,0.524
6,0.11,8,0.789
7,0.11,8,1.114
8,0.11,8,1.499
9,0.11,8,1.944
10,0.11,8,2.45
11,0.11,8,3.018
12,0.11,8,3.647
13,0.11,8,4.338
14,0.11,8,5.091
15,0.11,8,5.907
16,0.11,8,6.847
17,0.11,8,7.887
18,0.11,8,9.017
2,0.12,8,0.056
3,0.12,8,0.143
4,0.12,8,0.274
5,0.12,8,0.454
6,0.12,8,0.683
7,0.12,8,0.963
8,0.12,8,1.294
9,0.12,8,1.676
10,0.12,8,2.111
11,0.12,8,2.598
12,0.12,8,3.137
13,0.12,8,3.729
14,0.12,8,4.38
15,0.12,8,5.143
16,0.12,8,5.98
17,0.12,8,6.895
18,0.12,8,7.89
2,0.13,8,0.049
3,0.13,8,0.126
4,0.13,8,0.241
5,0.13,8,0.398
6,0.13,8,0.598
7,0.13,8,0.842
8,0.13,8,1.131
9,0.13,8,1.464
10,0.13,8,1.842
11,0.13,8,2.265
12,0.13,8,2.733
13,0.13,8,3.258
14,0.13,8,3.871
15,0.13,8,4.55
16,0.13,8,5.295
17,0.13,8,6.11
18,0.13,8,6.997
2,0.14,8,0.044
3,0.14,8,0.112
4,0.14,8,0.214
5,0.14,8,0.353
6,0.14,8,0.53
7,0.14,8,0.745
8,0.14,8,0.999
9,0.14,8,1.293
10,0.14,8,1.625
11,0.14,8,1.997
12,0.14,8,2.416
13,0.14,8,2.911
14,0.14,8,3.462
15,0.14,8,4.072
16,0.14,8,4.743
17,0.14,8,5.477
18,0.14,8,6.278
