Sqrt(A) (m),Rn,t (cm),Dmax (mm)
2,0.15,8,0.042
3,0.15,8,0.106
4,0.15,8,0.205
5,0.15,8,0.342
6,0.15,8,0.517
7,0.15,8,0.732
8,0.15,8,0.988
9,0.15,8,1.285
10,0.15,8,1.626
11,0.15,8,2.011
12,0.15,8,2.442
13,0.15,8,2.921
14,0.15,8,3.448
15,0.15,8,4.026
16,0.15,8,4.657
17,0.15,8,5.341
18,0.15,8,6.081
2,0.16,8,0.038
3,0.16,8,0.096
4,0.16,8,0.186
5,0.16,8,0.309
6,0.16,8,0.467
7,0.16,8,0.66
8,0.16,8,0.891
9,0.16,8,1.159
10,0.16,8,1.466
11,0.16,8,1.813
12,0.16,8,2.202
13,0.16,8,2.634
14,0.16,8,3.111
15,0.16,8,3.634
16,0.16,8,4.205
17,0.16,8,4.826
18,0.16,8,5.498
2,0.17,8,0.035
3,0.17,8,0.088
4,0.17,8,0.169
5,0.17,8,0.281
6,0.17,8,0.425
7,0.17,8,0.6
8,0.17,8,0.809
9,0.17,8,1.052
10,0.17,8,1.331
11,0.17,8,1.647
12,0.17,8,2
13,0.17,8,2.394
14,0.17,8,2.829
15,0.17,8,3.306
16,0.17,8,3.828
17,0.17,8,4.395
18,0.17,8,5.01
2,0.18,8,0.032
3,0.18,8,0.081
4,0.18,8,0.155
5,0.18,8,0.258
6,0.18,8,0.389
7,0.18,8,0.549
8,0.18,8,0.74
9,0.18,8,0.962
10,0.18,8,1.217
11,0.18,8,1.506
12,0.18,8,1.83
13,0.18,8,2.191
14,0.18,8,2.59
15,0.18,8,3.029
16,0.18,8,3.509
17,0.18,8,4.032
18,0.18,8,4.599
2,0.19,8,0.029
3,0.19,8,0.074
4,0.19,8,0.143
5,0.19,8,0.238
6,0.19,8,0.358
7,0.19,8,0.505
8,0.19,8,0.681
9,0.19,8,0.885
10,0.19,8,1.12
11,0.19,8,1.386
12,0.19,8,1.685
13,0.19,8,2.018
14,0.19,8,2.387
15,0.19,8,2.793
16,0.19,8,3.238
17,0.19,8,3.728
18,0.19,8,4.294
2,0.2,8,0.027
3,0.2,8,0.069
4,0.2,8,0.133
5,0.2,8,0.22
6,0.2,8,0.331
7,0.2,8,0.468
8,0.2,8,0.63
9,0.2,8,0.819
10,0.2,8,1.036
11,0.2,8,1.283
12,0.2,8,1.56
13,0.2,8,1.87
14,0.2,8,2.213
15,0.2,8,2.591
16,0.2,8,3.014
17,0.2,8,3.502
18,0.2,8,4.036
2,0.21,8,0.025
3,0.21,8,0.064
4,0.21,8,0.124
5,0.21,8,0.205
6,0.21,8,0.308
7,0.21,8,0.435
8,0.21,8,0.585
9,0.21,8,0.761
10,0.21,8,0.964
11,0.21,8,1.194
12,0.21,8,1.453
13,0.21,8,1.742
14,0.21,8,2.062
15,0.21,8,2.425
16,0.21,8,2.844
17,0.21,8,3.306
18,0.21,8,3.812
2,0.22,8,0.024
3,0.22,8,0.06
4,0.22,8,0.116
5,0.22,8,0.191
6,0.22,8,0.288
7,0.22,8,0.406
8,0.22,8,0.547
9,0.22,8,0.711
10,0.22,8,0.901
11,0.22,8,1.116
12,0.22,8,1.359
13,0.22,8,1.63
14,0.22,8,1.937
15,0.22,8,2.296
16,0.22,8,2.695
17,0.22,8,3.135
18,0.22,8,3.617
2,0.23,8,0.022
3,0.23,8,0.057
4,0.23,8,0.109
5,0.23,8,0.18
6,0.23,8,0.27
7,0.23,8,0.381
8,0.23,8,0.513
9,0.23,8,0.668
10,0.23,8,0.846
11,0.23,8,1.048
12,0.23,8,1.277
13,0.23,8,1.535
14,0.23,8,1.841
15,0.23,8,2.184
16,0.23,8,2.565
17,0.23,8,2.985
18,0.23,8,3.446
2,0.24,8,0.021
3,0.24,8,0.053
4,0.24,8,0.103
5,0.24,8,0.169
6,0.24,8,0.254
7,0.24,8,0.359
8,0.24,8,0.483
9,0.24,8,0.629
10,0.24,8,0.797
11,0.24,8,0.988
12,0.24,8,1.205
13,0.24,8,1.463
14,0.24,8,1.757
15,0.24,8,2.086
16,0.24,8,2.451
17,0.24,8,2.853
18,0.24,8,3.296
2,0.25,8,0.02
3,0.25,8,0.051
4,0.25,8,0.097
5,0.25,8,0.16
6,0.25,8,0.241
7,0.25,8,0.339
8,0.25,8,0.457
9,0.25,8,0.595
10,0.25,8,0.754
11,0.25,8,0.936
12,0.25,8,1.15
13,0.25,8,1.401
14,0.25,8,1.683
15,0.25,8,1.999
16,0.25,8,2.35
17,0.25,8,2.737
18,0.25,8,3.163
2,0.26,8,0.019
3,0.26,8,0.048
4,0.26,8,0.092
5,0.26,8,0.152
6,0.26,8,0.228
7,0.26,8,0.322
8,0.26,8,0.434
9,0.26,8,0.565
10,0.26,8,0.716
11,0.26,8,0.892
12,0.26,8,1.104
13,0.26,8,1.345
14,0.26,8,1.618
15,0.26,8,1.922
16,0.26,8,2.261
17,0.26,8,2.634
18,0.26,8,3.045
2,0.27,8,0.018
3,0.27,8,0.046
4,0.27,8,0.088
5,0.27,8,0.145
6,0.27,8,0.217
7,0.27,8,0.306
8,0.27,8,0.413
9,0.27,8,0.538
10,0.27,8,0.682
11,0.27,8,0.858
12,0.27,8,1.063
13,0.27,8,1.296
14,0.27,8,1.559
15,0.27,8,1.854
16,0.27,8,2.181
17,0.27,8,2.543
18,0.27,8,2.94
2,0.28,8,0.017
3,0.28,8,0.044
4,0.28,8,0.084
5,0.28,8,0.138
6,0.28,8,0.207
7,0.28,8,0.292
8,0.28,8,0.394
9,0.28,8,0.514
10,0.28,8,0.656
11,0.28,8,0.828
12,0.28,8,1.027
13,0.28,8,1.253
14,0.28,8,1.508
15,0.28,8,1.793
16,0.28,8,2.111
17,0.28,8,2.461
18,0.28,8,2.847
2,0.29,8,0.017
3,0.29,8,0.042
4,0.29,8,0.08
5,0.29,8,0.132
6,0.29,8,0.198
7,0.29,8,0.28
8,0.29,8,0.377
9,0.29,8,0.492
10,0.29,8,0.634
11,0.29,8,0.801
12,0.29,8,0.994
13,0.29,8,1.214
14,0.29,8,1.461
15,0.29,8,1.739
16,0.29,8,2.048
17,0.29,8,2.389
18,0.29,8,2.763
2,0.3,8,0.016
3,0.3,8,0.04
4,0.3,8,0.077
5,0.3,8,0.127
6,0.3,8,0.19
7,0.3,8,0.269
8,0.3,8,0.362
9,0.3,8,0.475
10,0.3,8,0.615
11,0.3,8,0.778
12,0.3,8,0.965
13,0.3,8,1.179
14,0.3,8,1.42
15,0.3,8,1.691
16,0.3,8,1.991
17,0.3,8,2.324
18,0.3,8,2.689
2,0.31,8,0.015
3,0.31,8,0.039
4,0.31,8,0.074
5,0.31,8,0.122
6,0.31,8,0.183
7,0.31,8,0.259
8,0.31,8,0.349
9,0.31,8,0.462
10,0.31,8,0.598
11,0.31,8,0.756
12,0.31,8,0.939
13,0.31,8,1.148
14,0.31,8,1.383
15,0.31,8,1.647
16,0.31,8,1.941
17,0.31,8,2.266
18,0.31,8,2.622
2,0.32,8,0.015
3,0.32,8,0.038
4,0.32,8,0.072
5,0.32,8,0.118
6,0.32,8,0.177
7,0.32,8,0.249
8,0.32,8,0.337
9,0.32,8,0.449
10,0.32,8,0.582
11,0.32,8,0.737
12,0.32,8,0.916
13,0.32,8,1.12
14,0.32,8,1.35
15,0.32,8,1.609
16,0.32,8,1.896
17,0.32,8,2.214
18,0.32,8,2.562
2,0.33,8,0.014
3,0.33,8,0.036
4,0.33,8,0.069
5,0.33,8,0.114
6,0.33,8,0.171
7,0.33,8,0.241
8,0.33,8,0.329
9,0.33,8,0.438
10,0.33,8,0.568
11,0.33,8,0.72
12,0.33,8,0.895
13,0.33,8,1.095
14,0.33,8,1.321
15,0.33,8,1.574
16,0.33,8,1.856
17,0.33,8,2.167
18,0.33,8,2.509
2,0.34,8,0.014
3,0.34,8,0.035
4,0.34,8,0.067
5,0.34,8,0.11
6,0.34,8,0.166
7,0.34,8,0.234
8,0.34,8,0.321
9,0.34,8,0.429
10,0.34,8,0.556
11,0.34,8,0.705
12,0.34,8,0.877
13,0.34,8,1.073
14,0.34,8,1.294
15,0.34,8,1.543
16,0.34,8,1.819
17,0.34,8,2.125
18,0.34,8,2.461
2,0.35,8,0.014
3,0.35,8,0.034
4,0.35,8,0.065
5,0.35,8,0.107
6,0.35,8,0.161
7,0.35,8,0.228
8,0.35,8,0.315
9,0.35,8,0.42
10,0.35,8,0.545
11,0.35,8,0.691
12,0.35,8,0.86
13,0.35,8,1.053
14,0.35,8,1.271
15,0.35,8,1.515
16,0.35,8,1.787
17,0.35,8,2.088
18,0.35,8,2.418
2,0.36,8,0.013
3,0.36,8,0.033
4,0.36,8,0.063
5,0.36,8,0.104
6,0.36,8,0.156
7,0.36,8,0.223
8,0.36,8,0.309
9,0.36,8,0.412
10,0.36,8,0.535
11,0.36,8,0.679
12,0.36,8,0.845
13,0.36,8,1.035
14,0.36,8,1.25
15,0.36,8,1.49
16,0.36,8,1.758
17,0.36,8,2.054
18,0.36,8,2.379
2,0.37,8,0.013
3,0.37,8,0.032
4,0.37,8,0.062
5,0.37,8,0.102
6,0.37,8,0.152
7,0.37,8,0.219
8,0.37,8,0.303
9,0.37,8,0.405
10,0.37,8,0.526
11,0.37,8,0.668
12,0.37,8,0.832
13,0.37,8,1.019
14,0.37,8,1.231
15,0.37,8,1.468
16,0.37,8,1.732
17,0.37,8,2.024
18,0.37,8,2.345
2,0.38,8,0.013
3,0.38,8,0.032
4,0.38,8,0.06
5,0.38,8,0.099
6,0.38,8,0.149
7,0.38,8,0.215
8,0.38,8,0.298
9,0.38,8,0.399
10,0.38,8,0.518
11,0.38,8,0.658
12,0.38,8,0.82
13,0.38,8,1.005
14,0.38,8,1.214
15,0.38,8,1.448
16,0.38,8,1.709
17,0.38,8,1.998
18,0.38,8,2.314
2,0.39,8,0.012
3,0.39,8,0.031
4,0.39,8,0.059
5,0.39,8,0.097
6,0.39,8,0.146
7,0.39,8,0.212
8,0.39,8,0.294
9,0.39,8,0.393
10,0.39,8,0.511
11,0.39,8,0.649
12,0.39,8,0.809
13,0.39,8,0.992
14,0.39,8,1.199
15,0.39,8,1.431
16,0.39,8,1.689
17,0.39,8,1.974
18,0.39,8,2.287
2,0.4,8,0.012
3,0.4,8,0.03
4,0.4,8,0.058
5,0.4,8,0.095
6,0.4,8,0.144
7,0.4,8,0.209
8,0.4,8,0.29
9,0.4,8,0.388
10,0.4,8,0.505
11,0.4,8,0.642
12,0.4,8,0.8
13,0.4,8,0.981
14,0.4,8,1.186
15,0.4,8,1.416
16,0.4,8,1.671
17,0.4,8,1.953
18,0.4,8,2.263
2,0.1,8.5,0.074
3,0.1,8.5,0.198
4,0.1,8.5,0.386
5,0.1,8.5,0.645
6,0.1,8.5,0.98
7,0.1,8.5,1.394
8,0.1,8.5,1.89
9,0.1,8.5,2.469
10,0.1,8.5,3.134
11,0.1,8.5,3.885
12,0.1,8.5,4.724
13,0.1,8.5,5.652
14,0.1,8.5,6.672
15,0.1,8.5,7.784
16,0.1,8.5,8.991
17,0.1,8.5,10.293
18,0.1,8.5,11.694
2,0.11,8.5,0.065
3,0.11,8.5,0.17
4,0.11,8.5,0.331
5,0.11,8.5,0.552
6,0.11,8.5,0.838
7,0.11,8.5,1.192
8,0.11,8.5,1.614
9,0.11,8.5,2.107
10,0.11,8.5,2.672
11,0.11,8.5,3.311
12,0.11,8.5,4.023
13,0.11,8.5,4.812
14,0.11,8.5,5.678
15,0.11,8.5,6.624
16,0.11,8.5,7.65
17,0.11,8.5,8.759
18,0.11,8.5,9.952
2,0.12,8.5,0.057
3,0.12,8.5,0.148
4,0.12,8.5,0.288
5,0.12,8.5,0.48
6,0.12,8.5,0.728
7,0.12,8.5,1.034
8,0.12,8.5,1.399
9,0.12,8.5,1.825
10,0.12,8.5,2.312
11,0.12,8.5,2.863
12,0.12,8.5,3.478
13,0.12,8.5,4.158
14,0.12,8.5,4.906
15,0.12,8.5,5.723
16,0.12,8.5,6.61
17,0.12,8.5,7.57
18,0.12,8.5,8.603
2,0.13,8.5,0.051
3,0.13,8.5,0.131
4,0.13,8.5,0.253
5,0.13,8.5,0.422
6,0.13,8.5,0.639
7,0.13,8.5,0.907
8,0.13,8.5,1.227
9,0.13,8.5,1.599
10,0.13,8.5,2.026
11,0.13,8.5,2.507
12,0.13,8.5,3.044
13,0.13,8.5,3.64
14,0.13,8.5,4.294
15,0.13,8.5,5.01
16,0.13,8.5,5.788
17,0.13,8.5,6.629
18,0.13,8.5,7.537
2,0.14,8.5,0.045
3,0.14,8.5,0.116
4,0.14,8.5,0.225
5,0.14,8.5,0.375
6,0.14,8.5,0.568
7,0.14,8.5,0.805
8,0.14,8.5,1.088
9,0.14,8.5,1.417
10,0.14,8.5,1.794
11,0.14,8.5,2.219
12,0.14,8.5,2.695
13,0.14,8.5,3.222
14,0.14,8.5,3.801
15,0.14,8.5,4.435
16,0.14,8.5,5.126
17,0.14,8.5,5.874
18,0.14,8.5,6.681
2,0.15,8.5,0.041
3,0.15,8.5,0.104
4,0.15,8.5,0.202
5,0.15,8.5,0.336
6,0.15,8.5,0.509
7,0.15,8.5,0.721
8,0.15,8.5,0.973
9,0.15,8.5,1.267
10,0.15,8.5,1.603
11,0.15,8.5,1.983
12,0.15,8.5,2.408
13,0.15,8.5,2.879
14,0.15,8.5,3.398
15,0.15,8.5,3.966
16,0.15,8.5,4.585
17,0.15,8.5,5.257
18,0.15,8.5,5.982
2,0.16,8.5,0.037
3,0.16,8.5,0.095
4,0.16,8.5,0.183
5,0.16,8.5,0.304
6,0.16,8.5,0.46
7,0.16,8.5,0.651
8,0.16,8.5,0.878
9,0.16,8.5,1.142
10,0.16,8.5,1.445
11,0.16,8.5,1.788
12,0.16,8.5,2.171
13,0.16,8.5,2.596
14,0.16,8.5,3.065
15,0.16,8.5,3.578
16,0.16,8.5,4.139
17,0.16,8.5,4.747
18,0.16,8.5,5.405
2,0.17,8.5,0.034
3,0.17,8.5,0.086
4,0.17,8.5,0.167
5,0.17,8.5,0.277
6,0.17,8.5,0.418
7,0.17,8.5,0.591
8,0.17,8.5,0.798
9,0.17,8.5,1.038
10,0.17,8.5,1.313
11,0.17,8.5,1.624
12,0.17,8.5,1.972
13,0.17,8.5,2.359
14,0.17,8.5,2.786
15,0.17,8.5,3.254
16,0.17,8.5,3.765
17,0.17,8.5,4.321
18,0.17,8.5,4.923
2,0.18,8.5,0.031
3,0.18,8.5,0.079
4,0.18,8.5,0.153
5,0.18,8.5,0.254
6,0.18,8.5,0.383
7,0.18,8.5,0.541
8,0.18,8.5,0.73
9,0.18,8.5,0.949
10,0.18,8.5,1.2
11,0.18,8.5,1.485
12,0.18,8.5,1.804
13,0.18,8.5,2.158
14,0.18,8.5,2.55
15,0.18,8.5,2.98
16,0.18,8.5,3.45
17,0.18,8.5,3.961
18,0.18,8.5,4.515
2,0.19,8.5,0.029
3,0.19,8.5,0.073
4,0.19,8.5,0.141
5,0.19,8.5,0.234
6,0.19,8.5,0.353
7,0.19,8.5,0.498
8,0.19,8.5,0.671
9,0.19,8.5,0.873
10,0.19,8.5,1.104
11,0.19,8.5,1.366
12,0.19,8.5,1.66
13,0.19,8.5,1.987
14,0.19,8.5,2.349
15,0.19,8.5,2.747
16,0.19,8.5,3.181
17,0.19,8.5,3.655
18,0.19,8.5,4.173
2,0.2,8.5,0.027
3,0.2,8.5,0.068
4,0.2,8.5,0.131
5,0.2,8.5,0.217
6,0.2,8.5,0.326
7,0.2,8.5,0.461
8,0.2,8.5,0.621
9,0.2,8.5,0.808
10,0.2,8.5,1.022
11,0.2,8.5,1.264
12,0.2,8.5,1.537
13,0.2,8.5,1.84
14,0.2,8.5,2.176
15,0.2,8.5,2.546
16,0.2,8.5,2.951
17,0.2,8.5,3.403
18,0.2,8.5,3.919
2,0.21,8.5,0.025
3,0.21,8.5,0.063
4,0.21,8.5,0.122
5,0.21,8.5,0.202
6,0.21,8.5,0.304
7,0.21,8.5,0.429
8,0.21,8.5,0.577
9,0.21,8.5,0.751
10,0.21,8.5,0.95
11,0.21,8.5,1.176
12,0.21,8.5,1.43
13,0.21,8.5,1.713
14,0.21,8.5,2.027
15,0.21,8.5,2.373
16,0.21,8.5,2.764
17,0.21,8.5,3.21
18,0.21,8.5,3.7
2,0.22,8.5,0.023
3,0.22,8.5,0.059
4,0.22,8.5,0.114
5,0.22,8.5,0.189
6,0.22,8.5,0.284
7,0.22,8.5,0.4
8,0.22,8.5,0.539
9,0.22,8.5,0.701
10,0.22,8.5,0.888
11,0.22,8.5,1.099
12,0.22,8.5,1.337
13,0.22,8.5,1.603
14,0.22,8.5,1.898
15,0.22,8.5,2.232
16,0.22,8.5,2.618
17,0.22,8.5,3.042
18,0.22,8.5,3.508
2,0.23,8.5,0.022
3,0.23,8.5,0.056
4,0.23,8.5,0.107
5,0.23,8.5,0.177
6,0.23,8.5,0.266
7,0.23,8.5,0.376
8,0.23,8.5,0.506
9,0.23,8.5,0.658
10,0.23,8.5,0.833
11,0.23,8.5,1.032
12,0.23,8.5,1.256
13,0.23,8.5,1.506
14,0.23,8.5,1.791
15,0.23,8.5,2.122
16,0.23,8.5,2.49
17,0.23,8.5,2.896
18,0.23,8.5,3.341
2,0.24,8.5,0.021
3,0.24,8.5,0.053
4,0.24,8.5,0.101
5,0.24,8.5,0.167
6,0.24,8.5,0.251
7,0.24,8.5,0.354
8,0.24,8.5,0.477
9,0.24,8.5,0.62
10,0.24,8.5,0.785
11,0.24,8.5,0.973
12,0.24,8.5,1.185
13,0.24,8.5,1.424
14,0.24,8.5,1.708
15,0.24,8.5,2.025
16,0.24,8.5,2.378
17,0.24,8.5,2.767
18,0.24,8.5,3.193
2,0.25,8.5,0.02
3,0.25,8.5,0.05
4,0.25,8.5,0.096
5,0.25,8.5,0.158
6,0.25,8.5,0.237
7,0.25,8.5,0.335
8,0.25,8.5,0.451
9,0.25,8.5,0.586
10,0.25,8.5,0.743
11,0.25,8.5,0.921
12,0.25,8.5,1.122
13,0.25,8.5,1.362
14,0.25,8.5,1.635
15,0.25,8.5,1.94
16,0.25,8.5,2.279
17,0.25,8.5,2.653
18,0.25,8.5,3.063
2,0.26,8.5,0.019
3,0.26,8.5,0.047
4,0.26,8.5,0.091
5,0.26,8.5,0.15
6,0.26,8.5,0.225
7,0.26,8.5,0.317
8,0.26,8.5,0.427
9,0.26,8.5,0.556
10,0.26,8.5,0.705
11,0.26,8.5,0.874
12,0.26,8.5,1.074
13,0.26,8.5,1.307
14,0.26,8.5,1.57
15,0.26,8.5,1.865
16,0.26,8.5,2.191
17,0.26,8.5,2.552
18,0.26,8.5,2.948
2,0.27,8.5,0.018
3,0.27,8.5,0.045
4,0.27,8.5,0.086
5,0.27,8.5,0.143
6,0.27,8.5,0.214
7,0.27,8.5,0.302
8,0.27,8.5,0.407
9,0.27,8.5,0.53
10,0.27,8.5,0.671
11,0.27,8.5,0.835
12,0.27,8.5,1.034
13,0.27,8.5,1.259
14,0.27,8.5,1.513
15,0.27,8.5,1.798
16,0.27,8.5,2.114
17,0.27,8.5,2.462
18,0.27,8.5,2.846
2,0.28,8.5,0.017
3,0.28,8.5,0.043
4,0.28,8.5,0.083
5,0.28,8.5,0.136
6,0.28,8.5,0.204
7,0.28,8.5,0.288
8,0.28,8.5,0.388
9,0.28,8.5,0.506
10,0.28,8.5,0.641
11,0.28,8.5,0.806
12,0.28,8.5,0.998
13,0.28,8.5,1.216
14,0.28,8.5,1.462
15,0.28,8.5,1.738
16,0.28,8.5,2.044
17,0.28,8.5,2.383
18,0.28,8.5,2.754
2,0.29,8.5,0.016
3,0.29,8.5,0.041
4,0.29,8.5,0.079
5,0.29,8.5,0.13
6,0.29,8.5,0.196
7,0.29,8.5,0.276
8,0.29,8.5,0.372
9,0.29,8.5,0.484
10,0.29,8.5,0.617
11,0.29,8.5,0.779
12,0.29,8.5,0.966
13,0.29,8.5,1.178
14,0.29,8.5,1.417
15,0.29,8.5,1.685
16,0.29,8.5,1.983
17,0.29,8.5,2.312
18,0.29,8.5,2.673
2,0.3,8.5,0.016
3,0.3,8.5,0.04
4,0.3,8.5,0.076
5,0.3,8.5,0.125
6,0.3,8.5,0.188
7,0.3,8.5,0.265
8,0.3,8.5,0.357
9,0.3,8.5,0.465
10,0.3,8.5,0.598
11,0.3,8.5,0.756
12,0.3,8.5,0.937
13,0.3,8.5,1.143
14,0.3,8.5,1.377
15,0.3,8.5,1.637
16,0.3,8.5,1.928
17,0.3,8.5,2.248
18,0.3,8.5,2.6
2,0.31,8.5,0.015
3,0.31,8.5,0.038
4,0.31,8.5,0.073
5,0.31,8.5,0.12
6,0.31,8.5,0.181
7,0.31,8.5,0.255
8,0.31,8.5,0.344
9,0.31,8.5,0.45
10,0.31,8.5,0.581
11,0.31,8.5,0.735
12,0.31,8.5,0.912
13,0.31,8.5,1.113
14,0.31,8.5,1.34
15,0.31,8.5,1.595
16,0.31,8.5,1.878
17,0.31,8.5,2.191
18,0.31,8.5,2.535
2,0.32,8.5,0.015
3,0.32,8.5,0.037
4,0.32,8.5,0.071
5,0.32,8.5,0.116
6,0.32,8.5,0.174
7,0.32,8.5,0.246
8,0.32,8.5,0.332
9,0.32,8.5,0.438
10,0.32,8.5,0.566
11,0.32,8.5,0.716
12,0.32,8.5,0.889
13,0.32,8.5,1.086
14,0.32,8.5,1.308
15,0.32,8.5,1.557
16,0.32,8.5,1.834
17,0.32,8.5,2.14
18,0.32,8.5,2.477
2,0.33,8.5,0.014
3,0.33,8.5,0.036
4,0.33,8.5,0.068
5,0.33,8.5,0.112
6,0.33,8.5,0.169
7,0.33,8.5,0.238
8,0.33,8.5,0.321
9,0.33,8.5,0.427
10,0.33,8.5,0.552
11,0.33,8.5,0.699
12,0.33,8.5,0.868
13,0.33,8.5,1.061
14,0.33,8.5,1.279
15,0.33,8.5,1.523
16,0.33,8.5,1.795
17,0.33,8.5,2.095
18,0.33,8.5,2.424
2,0.34,8.5,0.014
3,0.34,8.5,0.035
4,0.34,8.5,0.066
5,0.34,8.5,0.109
6,0.34,8.5,0.163
7,0.34,8.5,0.23
8,0.34,8.5,0.313
9,0.34,8.5,0.417
10,0.34,8.5,0.54
11,0.34,8.5,0.684
12,0.34,8.5,0.85
13,0.34,8.5,1.039
14,0.34,8.5,1.253
15,0.34,8.5,1.493
16,0.34,8.5,1.759
17,0.34,8.5,2.054
18,0.34,8.5,2.378
2,0.35,8.5,0.013
3,0.35,8.5,0.034
4,0.35,8.5,0.064
5,0.35,8.5,0.106
6,0.35,8.5,0.159
7,0.35,8.5,0.224
8,0.35,8.5,0.307
9,0.35,8.5,0.408
10,0.35,8.5,0.529
11,0.35,8.5,0.671
12,0.35,8.5,0.834
13,0.35,8.5,1.02
14,0.35,8.5,1.23
15,0.35,8.5,1.465
16,0.35,8.5,1.728
17,0.35,8.5,2.017
18,0.35,8.5,2.336
2,0.36,8.5,0.013
3,0.36,8.5,0.033
4,0.36,8.5,0.062
5,0.36,8.5,0.103
6,0.36,8.5,0.154
7,0.36,8.5,0.218
8,0.36,8.5,0.301
9,0.36,8.5,0.401
10,0.36,8.5,0.52
11,0.36,8.5,0.658
12,0.36,8.5,0.819
13,0.36,8.5,1.002
14,0.36,8.5,1.209
15,0.36,8.5,1.441
16,0.36,8.5,1.699
17,0.36,8.5,1.985
18,0.36,8.5,2.298
2,0.37,8.5,0.013
3,0.37,8.5,0.032
4,0.37,8.5,0.061
5,0.37,8.5,0.1
6,0.37,8.5,0.15
7,0.37,8.5,0.214
8,0.37,8.5,0.295
9,0.37,8.5,0.394
10,0.37,8.5,0.511
11,0.37,8.5,0.648
12,0.37,8.5,0.806
13,0.37,8.5,0.986
14,0.37,8.5,1.19
15,0.37,8.5,1.419
16,0.37,8.5,1.674
17,0.37,8.5,1.956
18,0.37,8.5,2.265
2,0.38,8.5,0.012
3,0.38,8.5,0.031
4,0.38,8.5,0.059
5,0.38,8.5,0.098
6,0.38,8.5,0.147
7,0.38,8.5,0.21
8,0.38,8.5,0.29
9,0.38,8.5,0.387
10,0.38,8.5,0.503
11,0.38,8.5,0.638
12,0.38,8.5,0.794
13,0.38,8.5,0.972
14,0.38,8.5,1.174
15,0.38,8.5,1.4
16,0.38,8.5,1.652
17,0.38,8.5,1.93
18,0.38,8.5,2.235
2,0.39,8.5,0.012
3,0.39,8.5,0.031
4,0.39,8.5,0.058
5,0.39,8.5,0.096
6,0.39,8.5,0.144
7,0.39,8.5,0.207
8,0.39,8.5,0.286
9,0.39,8.5,0.382
10,0.39,8.5,0.496
11,0.39,8.5,0.629
12,0.39,8.5,0.784
13,0.39,8.5,0.96
14,0.39,8.5,1.159
15,0.39,8.5,1.383
16,0.39,8.5,1.632
17,0.39,8.5,1.907
18,0.39,8.5,2.209
2,0.4,8.5,0.012
3,0.4,8.5,0.03
4,0.4,8.5,0.057
5,0.4,8.5,0.094
6,0.4,8.5,0.141
7,0.4,8.5,0.204
8,0.4,8.5,0.282
9,0.4,8.5,0.377
10,0.4,8.5,0.49
11,0.4,8.5,0.622
12,0.4,8.5,0.775
13,0.4,8.5,0.949
14,0.4,8.5,1.146
15,0.4,8.5,1.368
16,0.4,8.5,1.614
17,0.4,8.5,1.886
18,0.4,8.5,2.186
2,0.1,9,0.072
3,0.1,9,0.194
4,0.1,9,0.38
5,0.1,9,0.634
6,0.1,9,0.964
7,0.1,9,1.371
8,0.1,9,1.86
9,0.1,9,2.431
10,0.1,9,3.087
11,0.1,9,3.829
12,0.1,9,4.658
13,0.1,9,5.575
14,0.1,9,6.582
15,0.1,9,7.681
16,0.1,9,8.872
17,0.1,9,10.158
18,0.1,9,11.54
2,0.11,9,0.063
3,0.11,9,0.167
4,0.11,9,0.325
5,0.11,9,0.543
6,0.11,9,0.825
7,0.11,9,1.173
8,0.11,9,1.589
9,0.11,9,2.076
10,0.11,9,2.634
11,0.11,9,3.264
12,0.11,9,3.968
13,0.11,9,4.748
14,0.11,9,5.603
15,0.11,9,6.536
16,0.11,9,7.549
17,0.11,9,8.643
18,0.11,9,9.819
2,0.12,9,0.055
3,0.12,9,0.146
4,0.12,9,0.283
5,0.12,9,0.472
6,0.12,9,0.716
7,0.12,9,1.017
8,0.12,9,1.378
9,0.12,9,1.798
10,0.12,9,2.28
11,0.12,9,2.824
12,0.12,9,3.431
13,0.12,9,4.103
14,0.12,9,4.842
15,0.12,9,5.648
16,0.12,9,6.523
17,0.12,9,7.468
18,0.12,9,8.486
2,0.13,9,0.049
3,0.13,9,0.128
4,0.13,9,0.249
5,0.13,9,0.415
6,0.13,9,0.629
7,0.13,9,0.894
8,0.13,9,1.209
9,0.13,9,1.577
10,0.13,9,1.998
11,0.13,9,2.473
12,0.13,9,3.004
13,0.13,9,3.592
14,0.13,9,4.238
15,0.13,9,4.943
16,0.13,9,5.71
17,0.13,9,6.539
18,0.13,9,7.432
2,0.14,9,0.044
3,0.14,9,0.114
4,0.14,9,0.221
5,0.14,9,0.369
6,0.14,9,0.559
7,0.14,9,0.793
8,0.14,9,1.072
9,0.14,9,1.397
10,0.14,9,1.77
11,0.14,9,2.19
12,0.14,9,2.659
13,0.14,9,3.179
14,0.14,9,3.751
15,0.14,9,4.376
16,0.14,9,5.055
17,0.14,9,5.791
18,0.14,9,6.585
2,0.15,9,0.04
3,0.15,9,0.103
4,0.15,9,0.199
5,0.15,9,0.331
6,0.15,9,0.501
7,0.15,9,0.71
8,0.15,9,0.96
9,0.15,9,1.25
10,0.15,9,1.582
11,0.15,9,1.957
12,0.15,9,2.377
13,0.15,9,2.841
14,0.15,9,3.353
15,0.15,9,3.912
16,0.15,9,4.521
17,0.15,9,5.181
18,0.15,9,5.893
2,0.16,9,0.036
3,0.16,9,0.093
4,0.16,9,0.18
5,0.16,9,0.299
6,0.16,9,0.453
