Sqrt(A) (m),Rn,t (cm),Dmax (mm)
4,0.11,5,0.386
5,0.11,5,0.641
6,0.11,5,0.967
7,0.11,5,1.366
8,0.11,5,1.842
9,0.11,5,2.396
10,0.11,5,3.031
11,0.11,5,3.75
12,0.11,5,4.558
13,0.11,5,5.457
14,0.11,5,6.451
15,0.11,5,7.543
16,0.11,5,8.738
17,0.11,5,10.039
18,0.11,5,11.45
2,0.12,5,0.069
3,0.12,5,0.174
4,0.12,5,0.335
5,0.12,5,0.555
6,0.12,5,0.836
7,0.12,5,1.181
8,0.12,5,1.591
9,0.12,5,2.07
10,0.12,5,2.619
11,0.12,5,3.243
12,0.12,5,3.944
13,0.12,5,4.725
14,0.12,5,5.591
15,0.12,5,6.544
16,0.12,5,7.588
17,0.12,5,8.727
18,0.12,5,9.963
2,0.13,5,0.06
3,0.13,5,0.153
4,0.13,5,0.294
5,0.13,5,0.487
6,0.13,5,0.733
7,0.13,5,1.034
8,0.13,5,1.393
9,0.13,5,1.812
10,0.13,5,2.294
11,0.13,5,2.842
12,0.13,5,3.459
13,0.13,5,4.148
14,0.13,5,4.913
15,0.13,5,5.756
16,0.13,5,6.681
17,0.13,5,7.69
18,0.13,5,8.863
2,0.14,5,0.054
3,0.14,5,0.136
4,0.14,5,0.261
5,0.14,5,0.431
6,0.14,5,0.649
7,0.14,5,0.915
8,0.14,5,1.233
9,0.14,5,1.604
10,0.14,5,2.032
11,0.14,5,2.52
12,0.14,5,3.07
13,0.14,5,3.685
14,0.14,5,4.368
15,0.14,5,5.123
16,0.14,5,5.976
17,0.14,5,6.952
18,0.14,5,8.022
2,0.15,5,0.048
3,0.15,5,0.122
4,0.15,5,0.234
5,0.15,5,0.386
6,0.15,5,0.58
7,0.15,5,0.818
8,0.15,5,1.102
9,0.15,5,1.435
10,0.15,5,1.819
11,0.15,5,2.257
12,0.15,5,2.752
13,0.15,5,3.307
14,0.15,5,3.924
15,0.15,5,4.641
16,0.15,5,5.452
17,0.15,5,6.347
18,0.15,5,7.33
2,0.16,5,0.044
3,0.16,5,0.11
4,0.16,5,0.211
5,0.16,5,0.348
6,0.16,5,0.523
7,0.16,5,0.737
8,0.16,5,0.994
9,0.16,5,1.295
10,0.16,5,1.643
11,0.16,5,2.04
12,0.16,5,2.49
13,0.16,5,2.995
14,0.16,5,3.591
15,0.16,5,4.266
16,0.16,5,5.015
17,0.16,5,5.843
18,0.16,5,6.752
2,0.17,5,0.04
3,0.17,5,0.1
4,0.17,5,0.192
5,0.17,5,0.316
6,0.17,5,0.475
7,0.17,5,0.67
8,0.17,5,0.903
9,0.17,5,1.177
10,0.17,5,1.495
11,0.17,5,1.859
12,0.17,5,2.271
13,0.17,5,2.762
14,0.17,5,3.322
15,0.17,5,3.95
16,0.17,5,4.647
17,0.17,5,5.418
18,0.17,5,6.264
2,0.18,5,0.036
3,0.18,5,0.092
4,0.18,5,0.175
5,0.18,5,0.289
6,0.18,5,0.434
7,0.18,5,0.612
8,0.18,5,0.827
9,0.18,5,1.078
10,0.18,5,1.371
11,0.18,5,1.706
12,0.18,5,2.106
13,0.18,5,2.57
14,0.18,5,3.094
15,0.18,5,3.681
16,0.18,5,4.334
17,0.18,5,5.055
18,0.18,5,5.848
2,0.19,5,0.034
3,0.19,5,0.085
4,0.19,5,0.162
5,0.19,5,0.266
6,0.19,5,0.399
7,0.19,5,0.564
8,0.19,5,0.761
9,0.19,5,0.994
10,0.19,5,1.265
11,0.19,5,1.587
12,0.19,5,1.969
13,0.19,5,2.406
14,0.19,5,2.899
15,0.19,5,3.451
16,0.19,5,4.065
17,0.19,5,4.744
18,0.19,5,5.49
2,0.2,5,0.031
3,0.2,5,0.078
4,0.2,5,0.15
5,0.2,5,0.246
6,0.2,5,0.369
7,0.2,5,0.522
8,0.2,5,0.705
9,0.2,5,0.922
10,0.2,5,1.177
11,0.2,5,1.491
12,0.2,5,1.852
13,0.2,5,2.264
14,0.2,5,2.73
15,0.2,5,3.252
16,0.2,5,3.832
17,0.2,5,4.475
18,0.2,5,5.18
2,0.21,5,0.029
3,0.21,5,0.073
4,0.21,5,0.139
5,0.21,5,0.229
6,0.21,5,0.344
7,0.21,5,0.486
8,0.21,5,0.657
9,0.21,5,0.859
10,0.21,5,1.111
11,0.21,5,1.408
12,0.21,5,1.751
13,0.21,5,2.142
14,0.21,5,2.584
15,0.21,5,3.079
16,0.21,5,3.63
17,0.21,5,4.24
18,0.21,5,4.91
2,0.22,5,0.027
3,0.22,5,0.068
4,0.22,5,0.13
5,0.22,5,0.214
6,0.22,5,0.321
7,0.22,5,0.454
8,0.22,5,0.615
9,0.22,5,0.811
10,0.22,5,1.053
11,0.22,5,1.335
12,0.22,5,1.662
13,0.22,5,2.034
14,0.22,5,2.456
15,0.22,5,2.928
16,0.22,5,3.453
17,0.22,5,4.034
18,0.22,5,4.672
2,0.23,5,0.026
3,0.23,5,0.064
4,0.23,5,0.122
5,0.23,5,0.2
6,0.23,5,0.301
7,0.23,5,0.426
8,0.23,5,0.578
9,0.23,5,0.771
10,0.23,5,1.002
11,0.23,5,1.272
12,0.23,5,1.584
13,0.23,5,1.94
14,0.23,5,2.343
15,0.23,5,2.795
16,0.23,5,3.297
17,0.23,5,3.853
18,0.23,5,4.463
2,0.24,5,0.024
3,0.24,5,0.06
4,0.24,5,0.115
5,0.24,5,0.189
6,0.24,5,0.284
7,0.24,5,0.402
8,0.24,5,0.55
9,0.24,5,0.736
10,0.24,5,0.957
11,0.24,5,1.216
12,0.24,5,1.516
13,0.24,5,1.857
14,0.24,5,2.244
15,0.24,5,2.678
16,0.24,5,3.16
17,0.24,5,3.692
18,0.24,5,4.278
2,0.25,5,0.023
3,0.25,5,0.057
4,0.25,5,0.109
5,0.25,5,0.178
6,0.25,5,0.269
7,0.25,5,0.381
8,0.25,5,0.527
9,0.25,5,0.705
10,0.25,5,0.918
11,0.25,5,1.167
12,0.25,5,1.455
13,0.25,5,1.784
14,0.25,5,2.156
15,0.25,5,2.573
16,0.25,5,3.037
17,0.25,5,3.55
18,0.25,5,4.113
2,0.26,5,0.022
3,0.26,5,0.054
4,0.26,5,0.103
5,0.26,5,0.169
6,0.26,5,0.255
7,0.26,5,0.364
8,0.26,5,0.506
9,0.26,5,0.678
10,0.26,5,0.883
11,0.26,5,1.123
12,0.26,5,1.401
13,0.26,5,1.719
14,0.26,5,2.078
15,0.26,5,2.481
16,0.26,5,2.929
17,0.26,5,3.423
18,0.26,5,3.967
2,0.27,5,0.021
3,0.27,5,0.052
4,0.27,5,0.098
5,0.27,5,0.161
6,0.27,5,0.243
7,0.27,5,0.35
8,0.27,5,0.487
9,0.27,5,0.654
10,0.27,5,0.852
11,0.27,5,1.085
12,0.27,5,1.354
13,0.27,5,1.661
14,0.27,5,2.009
15,0.27,5,2.398
16,0.27,5,2.831
17,0.27,5,3.31
18,0.27,5,3.835
2,0.28,5,0.02
3,0.28,5,0.049
4,0.28,5,0.093
5,0.28,5,0.154
6,0.28,5,0.232
7,0.28,5,0.338
8,0.28,5,0.471
9,0.28,5,0.632
10,0.28,5,0.824
11,0.28,5,1.05
12,0.28,5,1.311
13,0.28,5,1.609
14,0.28,5,1.946
15,0.28,5,2.324
16,0.28,5,2.744
17,0.28,5,3.209
18,0.28,5,3.718
2,0.29,5,0.019
3,0.29,5,0.047
4,0.29,5,0.09
5,0.29,5,0.147
6,0.29,5,0.224
7,0.29,5,0.327
8,0.29,5,0.456
9,0.29,5,0.613
10,0.29,5,0.8
11,0.29,5,1.019
12,0.29,5,1.273
13,0.29,5,1.563
14,0.29,5,1.891
15,0.29,5,2.258
16,0.29,5,2.666
17,0.29,5,3.117
18,0.29,5,3.613
2,0.3,5,0.018
3,0.3,5,0.045
4,0.3,5,0.086
5,0.3,5,0.142
6,0.3,5,0.217
7,0.3,5,0.318
8,0.3,5,0.443
9,0.3,5,0.596
10,0.3,5,0.778
11,0.3,5,0.992
12,0.3,5,1.239
13,0.3,5,1.521
14,0.3,5,1.841
15,0.3,5,2.199
16,0.3,5,2.596
17,0.3,5,3.036
18,0.3,5,3.518
2,0.31,5,0.018
3,0.31,5,0.044
4,0.31,5,0.083
5,0.31,5,0.136
6,0.31,5,0.211
7,0.31,5,0.309
8,0.31,5,0.431
9,0.31,5,0.58
10,0.31,5,0.758
11,0.31,5,0.967
12,0.31,5,1.208
13,0.31,5,1.484
14,0.31,5,1.796
15,0.31,5,2.145
16,0.31,5,2.533
17,0.31,5,2.962
18,0.31,5,3.433
2,0.32,5,0.017
3,0.32,5,0.042
4,0.32,5,0.08
5,0.32,5,0.132
6,0.32,5,0.206
7,0.32,5,0.301
8,0.32,5,0.421
9,0.32,5,0.566
10,0.32,5,0.741
11,0.32,5,0.945
12,0.32,5,1.181
13,0.32,5,1.451
14,0.32,5,1.756
15,0.32,5,2.097
16,0.32,5,2.477
17,0.32,5,2.896
18,0.32,5,3.356
2,0.33,5,0.016
3,0.33,5,0.041
4,0.33,5,0.077
5,0.33,5,0.129
6,0.33,5,0.201
7,0.33,5,0.294
8,0.33,5,0.411
9,0.33,5,0.554
10,0.33,5,0.725
11,0.33,5,0.925
12,0.33,5,1.157
13,0.33,5,1.421
14,0.33,5,1.72
15,0.33,5,2.054
16,0.33,5,2.426
17,0.33,5,2.836
18,0.33,5,3.286
2,0.34,5,0.016
3,0.34,5,0.039
4,0.34,5,0.075
5,0.34,5,0.126
6,0.34,5,0.196
7,0.34,5,0.288
8,0.34,5,0.403
9,0.34,5,0.543
10,0.34,5,0.711
11,0.34,5,0.907
12,0.34,5,1.135
13,0.34,5,1.394
14,0.34,5,1.687
15,0.34,5,2.015
16,0.34,5,2.38
17,0.34,5,2.782
18,0.34,5,3.224
2,0.35,5,0.015
3,0.35,5,0.038
4,0.35,5,0.073
5,0.35,5,0.123
6,0.35,5,0.192
7,0.35,5,0.282
8,0.35,5,0.395
9,0.35,5,0.533
10,0.35,5,0.698
11,0.35,5,0.891
12,0.35,5,1.115
13,0.35,5,1.37
14,0.35,5,1.658
15,0.35,5,1.98
16,0.35,5,2.339
17,0.35,5,2.734
18,0.35,5,3.168
2,0.36,5,0.015
3,0.36,5,0.037
4,0.36,5,0.071
5,0.36,5,0.121
6,0.36,5,0.189
7,0.36,5,0.277
8,0.36,5,0.389
9,0.36,5,0.525
10,0.36,5,0.687
11,0.36,5,0.877
12,0.36,5,1.097
13,0.36,5,1.348
14,0.36,5,1.632
15,0.36,5,1.949
16,0.36,5,2.302
17,0.36,5,2.691
18,0.36,5,3.117
2,0.37,5,0.015
3,0.37,5,0.036
4,0.37,5,0.069
5,0.37,5,0.118
6,0.37,5,0.186
7,0.37,5,0.273
8,0.37,5,0.383
9,0.37,5,0.517
10,0.37,5,0.677
11,0.37,5,0.865
12,0.37,5,1.082
13,0.37,5,1.329
14,0.37,5,1.609
15,0.37,5,1.921
16,0.37,5,2.268
17,0.37,5,2.652
18,0.37,5,3.072
2,0.38,5,0.014
3,0.38,5,0.035
4,0.38,5,0.068
5,0.38,5,0.116
6,0.38,5,0.183
7,0.38,5,0.269
8,0.38,5,0.377
9,0.38,5,0.51
10,0.38,5,0.668
11,0.38,5,0.853
12,0.38,5,1.068
13,0.38,5,1.312
14,0.38,5,1.588
15,0.38,5,1.897
16,0.38,5,2.239
17,0.38,5,2.617
18,0.38,5,3.031
2,0.39,5,0.014
3,0.39,5,0.035
4,0.39,5,0.067
5,0.39,5,0.115
6,0.39,5,0.18
7,0.39,5,0.266
8,0.39,5,0.373
9,0.39,5,0.503
10,0.39,5,0.66
11,0.39,5,0.843
12,0.39,5,1.055
13,0.39,5,1.297
14,0.39,5,1.569
15,0.39,5,1.874
16,0.39,5,2.213
17,0.39,5,2.586
18,0.39,5,2.995
2,0.4,5,0.014
3,0.4,5,0.034
4,0.4,5,0.066
5,0.4,5,0.113
6,0.4,5,0.178
7,0.4,5,0.262
8,0.4,5,0.368
9,0.4,5,0.498
10,0.4,5,0.653
11,0.4,5,0.834
12,0.4,5,1.044
13,0.4,5,1.283
14,0.4,5,1.553
15,0.4,5,1.855
16,0.4,5,2.189
17,0.4,5,2.558
18,0.4,5,2.963
2,0.1,5.5,0.089
3,0.1,5.5,0.227
4,0.1,5.5,0.439
5,0.1,5.5,0.731
6,0.1,5.5,1.106
7,0.1,5.5,1.567
8,0.1,5.5,2.115
9,0.1,5.5,2.753
10,0.1,5.5,3.484
11,0.1,5.5,4.31
12,0.1,5.5,5.234
13,0.1,5.5,6.259
14,0.1,5.5,7.389
15,0.1,5.5,8.626
16,0.1,5.5,9.976
17,0.1,5.5,11.44
18,0.1,5.5,13.024
2,0.11,5.5,0.076
3,0.11,5.5,0.194
4,0.11,5.5,0.376
5,0.11,5.5,0.625
6,0.11,5.5,0.944
7,0.11,5.5,1.335
8,0.11,5.5,1.801
9,0.11,5.5,2.343
10,0.11,5.5,2.964
11,0.11,5.5,3.667
12,0.11,5.5,4.454
13,0.11,5.5,5.329
14,0.11,5.5,6.295
15,0.11,5.5,7.354
16,0.11,5.5,8.511
17,0.11,5.5,9.769
18,0.11,5.5,11.131
2,0.12,5.5,0.067
3,0.12,5.5,0.169
4,0.12,5.5,0.326
5,0.12,5.5,0.541
6,0.12,5.5,0.817
7,0.12,5.5,1.155
8,0.12,5.5,1.556
9,0.12,5.5,2.025
10,0.12,5.5,2.561
11,0.12,5.5,3.169
12,0.12,5.5,3.851
13,0.12,5.5,4.61
14,0.12,5.5,5.45
15,0.12,5.5,6.372
16,0.12,5.5,7.381
17,0.12,5.5,8.479
18,0.12,5.5,9.669
2,0.13,5.5,0.059
3,0.13,5.5,0.149
4,0.13,5.5,0.287
5,0.13,5.5,0.475
6,0.13,5.5,0.716
7,0.13,5.5,1.011
8,0.13,5.5,1.362
9,0.13,5.5,1.772
10,0.13,5.5,2.242
11,0.13,5.5,2.776
12,0.13,5.5,3.375
13,0.13,5.5,4.043
14,0.13,5.5,4.783
15,0.13,5.5,5.597
16,0.13,5.5,6.489
17,0.13,5.5,7.461
18,0.13,5.5,8.516
2,0.14,5.5,0.052
3,0.14,5.5,0.132
4,0.14,5.5,0.254
5,0.14,5.5,0.421
6,0.14,5.5,0.634
7,0.14,5.5,0.895
8,0.14,5.5,1.206
9,0.14,5.5,1.569
10,0.14,5.5,1.985
11,0.14,5.5,2.459
12,0.14,5.5,2.992
13,0.14,5.5,3.587
14,0.14,5.5,4.247
15,0.14,5.5,4.975
16,0.14,5.5,5.773
17,0.14,5.5,6.643
18,0.14,5.5,7.648
2,0.15,5.5,0.047
3,0.15,5.5,0.118
4,0.15,5.5,0.228
5,0.15,5.5,0.377
6,0.15,5.5,0.567
7,0.15,5.5,0.8
8,0.15,5.5,1.078
9,0.15,5.5,1.402
10,0.15,5.5,1.776
11,0.15,5.5,2.201
12,0.15,5.5,2.68
13,0.15,5.5,3.216
14,0.15,5.5,3.811
15,0.15,5.5,4.468
16,0.15,5.5,5.202
17,0.15,5.5,6.049
18,0.15,5.5,6.979
2,0.16,5.5,0.042
3,0.16,5.5,0.107
4,0.16,5.5,0.206
5,0.16,5.5,0.34
6,0.16,5.5,0.511
7,0.16,5.5,0.721
8,0.16,5.5,0.972
9,0.16,5.5,1.265
10,0.16,5.5,1.602
11,0.16,5.5,1.988
12,0.16,5.5,2.422
13,0.16,5.5,2.909
14,0.16,5.5,3.45
15,0.16,5.5,4.07
16,0.16,5.5,4.78
17,0.16,5.5,5.562
18,0.16,5.5,6.422
2,0.17,5.5,0.039
3,0.17,5.5,0.098
4,0.17,5.5,0.187
5,0.17,5.5,0.309
6,0.17,5.5,0.464
7,0.17,5.5,0.655
8,0.17,5.5,0.883
9,0.17,5.5,1.149
10,0.17,5.5,1.457
11,0.17,5.5,1.809
12,0.17,5.5,2.207
13,0.17,5.5,2.652
14,0.17,5.5,3.171
15,0.17,5.5,3.764
16,0.17,5.5,4.424
17,0.17,5.5,5.152
18,0.17,5.5,5.952
2,0.18,5.5,0.035
3,0.18,5.5,0.09
4,0.18,5.5,0.171
5,0.18,5.5,0.283
6,0.18,5.5,0.425
7,0.18,5.5,0.599
8,0.18,5.5,0.807
9,0.18,5.5,1.052
10,0.18,5.5,1.335
11,0.18,5.5,1.659
12,0.18,5.5,2.025
13,0.18,5.5,2.453
14,0.18,5.5,2.949
15,0.18,5.5,3.505
16,0.18,5.5,4.122
17,0.18,5.5,4.803
18,0.18,5.5,5.552
2,0.19,5.5,0.033
3,0.19,5.5,0.083
4,0.19,5.5,0.158
5,0.19,5.5,0.26
6,0.19,5.5,0.391
7,0.19,5.5,0.551
8,0.19,5.5,0.743
9,0.19,5.5,0.969
10,0.19,5.5,1.231
11,0.19,5.5,1.53
12,0.19,5.5,1.881
13,0.19,5.5,2.294
14,0.19,5.5,2.76
15,0.19,5.5,3.282
16,0.19,5.5,3.863
17,0.19,5.5,4.504
18,0.19,5.5,5.208
2,0.2,5.5,0.03
3,0.2,5.5,0.076
4,0.2,5.5,0.146
5,0.2,5.5,0.241
6,0.2,5.5,0.361
7,0.2,5.5,0.51
8,0.2,5.5,0.688
9,0.2,5.5,0.898
10,0.2,5.5,1.141
11,0.2,5.5,1.425
12,0.2,5.5,1.767
13,0.2,5.5,2.157
14,0.2,5.5,2.598
15,0.2,5.5,3.091
16,0.2,5.5,3.639
17,0.2,5.5,4.245
18,0.2,5.5,4.911
2,0.21,5.5,0.028
3,0.21,5.5,0.071
4,0.21,5.5,0.136
5,0.21,5.5,0.224
6,0.21,5.5,0.336
7,0.21,5.5,0.474
8,0.21,5.5,0.64
9,0.21,5.5,0.836
10,0.21,5.5,1.064
11,0.21,5.5,1.344
12,0.21,5.5,1.669
13,0.21,5.5,2.038
14,0.21,5.5,2.456
15,0.21,5.5,2.925
16,0.21,5.5,3.445
17,0.21,5.5,4.02
18,0.21,5.5,4.652
2,0.22,5.5,0.027
3,0.22,5.5,0.067
4,0.22,5.5,0.127
5,0.22,5.5,0.209
6,0.22,5.5,0.314
7,0.22,5.5,0.443
8,0.22,5.5,0.599
9,0.22,5.5,0.783
10,0.22,5.5,1.006
11,0.22,5.5,1.274
12,0.22,5.5,1.583
13,0.22,5.5,1.935
14,0.22,5.5,2.333
15,0.22,5.5,2.779
16,0.22,5.5,3.275
17,0.22,5.5,3.824
18,0.22,5.5,4.426
2,0.23,5.5,0.025
3,0.23,5.5,0.063
4,0.23,5.5,0.119
5,0.23,5.5,0.196
6,0.23,5.5,0.295
7,0.23,5.5,0.416
8,0.23,5.5,0.563
9,0.23,5.5,0.738
10,0.23,5.5,0.957
11,0.23,5.5,1.212
12,0.23,5.5,1.507
13,0.23,5.5,1.844
14,0.23,5.5,2.225
15,0.23,5.5,2.651
16,0.23,5.5,3.126
17,0.23,5.5,3.651
18,0.23,5.5,4.227
2,0.24,5.5,0.024
3,0.24,5.5,0.059
4,0.24,5.5,0.112
5,0.24,5.5,0.185
6,0.24,5.5,0.277
7,0.24,5.5,0.392
8,0.24,5.5,0.531
9,0.24,5.5,0.704
10,0.24,5.5,0.913
11,0.24,5.5,1.158
12,0.24,5.5,1.441
13,0.24,5.5,1.764
14,0.24,5.5,2.129
15,0.24,5.5,2.539
16,0.24,5.5,2.994
17,0.24,5.5,3.498
18,0.24,5.5,4.05
2,0.25,5.5,0.022
3,0.25,5.5,0.056
4,0.25,5.5,0.106
5,0.25,5.5,0.175
6,0.25,5.5,0.262
7,0.25,5.5,0.371
8,0.25,5.5,0.504
9,0.25,5.5,0.674
10,0.25,5.5,0.875
11,0.25,5.5,1.111
12,0.25,5.5,1.383
13,0.25,5.5,1.694
14,0.25,5.5,2.045
15,0.25,5.5,2.439
16,0.25,5.5,2.877
17,0.25,5.5,3.362
18,0.25,5.5,3.894
2,0.26,5.5,0.021
3,0.26,5.5,0.053
4,0.26,5.5,0.101
5,0.26,5.5,0.166
6,0.26,5.5,0.249
7,0.26,5.5,0.352
8,0.26,5.5,0.484
9,0.26,5.5,0.647
10,0.26,5.5,0.841
11,0.26,5.5,1.068
12,0.26,5.5,1.331
13,0.26,5.5,1.631
14,0.26,5.5,1.97
15,0.26,5.5,2.351
16,0.26,5.5,2.773
17,0.26,5.5,3.241
18,0.26,5.5,3.755
2,0.27,5.5,0.02
3,0.27,5.5,0.05
4,0.27,5.5,0.096
5,0.27,5.5,0.158
6,0.27,5.5,0.237
7,0.27,5.5,0.336
8,0.27,5.5,0.466
9,0.27,5.5,0.623
10,0.27,5.5,0.811
11,0.27,5.5,1.031
12,0.27,5.5,1.285
13,0.27,5.5,1.575
14,0.27,5.5,1.904
15,0.27,5.5,2.272
16,0.27,5.5,2.681
17,0.27,5.5,3.133
18,0.27,5.5,3.63
2,0.28,5.5,0.019
3,0.28,5.5,0.048
4,0.28,5.5,0.091
5,0.28,5.5,0.15
6,0.28,5.5,0.226
7,0.28,5.5,0.324
8,0.28,5.5,0.45
9,0.28,5.5,0.602
10,0.28,5.5,0.784
11,0.28,5.5,0.998
12,0.28,5.5,1.244
13,0.28,5.5,1.526
14,0.28,5.5,1.844
15,0.28,5.5,2.201
16,0.28,5.5,2.598
17,0.28,5.5,3.036
18,0.28,5.5,3.519
2,0.29,5.5,0.019
3,0.29,5.5,0.046
4,0.29,5.5,0.088
5,0.29,5.5,0.144
6,0.29,5.5,0.217
7,0.29,5.5,0.313
8,0.29,5.5,0.435
9,0.29,5.5,0.584
10,0.29,5.5,0.761
11,0.29,5.5,0.968
12,0.29,5.5,1.208
13,0.29,5.5,1.481
14,0.29,5.5,1.791
15,0.29,5.5,2.138
16,0.29,5.5,2.524
17,0.29,5.5,2.95
18,0.29,5.5,3.419
2,0.3,5.5,0.018
3,0.3,5.5,0.044
4,0.3,5.5,0.084
5,0.3,5.5,0.138
6,0.3,5.5,0.208
7,0.3,5.5,0.304
8,0.3,5.5,0.423
9,0.3,5.5,0.567
10,0.3,5.5,0.739
11,0.3,5.5,0.941
12,0.3,5.5,1.175
13,0.3,5.5,1.442
14,0.3,5.5,1.743
15,0.3,5.5,2.081
16,0.3,5.5,2.458
17,0.3,5.5,2.873
18,0.3,5.5,3.329
2,0.31,5.5,0.017
3,0.31,5.5,0.043
4,0.31,5.5,0.081
5,0.31,5.5,0.133
6,0.31,5.5,0.202
7,0.31,5.5,0.295
8,0.31,5.5,0.411
9,0.31,5.5,0.552
10,0.31,5.5,0.72
11,0.31,5.5,0.917
12,0.31,5.5,1.146
13,0.31,5.5,1.406
14,0.31,5.5,1.701
15,0.31,5.5,2.031
16,0.31,5.5,2.398
17,0.31,5.5,2.803
18,0.31,5.5,3.248
2,0.32,5.5,0.017
3,0.32,5.5,0.041
4,0.32,5.5,0.078
5,0.32,5.5,0.128
6,0.32,5.5,0.197
7,0.32,5.5,0.288
8,0.32,5.5,0.401
9,0.32,5.5,0.539
10,0.32,5.5,0.703
11,0.32,5.5,0.896
12,0.32,5.5,1.119
13,0.32,5.5,1.374
14,0.32,5.5,1.662
15,0.32,5.5,1.985
16,0.32,5.5,2.344
17,0.32,5.5,2.741
18,0.32,5.5,3.175
2,0.33,5.5,0.016
3,0.33,5.5,0.04
4,0.33,5.5,0.075
5,0.33,5.5,0.124
6,0.33,5.5,0.192
7,0.33,5.5,0.281
8,0.33,5.5,0.392
9,0.33,5.5,0.527
10,0.33,5.5,0.688
11,0.33,5.5,0.877
12,0.33,5.5,1.096
13,0.33,5.5,1.346
14,0.33,5.5,1.628
15,0.33,5.5,1.944
16,0.33,5.5,2.296
17,0.33,5.5,2.684
18,0.33,5.5,3.11
2,0.34,5.5,0.016
3,0.34,5.5,0.039
4,0.34,5.5,0.073
5,0.34,5.5,0.121
6,0.34,5.5,0.188
7,0.34,5.5,0.275
8,0.34,5.5,0.383
9,0.34,5.5,0.516
10,0.34,5.5,0.674
11,0.34,5.5,0.86
12,0.34,5.5,1.075
13,0.34,5.5,1.32
14,0.34,5.5,1.597
15,0.34,5.5,1.908
16,0.34,5.5,2.253
17,0.34,5.5,2.633
18,0.34,5.5,3.051
2,0.35,5.5,0.015
3,0.35,5.5,0.037
4,0.35,5.5,0.071
5,0.35,5.5,0.118
6,0.35,5.5,0.184
7,0.35,5.5,0.269
8,0.35,5.5,0.376
9,0.35,5.5,0.506
10,0.35,5.5,0.662
11,0.35,5.5,0.845
12,0.35,5.5,1.056
13,0.35,5.5,1.297
14,0.35,5.5,1.57
15,0.35,5.5,1.875
16,0.35,5.5,2.214
17,0.35,5.5,2.588
18,0.35,5.5,2.999
2,0.36,5.5,0.015
3,0.36,5.5,0.036
4,0.36,5.5,0.069
5,0.36,5.5,0.116
6,0.36,5.5,0.181
7,0.36,5.5,0.264
8,0.36,5.5,0.37
9,0.36,5.5,0.498
10,0.36,5.5,0.651
11,0.36,5.5,0.831
12,0.36,5.5,1.039
13,0.36,5.5,1.277
14,0.36,5.5,1.545
15,0.36,5.5,1.845
16,0.36,5.5,2.179
17,0.36,5.5,2.547
18,0.36,5.5,2.951
2,0.37,5.5,0.014
3,0.37,5.5,0.035
4,0.37,5.5,0.067
5,0.37,5.5,0.114
6,0.37,5.5,0.177
7,0.37,5.5,0.26
8,0.37,5.5,0.364
9,0.37,5.5,0.49
10,0.37,5.5,0.641
11,0.37,5.5,0.819
12,0.37,5.5,1.024
13,0.37,5.5,1.258
14,0.37,5.5,1.523
15,0.37,5.5,1.819
16,0.37,5.5,2.148
17,0.37,5.5,2.511
18,0.37,5.5,2.908
2,0.38,5.5,0.014
3,0.38,5.5,0.035
4,0.38,5.5,0.066
5,0.38,5.5,0.112
6,0.38,5.5,0.175
7,0.38,5.5,0.256
8,0.38,5.5,0.359
9,0.38,5.5,0.483
10,0.38,5.5,0.633
11,0.38,5.5,0.808
12,0.38,5.5,1.011
13,0.38,5.5,1.242
14,0.38,5.5,1.503
15,0.38,5.5,1.796
16,0.38,5.5,2.12
17,0.38,5.5,2.478
18,0.38,5.5,2.87
2,0.39,5.5,0.014
3,0.39,5.5,0.034
4,0.39,5.5,0.064
5,0.39,5.5,0.11
6,0.39,5.5,0.172
7,0.39,5.5,0.253
8,0.39,5.5,0.354
9,0.39,5.5,0.477
10,0.39,5.5,0.625
11,0.39,5.5,0.798
12,0.39,5.5,0.999
13,0.39,5.5,1.227
14,0.39,5.5,1.486
15,0.39,5.5,1.775
16,0.39,5.5,2.095
17,0.39,5.5,2.449
18,0.39,5.5,2.837
2,0.4,5.5,0.013
3,0.4,5.5,0.033
4,0.4,5.5,0.063
5,0.4,5.5,0.109
6,0.4,5.5,0.17
7,0.4,5.5,0.25
8,0.4,5.5,0.35
9,0.4,5.5,0.472
10,0.4,5.5,0.618
11,0.4,5.5,0.79
12,0.4,5.5,0.988
13,0.4,5.5,1.215
14,0.4,5.5,1.47
15,0.4,5.5,1.756
16,0.4,5.5,2.073
17,0.4,5.5,2.423
18,0.4,5.5,2.807
2,0.1,6,0.086
3,0.1,6,0.221
4,0.1,6,0.428
5,0.1,6,0.713
6,0.1,6,1.081
7,0.1,6,1.532
8,0.1,6,2.07
9,0.1,6,2.697
10,0.1,6,3.414
11,0.1,6,4.224
12,0.1,6,5.129
13,0.1,6,6.132
14,0.1,6,7.237
15,0.1,6,8.445
16,0.1,6,9.761
17,0.1,6,11.186
18,0.1,6,12.726
2,0.11,6,0.074
3,0.11,6,0.19
4,0.11,6,0.366
5,0.11,6,0.61
6,0.11,6,0.923
7,0.11,6,1.307
8,0.11,6,1.764
9,0.11,6,2.296
10,0.11,6,2.905
11,0.11,6,3.594
12,0.11,6,4.364
13,0.11,6,5.219
14,0.11,6,6.161
15,0.11,6,7.194
16,0.11,6,8.319
17,0.11,6,9.541
18,0.11,6,10.862
2,0.12,6,0.065
3,0.12,6,0.165
4,0.12,6,0.318
5,0.12,6,0.529
6,0.12,6,0.799
7,0.12,6,1.131
8,0.12,6,1.525
