Sqrt(A) (m),Rn,t (cm),Dmax (mm)
5,0.11,5,0.563
6,0.11,5,0.839
7,0.11,5,1.172
8,0.11,5,1.58
9,0.11,5,2.072
10,0.11,5,2.643
11,0.11,5,3.299
12,0.11,5,4.045
13,0.11,5,4.884
14,0.11,5,5.822
15,0.11,5,6.863
16,0.11,5,8.012
17,0.11,5,9.273
18,0.11,5,10.65
2,0.12,5,0.063
3,0.12,5,0.157
4,0.12,5,0.297
5,0.12,5,0.485
6,0.12,5,0.722
7,0.12,5,1.013
8,0.12,5,1.376
9,0.12,5,1.805
10,0.12,5,2.307
11,0.12,5,2.883
12,0.12,5,3.539
13,0.12,5,4.279
14,0.12,5,5.108
15,0.12,5,6.028
16,0.12,5,7.046
17,0.12,5,8.164
18,0.12,5,9.387
2,0.13,5,0.055
3,0.13,5,0.137
4,0.13,5,0.26
5,0.13,5,0.424
6,0.13,5,0.63
7,0.13,5,0.892
8,0.13,5,1.214
9,0.13,5,1.595
10,0.13,5,2.04
11,0.13,5,2.554
12,0.13,5,3.139
13,0.13,5,3.8
14,0.13,5,4.541
15,0.13,5,5.366
16,0.13,5,6.278
17,0.13,5,7.283
18,0.13,5,8.382
2,0.14,5,0.049
3,0.14,5,0.122
4,0.14,5,0.23
5,0.14,5,0.374
6,0.14,5,0.558
7,0.14,5,0.795
8,0.14,5,1.083
9,0.14,5,1.425
10,0.14,5,1.826
11,0.14,5,2.288
12,0.14,5,2.816
13,0.14,5,3.414
14,0.14,5,4.084
15,0.14,5,4.831
16,0.14,5,5.659
17,0.14,5,6.57
18,0.14,5,7.57
2,0.15,5,0.044
3,0.15,5,0.109
4,0.15,5,0.205
5,0.15,5,0.334
6,0.15,5,0.502
7,0.15,5,0.716
8,0.15,5,0.977
9,0.15,5,1.287
10,0.15,5,1.65
11,0.15,5,2.071
12,0.15,5,2.552
13,0.15,5,3.097
14,0.15,5,3.709
15,0.15,5,4.393
16,0.15,5,5.15
17,0.15,5,5.986
18,0.15,5,6.903
2,0.16,5,0.04
3,0.16,5,0.098
4,0.16,5,0.185
5,0.16,5,0.3
6,0.16,5,0.456
7,0.16,5,0.651
8,0.16,5,0.888
9,0.16,5,1.172
10,0.16,5,1.505
11,0.16,5,1.891
12,0.16,5,2.333
13,0.16,5,2.834
14,0.16,5,3.398
15,0.16,5,4.029
16,0.16,5,4.728
17,0.16,5,5.5
18,0.16,5,6.349
2,0.17,5,0.036
3,0.17,5,0.089
4,0.17,5,0.168
5,0.17,5,0.274
6,0.17,5,0.417
7,0.17,5,0.596
8,0.17,5,0.814
9,0.17,5,1.076
10,0.17,5,1.383
11,0.17,5,1.74
12,0.17,5,2.149
13,0.17,5,2.614
14,0.17,5,3.137
15,0.17,5,3.723
16,0.17,5,4.374
17,0.17,5,5.092
18,0.17,5,5.883
2,0.18,5,0.033
3,0.18,5,0.082
4,0.18,5,0.153
5,0.18,5,0.252
6,0.18,5,0.384
7,0.18,5,0.549
8,0.18,5,0.752
9,0.18,5,0.994
10,0.18,5,1.28
11,0.18,5,1.612
12,0.18,5,1.994
13,0.18,5,2.427
14,0.18,5,2.916
15,0.18,5,3.464
16,0.18,5,4.073
17,0.18,5,4.746
18,0.18,5,5.487
2,0.19,5,0.03
3,0.19,5,0.075
4,0.19,5,0.141
5,0.19,5,0.233
6,0.19,5,0.355
7,0.19,5,0.51
8,0.19,5,0.698
9,0.19,5,0.925
10,0.19,5,1.192
11,0.19,5,1.503
12,0.19,5,1.861
13,0.19,5,2.268
14,0.19,5,2.727
15,0.19,5,3.242
16,0.19,5,3.816
17,0.19,5,4.45
18,0.19,5,5.149
2,0.2,5,0.028
3,0.2,5,0.069
4,0.2,5,0.13
5,0.2,5,0.217
6,0.2,5,0.331
7,0.2,5,0.475
8,0.2,5,0.653
9,0.2,5,0.865
10,0.2,5,1.117
11,0.2,5,1.409
12,0.2,5,1.746
13,0.2,5,2.13
14,0.2,5,2.565
15,0.2,5,3.052
16,0.2,5,3.594
17,0.2,5,4.195
18,0.2,5,4.857
2,0.21,5,0.026
3,0.21,5,0.065
4,0.21,5,0.122
5,0.21,5,0.203
6,0.21,5,0.31
7,0.21,5,0.446
8,0.21,5,0.613
9,0.21,5,0.814
10,0.21,5,1.051
11,0.21,5,1.328
12,0.21,5,1.647
13,0.21,5,2.012
14,0.21,5,2.424
15,0.21,5,2.886
16,0.21,5,3.402
17,0.21,5,3.974
18,0.21,5,4.604
2,0.22,5,0.025
3,0.22,5,0.06
4,0.22,5,0.114
5,0.22,5,0.191
6,0.22,5,0.292
7,0.22,5,0.42
8,0.22,5,0.578
9,0.22,5,0.769
10,0.22,5,0.994
11,0.22,5,1.257
12,0.22,5,1.561
13,0.22,5,1.908
14,0.22,5,2.301
15,0.22,5,2.742
16,0.22,5,3.235
17,0.22,5,3.781
18,0.22,5,4.383
2,0.23,5,0.023
3,0.23,5,0.057
4,0.23,5,0.108
5,0.23,5,0.18
6,0.23,5,0.276
7,0.23,5,0.398
8,0.23,5,0.548
9,0.23,5,0.729
10,0.23,5,0.944
11,0.23,5,1.195
12,0.23,5,1.485
13,0.23,5,1.817
14,0.23,5,2.193
15,0.23,5,2.616
16,0.23,5,3.088
17,0.23,5,3.612
18,0.23,5,4.19
2,0.24,5,0.022
3,0.24,5,0.053
4,0.24,5,0.102
5,0.24,5,0.171
6,0.24,5,0.262
7,0.24,5,0.378
8,0.24,5,0.521
9,0.24,5,0.694
10,0.24,5,0.9
11,0.24,5,1.141
12,0.24,5,1.419
13,0.24,5,1.738
14,0.24,5,2.099
15,0.24,5,2.505
16,0.24,5,2.959
17,0.24,5,3.463
18,0.24,5,4.019
2,0.25,5,0.021
3,0.25,5,0.05
4,0.25,5,0.097
5,0.25,5,0.163
6,0.25,5,0.25
7,0.25,5,0.361
8,0.25,5,0.498
9,0.25,5,0.664
10,0.25,5,0.861
11,0.25,5,1.093
12,0.25,5,1.36
13,0.25,5,1.667
14,0.25,5,2.015
15,0.25,5,2.407
16,0.25,5,2.846
17,0.25,5,3.332
18,0.25,5,3.869
2,0.26,5,0.02
3,0.26,5,0.048
4,0.26,5,0.093
5,0.26,5,0.155
6,0.26,5,0.239
7,0.26,5,0.345
8,0.26,5,0.477
9,0.26,5,0.637
10,0.26,5,0.827
11,0.26,5,1.05
12,0.26,5,1.308
13,0.26,5,1.605
14,0.26,5,1.941
15,0.26,5,2.321
16,0.26,5,2.745
17,0.26,5,3.216
18,0.26,5,3.736
2,0.27,5,0.019
3,0.27,5,0.046
4,0.27,5,0.089
5,0.27,5,0.149
6,0.27,5,0.229
7,0.27,5,0.331
8,0.27,5,0.458
9,0.27,5,0.613
10,0.27,5,0.796
11,0.27,5,1.012
12,0.27,5,1.262
13,0.27,5,1.549
14,0.27,5,1.876
15,0.27,5,2.244
16,0.27,5,2.655
17,0.27,5,3.112
18,0.27,5,3.617
2,0.28,5,0.018
3,0.28,5,0.044
4,0.28,5,0.085
5,0.28,5,0.143
6,0.28,5,0.22
7,0.28,5,0.319
8,0.28,5,0.442
9,0.28,5,0.591
10,0.28,5,0.769
11,0.28,5,0.978
12,0.28,5,1.221
13,0.28,5,1.5
14,0.28,5,1.817
15,0.28,5,2.175
16,0.28,5,2.575
17,0.28,5,3.02
18,0.28,5,3.512
2,0.29,5,0.017
3,0.29,5,0.042
4,0.29,5,0.082
5,0.29,5,0.138
6,0.29,5,0.213
7,0.29,5,0.308
8,0.29,5,0.427
9,0.29,5,0.572
10,0.29,5,0.745
11,0.29,5,0.948
12,0.29,5,1.184
13,0.29,5,1.456
14,0.29,5,1.765
15,0.29,5,2.114
16,0.29,5,2.504
17,0.29,5,2.938
18,0.29,5,3.418
2,0.3,5,0.016
3,0.3,5,0.041
4,0.3,5,0.079
5,0.3,5,0.133
6,0.3,5,0.206
7,0.3,5,0.298
8,0.3,5,0.414
9,0.3,5,0.555
10,0.3,5,0.723
11,0.3,5,0.921
12,0.3,5,1.151
13,0.3,5,1.416
14,0.3,5,1.718
15,0.3,5,2.059
16,0.3,5,2.441
17,0.3,5,2.865
18,0.3,5,3.334
2,0.31,5,0.016
3,0.31,5,0.039
4,0.31,5,0.076
5,0.31,5,0.129
6,0.31,5,0.199
7,0.31,5,0.289
8,0.31,5,0.402
9,0.31,5,0.539
10,0.31,5,0.703
11,0.31,5,0.897
12,0.31,5,1.122
13,0.31,5,1.381
14,0.31,5,1.676
15,0.31,5,2.01
16,0.31,5,2.384
17,0.31,5,2.8
18,0.31,5,3.259
2,0.32,5,0.015
3,0.32,5,0.038
4,0.32,5,0.074
5,0.32,5,0.125
6,0.32,5,0.194
7,0.32,5,0.281
8,0.32,5,0.391
9,0.32,5,0.525
10,0.32,5,0.686
11,0.32,5,0.875
12,0.32,5,1.095
13,0.32,5,1.349
14,0.32,5,1.639
15,0.32,5,1.966
16,0.32,5,2.333
17,0.32,5,2.741
18,0.32,5,3.192
2,0.33,5,0.015
3,0.33,5,0.037
4,0.33,5,0.072
5,0.33,5,0.122
6,0.33,5,0.188
7,0.33,5,0.274
8,0.33,5,0.382
9,0.33,5,0.513
10,0.33,5,0.67
11,0.33,5,0.855
12,0.33,5,1.072
13,0.33,5,1.321
14,0.33,5,1.605
15,0.33,5,1.927
16,0.33,5,2.287
17,0.33,5,2.688
18,0.33,5,3.132
2,0.34,5,0.014
3,0.34,5,0.036
4,0.34,5,0.07
5,0.34,5,0.119
6,0.34,5,0.184
7,0.34,5,0.268
8,0.34,5,0.373
9,0.34,5,0.501
10,0.34,5,0.655
11,0.34,5,0.838
12,0.34,5,1.05
13,0.34,5,1.295
14,0.34,5,1.575
15,0.34,5,1.892
16,0.34,5,2.246
17,0.34,5,2.641
18,0.34,5,3.078
2,0.35,5,0.014
3,0.35,5,0.035
4,0.35,5,0.068
5,0.35,5,0.116
6,0.35,5,0.18
7,0.35,5,0.262
8,0.35,5,0.365
9,0.35,5,0.491
10,0.35,5,0.643
11,0.35,5,0.822
12,0.35,5,1.031
13,0.35,5,1.273
14,0.35,5,1.548
15,0.35,5,1.86
16,0.35,5,2.21
17,0.35,5,2.599
18,0.35,5,3.03
2,0.36,5,0.014
3,0.36,5,0.034
4,0.36,5,0.067
5,0.36,5,0.113
6,0.36,5,0.176
7,0.36,5,0.257
8,0.36,5,0.358
9,0.36,5,0.482
10,0.36,5,0.631
11,0.36,5,0.808
12,0.36,5,1.014
13,0.36,5,1.252
14,0.36,5,1.524
15,0.36,5,1.832
16,0.36,5,2.177
17,0.36,5,2.562
18,0.36,5,2.987
2,0.37,5,0.013
3,0.37,5,0.034
4,0.37,5,0.065
5,0.37,5,0.111
6,0.37,5,0.173
7,0.37,5,0.252
8,0.37,5,0.352
9,0.37,5,0.474
10,0.37,5,0.621
11,0.37,5,0.795
12,0.37,5,0.999
13,0.37,5,1.234
14,0.37,5,1.502
15,0.37,5,1.807
16,0.37,5,2.148
17,0.37,5,2.528
18,0.37,5,2.949
2,0.38,5,0.013
3,0.38,5,0.033
4,0.38,5,0.064
5,0.38,5,0.109
6,0.38,5,0.169
7,0.38,5,0.248
8,0.38,5,0.346
9,0.38,5,0.466
10,0.38,5,0.611
11,0.38,5,0.783
12,0.38,5,0.985
13,0.38,5,1.217
14,0.38,5,1.483
15,0.38,5,1.784
16,0.38,5,2.122
17,0.38,5,2.499
18,0.38,5,2.915
2,0.39,5,0.013
3,0.39,5,0.032
4,0.39,5,0.063
5,0.39,5,0.107
6,0.39,5,0.167
7,0.39,5,0.244
8,0.39,5,0.341
9,0.39,5,0.46
10,0.39,5,0.603
11,0.39,5,0.773
12,0.39,5,0.972
13,0.39,5,1.203
14,0.39,5,1.466
15,0.39,5,1.764
16,0.39,5,2.099
17,0.39,5,2.472
18,0.39,5,2.885
2,0.4,5,0.013
3,0.4,5,0.032
4,0.4,5,0.062
5,0.4,5,0.106
6,0.4,5,0.164
7,0.4,5,0.24
8,0.4,5,0.336
9,0.4,5,0.454
10,0.4,5,0.595
11,0.4,5,0.764
12,0.4,5,0.961
13,0.4,5,1.189
14,0.4,5,1.45
15,0.4,5,1.746
16,0.4,5,2.079
17,0.4,5,2.449
18,0.4,5,2.859
2,0.1,5.5,0.083
3,0.1,5.5,0.207
4,0.1,5.5,0.395
5,0.1,5.5,0.649
6,0.1,5.5,0.971
7,0.1,5.5,1.361
8,0.1,5.5,1.82
9,0.1,5.5,2.35
10,0.1,5.5,2.99
11,0.1,5.5,3.723
12,0.1,5.5,4.553
13,0.1,5.5,5.484
14,0.1,5.5,6.521
15,0.1,5.5,7.668
16,0.1,5.5,8.93
17,0.1,5.5,10.312
18,0.1,5.5,11.817
2,0.11,5.5,0.071
3,0.11,5.5,0.177
4,0.11,5.5,0.336
5,0.11,5.5,0.552
6,0.11,5.5,0.824
7,0.11,5.5,1.154
8,0.11,5.5,1.54
9,0.11,5.5,2.013
10,0.11,5.5,2.565
11,0.11,5.5,3.198
12,0.11,5.5,3.916
13,0.11,5.5,4.722
14,0.11,5.5,5.621
15,0.11,5.5,6.618
16,0.11,5.5,7.716
17,0.11,5.5,8.92
18,0.11,5.5,10.233
2,0.12,5.5,0.061
3,0.12,5.5,0.153
4,0.12,5.5,0.291
5,0.12,5.5,0.476
6,0.12,5.5,0.71
7,0.12,5.5,0.993
8,0.12,5.5,1.337
9,0.12,5.5,1.753
10,0.12,5.5,2.236
11,0.12,5.5,2.791
12,0.12,5.5,3.421
13,0.12,5.5,4.131
14,0.12,5.5,4.924
15,0.12,5.5,5.803
16,0.12,5.5,6.774
17,0.12,5.5,7.839
18,0.12,5.5,9.003
2,0.13,5.5,0.054
3,0.13,5.5,0.134
4,0.13,5.5,0.255
5,0.13,5.5,0.416
6,0.13,5.5,0.62
7,0.13,5.5,0.868
8,0.13,5.5,1.179
9,0.13,5.5,1.547
10,0.13,5.5,1.976
11,0.13,5.5,2.469
12,0.13,5.5,3.03
13,0.13,5.5,3.663
14,0.13,5.5,4.371
15,0.13,5.5,5.157
16,0.13,5.5,6.026
17,0.13,5.5,6.981
18,0.13,5.5,8.026
2,0.14,5.5,0.048
3,0.14,5.5,0.119
4,0.14,5.5,0.225
5,0.14,5.5,0.368
6,0.14,5.5,0.547
7,0.14,5.5,0.773
8,0.14,5.5,1.051
9,0.14,5.5,1.381
10,0.14,5.5,1.766
11,0.14,5.5,2.209
12,0.14,5.5,2.715
13,0.14,5.5,3.285
14,0.14,5.5,3.925
15,0.14,5.5,4.636
16,0.14,5.5,5.423
17,0.14,5.5,6.288
18,0.14,5.5,7.236
2,0.15,5.5,0.043
3,0.15,5.5,0.106
4,0.15,5.5,0.201
5,0.15,5.5,0.328
6,0.15,5.5,0.488
7,0.15,5.5,0.695
8,0.15,5.5,0.947
9,0.15,5.5,1.245
10,0.15,5.5,1.594
11,0.15,5.5,1.997
12,0.15,5.5,2.457
13,0.15,5.5,2.976
14,0.15,5.5,3.56
15,0.15,5.5,4.209
16,0.15,5.5,4.928
17,0.15,5.5,5.72
18,0.15,5.5,6.589
2,0.16,5.5,0.039
3,0.16,5.5,0.096
4,0.16,5.5,0.181
5,0.16,5.5,0.295
6,0.16,5.5,0.443
7,0.16,5.5,0.631
8,0.16,5.5,0.86
9,0.16,5.5,1.133
10,0.16,5.5,1.452
11,0.16,5.5,1.821
12,0.16,5.5,2.243
13,0.16,5.5,2.72
14,0.16,5.5,3.257
15,0.16,5.5,3.855
16,0.16,5.5,4.518
17,0.16,5.5,5.249
18,0.16,5.5,6.051
2,0.17,5.5,0.035
3,0.17,5.5,0.087
4,0.17,5.5,0.165
5,0.17,5.5,0.268
6,0.17,5.5,0.405
7,0.17,5.5,0.578
8,0.17,5.5,0.788
9,0.17,5.5,1.039
10,0.17,5.5,1.333
11,0.17,5.5,1.674
12,0.17,5.5,2.064
13,0.17,5.5,2.506
14,0.17,5.5,3.003
15,0.17,5.5,3.557
16,0.17,5.5,4.173
17,0.17,5.5,4.853
18,0.17,5.5,5.599
2,0.18,5.5,0.032
3,0.18,5.5,0.08
4,0.18,5.5,0.151
5,0.18,5.5,0.245
6,0.18,5.5,0.372
7,0.18,5.5,0.532
8,0.18,5.5,0.727
9,0.18,5.5,0.959
10,0.18,5.5,1.232
11,0.18,5.5,1.549
12,0.18,5.5,1.912
13,0.18,5.5,2.324
14,0.18,5.5,2.787
15,0.18,5.5,3.306
16,0.18,5.5,3.881
17,0.18,5.5,4.517
18,0.18,5.5,5.215
2,0.19,5.5,0.03
3,0.19,5.5,0.074
4,0.19,5.5,0.138
5,0.19,5.5,0.227
6,0.19,5.5,0.345
7,0.19,5.5,0.493
8,0.19,5.5,0.675
9,0.19,5.5,0.891
10,0.19,5.5,1.147
11,0.19,5.5,1.443
12,0.19,5.5,1.782
13,0.19,5.5,2.168
14,0.19,5.5,2.603
15,0.19,5.5,3.09
16,0.19,5.5,3.631
17,0.19,5.5,4.23
18,0.19,5.5,4.887
2,0.2,5.5,0.028
3,0.2,5.5,0.068
4,0.2,5.5,0.128
5,0.2,5.5,0.211
6,0.2,5.5,0.321
7,0.2,5.5,0.46
8,0.2,5.5,0.63
9,0.2,5.5,0.833
10,0.2,5.5,1.073
11,0.2,5.5,1.351
12,0.2,5.5,1.671
13,0.2,5.5,2.035
14,0.2,5.5,2.445
15,0.2,5.5,2.905
16,0.2,5.5,3.417
17,0.2,5.5,3.982
18,0.2,5.5,4.605
2,0.21,5.5,0.026
3,0.21,5.5,0.063
4,0.21,5.5,0.119
5,0.21,5.5,0.197
6,0.21,5.5,0.301
7,0.21,5.5,0.431
8,0.21,5.5,0.591
9,0.21,5.5,0.783
10,0.21,5.5,1.009
11,0.21,5.5,1.272
12,0.21,5.5,1.574
13,0.21,5.5,1.919
14,0.21,5.5,2.308
15,0.21,5.5,2.744
16,0.21,5.5,3.23
17,0.21,5.5,3.768
18,0.21,5.5,4.36
2,0.22,5.5,0.024
3,0.22,5.5,0.059
4,0.22,5.5,0.111
5,0.22,5.5,0.185
6,0.22,5.5,0.283
7,0.22,5.5,0.406
8,0.22,5.5,0.557
9,0.22,5.5,0.739
10,0.22,5.5,0.953
11,0.22,5.5,1.203
12,0.22,5.5,1.49
13,0.22,5.5,1.818
14,0.22,5.5,2.189
15,0.22,5.5,2.605
16,0.22,5.5,3.068
17,0.22,5.5,3.581
18,0.22,5.5,4.147
2,0.23,5.5,0.023
3,0.23,5.5,0.056
4,0.23,5.5,0.105
5,0.23,5.5,0.175
6,0.23,5.5,0.267
7,0.23,5.5,0.384
8,0.23,5.5,0.527
9,0.23,5.5,0.7
10,0.23,5.5,0.904
11,0.23,5.5,1.142
12,0.23,5.5,1.417
13,0.23,5.5,1.73
14,0.23,5.5,2.084
15,0.23,5.5,2.482
16,0.23,5.5,2.926
17,0.23,5.5,3.418
18,0.23,5.5,3.96
2,0.24,5.5,0.021
3,0.24,5.5,0.052
4,0.24,5.5,0.099
5,0.24,5.5,0.166
6,0.24,5.5,0.254
7,0.24,5.5,0.365
8,0.24,5.5,0.501
9,0.24,5.5,0.666
10,0.24,5.5,0.861
11,0.24,5.5,1.089
12,0.24,5.5,1.352
13,0.24,5.5,1.652
14,0.24,5.5,1.992
15,0.24,5.5,2.374
16,0.24,5.5,2.801
17,0.24,5.5,3.274
18,0.24,5.5,3.795
2,0.25,5.5,0.02
3,0.25,5.5,0.05
4,0.25,5.5,0.094
5,0.25,5.5,0.158
6,0.25,5.5,0.241
7,0.25,5.5,0.348
8,0.25,5.5,0.478
9,0.25,5.5,0.636
10,0.25,5.5,0.823
11,0.25,5.5,1.042
12,0.25,5.5,1.295
13,0.25,5.5,1.584
14,0.25,5.5,1.911
15,0.25,5.5,2.279
16,0.25,5.5,2.691
17,0.25,5.5,3.147
18,0.25,5.5,3.65
2,0.26,5.5,0.019
3,0.26,5.5,0.047
4,0.26,5.5,0.09
5,0.26,5.5,0.151
6,0.26,5.5,0.231
7,0.26,5.5,0.332
8,0.26,5.5,0.458
9,0.26,5.5,0.61
10,0.26,5.5,0.79
11,0.26,5.5,1
12,0.26,5.5,1.244
13,0.26,5.5,1.523
14,0.26,5.5,1.839
15,0.26,5.5,2.195
16,0.26,5.5,2.593
17,0.26,5.5,3.034
18,0.26,5.5,3.522
2,0.27,5.5,0.018
3,0.27,5.5,0.045
4,0.27,5.5,0.086
5,0.27,5.5,0.144
6,0.27,5.5,0.221
7,0.27,5.5,0.319
8,0.27,5.5,0.44
9,0.27,5.5,0.586
10,0.27,5.5,0.76
11,0.27,5.5,0.963
12,0.27,5.5,1.199
13,0.27,5.5,1.469
14,0.27,5.5,1.775
15,0.27,5.5,2.12
16,0.27,5.5,2.506
17,0.27,5.5,2.934
18,0.27,5.5,3.407
2,0.28,5.5,0.018
3,0.28,5.5,0.043
4,0.28,5.5,0.082
5,0.28,5.5,0.138
6,0.28,5.5,0.213
7,0.28,5.5,0.307
8,0.28,5.5,0.424
9,0.28,5.5,0.565
10,0.28,5.5,0.733
11,0.28,5.5,0.93
12,0.28,5.5,1.159
13,0.28,5.5,1.421
14,0.28,5.5,1.718
15,0.28,5.5,2.054
16,0.28,5.5,2.429
17,0.28,5.5,2.845
18,0.28,5.5,3.306
2,0.29,5.5,0.017
3,0.29,5.5,0.041
4,0.29,5.5,0.079
5,0.29,5.5,0.133
6,0.29,5.5,0.205
7,0.29,5.5,0.296
8,0.29,5.5,0.409
9,0.29,5.5,0.546
10,0.29,5.5,0.709
11,0.29,5.5,0.901
12,0.29,5.5,1.123
13,0.29,5.5,1.378
14,0.29,5.5,1.667
15,0.29,5.5,1.994
16,0.29,5.5,2.36
17,0.29,5.5,2.766
18,0.29,5.5,3.215
2,0.3,5.5,0.016
3,0.3,5.5,0.04
4,0.3,5.5,0.077
5,0.3,5.5,0.129
6,0.3,5.5,0.198
7,0.3,5.5,0.286
8,0.3,5.5,0.396
9,0.3,5.5,0.529
10,0.3,5.5,0.688
11,0.3,5.5,0.875
12,0.3,5.5,1.091
13,0.3,5.5,1.339
14,0.3,5.5,1.622
15,0.3,5.5,1.941
16,0.3,5.5,2.298
17,0.3,5.5,2.695
18,0.3,5.5,3.134
2,0.31,5.5,0.016
3,0.31,5.5,0.038
4,0.31,5.5,0.074
5,0.31,5.5,0.125
6,0.31,5.5,0.192
7,0.31,5.5,0.278
8,0.31,5.5,0.385
9,0.31,5.5,0.514
10,0.31,5.5,0.669
11,0.31,5.5,0.851
12,0.31,5.5,1.062
13,0.31,5.5,1.305
14,0.31,5.5,1.581
15,0.31,5.5,1.893
16,0.31,5.5,2.243
17,0.31,5.5,2.631
18,0.31,5.5,3.061
2,0.32,5.5,0.015
3,0.32,5.5,0.037
4,0.32,5.5,0.072
5,0.32,5.5,0.121
6,0.32,5.5,0.186
7,0.32,5.5,0.27
8,0.32,5.5,0.374
9,0.32,5.5,0.501
10,0.32,5.5,0.652
11,0.32,5.5,0.83
12,0.32,5.5,1.036
13,0.32,5.5,1.274
14,0.32,5.5,1.545
15,0.32,5.5,1.851
16,0.32,5.5,2.193
17,0.32,5.5,2.575
18,0.32,5.5,2.996
2,0.33,5.5,0.015
3,0.33,5.5,0.036
4,0.33,5.5,0.07
5,0.33,5.5,0.118
6,0.33,5.5,0.181
7,0.33,5.5,0.263
8,0.33,5.5,0.365
9,0.33,5.5,0.488
10,0.33,5.5,0.636
11,0.33,5.5,0.81
12,0.33,5.5,1.013
13,0.33,5.5,1.246
14,0.33,5.5,1.512
15,0.33,5.5,1.812
16,0.33,5.5,2.149
17,0.33,5.5,2.524
18,0.33,5.5,2.938
2,0.34,5.5,0.014
3,0.34,5.5,0.035
4,0.34,5.5,0.068
5,0.34,5.5,0.115
6,0.34,5.5,0.177
7,0.34,5.5,0.257
8,0.34,5.5,0.356
9,0.34,5.5,0.477
10,0.34,5.5,0.622
11,0.34,5.5,0.793
12,0.34,5.5,0.992
13,0.34,5.5,1.221
14,0.34,5.5,1.483
15,0.34,5.5,1.778
16,0.34,5.5,2.109
17,0.34,5.5,2.478
18,0.34,5.5,2.886
2,0.35,5.5,0.014
3,0.35,5.5,0.034
4,0.35,5.5,0.066
5,0.35,5.5,0.112
6,0.35,5.5,0.173
7,0.35,5.5,0.251
8,0.35,5.5,0.348
9,0.35,5.5,0.467
10,0.35,5.5,0.61
11,0.35,5.5,0.778
12,0.35,5.5,0.973
13,0.35,5.5,1.199
14,0.35,5.5,1.456
15,0.35,5.5,1.747
16,0.35,5.5,2.074
17,0.35,5.5,2.437
18,0.35,5.5,2.84
2,0.36,5.5,0.013
3,0.36,5.5,0.033
4,0.36,5.5,0.065
5,0.36,5.5,0.109
6,0.36,5.5,0.169
7,0.36,5.5,0.246
8,0.36,5.5,0.341
9,0.36,5.5,0.458
10,0.36,5.5,0.598
11,0.36,5.5,0.764
12,0.36,5.5,0.956
13,0.36,5.5,1.179
14,0.36,5.5,1.433
15,0.36,5.5,1.72
16,0.36,5.5,2.042
17,0.36,5.5,2.401
18,0.36,5.5,2.798
2,0.37,5.5,0.013
3,0.37,5.5,0.033
4,0.37,5.5,0.063
5,0.37,5.5,0.107
6,0.37,5.5,0.166
7,0.37,5.5,0.241
8,0.37,5.5,0.335
9,0.37,5.5,0.45
10,0.37,5.5,0.588
11,0.37,5.5,0.751
12,0.37,5.5,0.941
13,0.37,5.5,1.161
14,0.37,5.5,1.411
15,0.37,5.5,1.695
16,0.37,5.5,2.013
17,0.37,5.5,2.368
18,0.37,5.5,2.761
2,0.38,5.5,0.013
3,0.38,5.5,0.032
4,0.38,5.5,0.062
5,0.38,5.5,0.105
6,0.38,5.5,0.163
7,0.38,5.5,0.237
8,0.38,5.5,0.329
9,0.38,5.5,0.443
10,0.38,5.5,0.579
11,0.38,5.5,0.74
12,0.38,5.5,0.928
13,0.38,5.5,1.144
14,0.38,5.5,1.392
15,0.38,5.5,1.673
16,0.38,5.5,1.988
17,0.38,5.5,2.339
18,0.38,5.5,2.728
2,0.39,5.5,0.013
3,0.39,5.5,0.031
4,0.39,5.5,0.061
5,0.39,5.5,0.103
6,0.39,5.5,0.16
7,0.39,5.5,0.233
8,0.39,5.5,0.324
9,0.39,5.5,0.436
10,0.39,5.5,0.571
11,0.39,5.5,0.73
12,0.39,5.5,0.915
13,0.39,5.5,1.13
14,0.39,5.5,1.375
15,0.39,5.5,1.653
16,0.39,5.5,1.965
17,0.39,5.5,2.313
18,0.39,5.5,2.699
2,0.4,5.5,0.012
3,0.4,5.5,0.031
4,0.4,5.5,0.06
5,0.4,5.5,0.102
6,0.4,5.5,0.158
7,0.4,5.5,0.23
8,0.4,5.5,0.32
9,0.4,5.5,0.43
10,0.4,5.5,0.563
11,0.4,5.5,0.721
12,0.4,5.5,0.904
13,0.4,5.5,1.117
14,0.4,5.5,1.36
15,0.4,5.5,1.635
16,0.4,5.5,1.945
17,0.4,5.5,2.29
18,0.4,5.5,2.673
2,0.1,6,0.08
3,0.1,6,0.203
4,0.1,6,0.387
5,0.1,6,0.637
6,0.1,6,0.954
7,0.1,6,1.339
8,0.1,6,1.793
9,0.1,6,2.315
10,0.1,6,2.916
11,0.1,6,3.627
12,0.1,6,4.431
13,0.1,6,5.332
14,0.1,6,6.334
15,0.1,6,7.44
16,0.1,6,8.656
17,0.1,6,9.985
18,0.1,6,11.432
2,0.11,6,0.069
3,0.11,6,0.173
4,0.11,6,0.33
5,0.11,6,0.542
6,0.11,6,0.81
7,0.11,6,1.136
8,0.11,6,1.519
9,0.11,6,1.963
10,0.11,6,2.499
11,0.11,6,3.112
12,0.11,6,3.806
13,0.11,6,4.585
14,0.11,6,5.452
15,0.11,6,6.412
16,0.11,6,7.468
17,0.11,6,8.624
18,0.11,6,9.883
2,0.12,6,0.06
3,0.12,6,0.15
4,0.12,6,0.285
5,0.12,6,0.468
6,0.12,6,0.699
7,0.12,6,0.978
8,0.12,6,1.306
9,0.12,6,1.708
