Sqrt(A) (m),Rn,t (cm),Dmax (mm)
15,0.13,7,4.704
16,0.13,7,5.479
17,0.13,7,6.328
18,0.13,7,7.254
2,0.14,7,0.045
3,0.14,7,0.112
4,0.14,7,0.214
5,0.14,7,0.351
6,0.14,7,0.524
7,0.14,7,0.734
8,0.14,7,0.98
9,0.14,7,1.282
10,0.14,7,1.633
11,0.14,7,2.036
12,0.14,7,2.493
13,0.14,7,3.006
14,0.14,7,3.579
15,0.14,7,4.213
16,0.14,7,4.912
17,0.14,7,5.678
18,0.14,7,6.515
2,0.15,7,0.04
3,0.15,7,0.101
4,0.15,7,0.191
5,0.15,7,0.313
6,0.15,7,0.468
7,0.15,7,0.654
8,0.15,7,0.88
9,0.15,7,1.153
10,0.15,7,1.471
11,0.15,7,1.835
12,0.15,7,2.249
13,0.15,7,2.715
14,0.15,7,3.235
15,0.15,7,3.812
16,0.15,7,4.448
17,0.15,7,5.147
18,0.15,7,5.909
2,0.16,7,0.036
3,0.16,7,0.091
4,0.16,7,0.173
5,0.16,7,0.282
6,0.16,7,0.421
7,0.16,7,0.588
8,0.16,7,0.798
9,0.16,7,1.047
10,0.16,7,1.336
11,0.16,7,1.669
12,0.16,7,2.047
13,0.16,7,2.473
14,0.16,7,2.95
15,0.16,7,3.479
16,0.16,7,4.064
17,0.16,7,4.706
18,0.16,7,5.407
2,0.17,7,0.033
3,0.17,7,0.083
4,0.17,7,0.157
5,0.17,7,0.256
6,0.17,7,0.382
7,0.17,7,0.537
8,0.17,7,0.73
9,0.17,7,0.958
10,0.17,7,1.224
11,0.17,7,1.53
12,0.17,7,1.878
13,0.17,7,2.271
14,0.17,7,2.711
15,0.17,7,3.2
16,0.17,7,3.741
17,0.17,7,4.336
18,0.17,7,4.986
2,0.18,7,0.03
3,0.18,7,0.076
4,0.18,7,0.143
5,0.18,7,0.234
6,0.18,7,0.348
7,0.18,7,0.494
8,0.18,7,0.672
9,0.18,7,0.882
10,0.18,7,1.129
11,0.18,7,1.412
12,0.18,7,1.735
13,0.18,7,2.1
14,0.18,7,2.509
15,0.18,7,2.964
16,0.18,7,3.468
17,0.18,7,4.022
18,0.18,7,4.629
2,0.19,7,0.028
3,0.19,7,0.07
4,0.19,7,0.132
5,0.19,7,0.216
6,0.19,7,0.321
7,0.19,7,0.457
8,0.19,7,0.622
9,0.19,7,0.818
10,0.19,7,1.047
11,0.19,7,1.312
12,0.19,7,1.613
13,0.19,7,1.954
14,0.19,7,2.337
15,0.19,7,2.763
16,0.19,7,3.235
17,0.19,7,3.755
18,0.19,7,4.325
2,0.2,7,0.026
3,0.2,7,0.065
4,0.2,7,0.122
5,0.2,7,0.199
6,0.2,7,0.299
7,0.2,7,0.425
8,0.2,7,0.58
9,0.2,7,0.763
10,0.2,7,0.977
11,0.2,7,1.225
12,0.2,7,1.508
13,0.2,7,1.829
14,0.2,7,2.188
15,0.2,7,2.59
16,0.2,7,3.034
17,0.2,7,3.525
18,0.2,7,4.062
2,0.21,7,0.024
3,0.21,7,0.06
4,0.21,7,0.114
5,0.21,7,0.185
6,0.21,7,0.279
7,0.21,7,0.398
8,0.21,7,0.543
9,0.21,7,0.715
10,0.21,7,0.917
11,0.21,7,1.15
12,0.21,7,1.418
13,0.21,7,1.72
14,0.21,7,2.06
15,0.21,7,2.44
16,0.21,7,2.861
17,0.21,7,3.325
18,0.21,7,3.835
2,0.22,7,0.023
3,0.22,7,0.056
4,0.22,7,0.106
5,0.22,7,0.173
6,0.22,7,0.262
7,0.22,7,0.374
8,0.22,7,0.511
9,0.22,7,0.674
10,0.22,7,0.864
11,0.22,7,1.085
12,0.22,7,1.338
13,0.22,7,1.625
14,0.22,7,1.948
15,0.22,7,2.309
16,0.22,7,2.709
17,0.22,7,3.151
18,0.22,7,3.637
2,0.23,7,0.021
3,0.23,7,0.053
4,0.23,7,0.1
5,0.23,7,0.163
6,0.23,7,0.247
7,0.23,7,0.353
8,0.23,7,0.483
9,0.23,7,0.637
10,0.23,7,0.818
11,0.23,7,1.028
12,0.23,7,1.269
13,0.23,7,1.543
14,0.23,7,1.85
15,0.23,7,2.194
16,0.23,7,2.577
17,0.23,7,2.999
18,0.23,7,3.464
2,0.24,7,0.02
3,0.24,7,0.05
4,0.24,7,0.094
5,0.24,7,0.154
6,0.24,7,0.234
7,0.24,7,0.335
8,0.24,7,0.458
9,0.24,7,0.605
10,0.24,7,0.778
11,0.24,7,0.978
12,0.24,7,1.208
13,0.24,7,1.47
14,0.24,7,1.764
15,0.24,7,2.094
16,0.24,7,2.46
17,0.24,7,2.865
18,0.24,7,3.311
2,0.25,7,0.019
3,0.25,7,0.047
4,0.25,7,0.089
5,0.25,7,0.146
6,0.25,7,0.223
7,0.25,7,0.319
8,0.25,7,0.436
9,0.25,7,0.577
10,0.25,7,0.742
11,0.25,7,0.934
12,0.25,7,1.155
13,0.25,7,1.405
14,0.25,7,1.688
15,0.25,7,2.005
16,0.25,7,2.357
17,0.25,7,2.747
18,0.25,7,3.177
2,0.26,7,0.018
3,0.26,7,0.045
4,0.26,7,0.084
5,0.26,7,0.14
6,0.26,7,0.213
7,0.26,7,0.305
8,0.26,7,0.417
9,0.26,7,0.552
10,0.26,7,0.71
11,0.26,7,0.895
12,0.26,7,1.107
13,0.26,7,1.348
14,0.26,7,1.621
15,0.26,7,1.926
16,0.26,7,2.266
17,0.26,7,2.643
18,0.26,7,3.058
2,0.27,7,0.017
3,0.27,7,0.043
4,0.27,7,0.08
5,0.27,7,0.134
6,0.27,7,0.204
7,0.27,7,0.292
8,0.27,7,0.4
9,0.27,7,0.529
10,0.27,7,0.682
11,0.27,7,0.86
12,0.27,7,1.064
13,0.27,7,1.297
14,0.27,7,1.561
15,0.27,7,1.856
16,0.27,7,2.185
17,0.27,7,2.55
18,0.27,7,2.952
2,0.28,7,0.017
3,0.28,7,0.041
4,0.28,7,0.077
5,0.28,7,0.128
6,0.28,7,0.195
7,0.28,7,0.28
8,0.28,7,0.384
9,0.28,7,0.509
10,0.28,7,0.657
11,0.28,7,0.829
12,0.28,7,1.027
13,0.28,7,1.252
14,0.28,7,1.507
15,0.28,7,1.793
16,0.28,7,2.113
17,0.28,7,2.467
18,0.28,7,2.857
2,0.29,7,0.016
3,0.29,7,0.039
4,0.29,7,0.074
5,0.29,7,0.123
6,0.29,7,0.188
7,0.29,7,0.27
8,0.29,7,0.371
9,0.29,7,0.492
10,0.29,7,0.634
11,0.29,7,0.801
12,0.29,7,0.993
13,0.29,7,1.212
14,0.29,7,1.459
15,0.29,7,1.738
16,0.29,7,2.048
17,0.29,7,2.393
18,0.29,7,2.773
2,0.3,7,0.015
3,0.3,7,0.038
4,0.3,7,0.071
5,0.3,7,0.119
6,0.3,7,0.182
7,0.3,7,0.261
8,0.3,7,0.358
9,0.3,7,0.476
10,0.3,7,0.614
11,0.3,7,0.776
12,0.3,7,0.962
13,0.3,7,1.175
14,0.3,7,1.417
15,0.3,7,1.688
16,0.3,7,1.99
17,0.3,7,2.327
18,0.3,7,2.698
2,0.31,7,0.015
3,0.31,7,0.036
4,0.31,7,0.069
5,0.31,7,0.115
6,0.31,7,0.176
7,0.31,7,0.253
8,0.31,7,0.347
9,0.31,7,0.461
10,0.31,7,0.596
11,0.31,7,0.753
12,0.31,7,0.935
13,0.31,7,1.143
14,0.31,7,1.378
15,0.31,7,1.643
16,0.31,7,1.939
17,0.31,7,2.267
18,0.31,7,2.63
2,0.32,7,0.014
3,0.32,7,0.035
4,0.32,7,0.067
5,0.32,7,0.112
6,0.32,7,0.171
7,0.32,7,0.245
8,0.32,7,0.337
9,0.32,7,0.448
10,0.32,7,0.58
11,0.32,7,0.733
12,0.32,7,0.911
13,0.32,7,1.114
14,0.32,7,1.344
15,0.32,7,1.603
16,0.32,7,1.892
17,0.32,7,2.214
18,0.32,7,2.569
2,0.33,7,0.014
3,0.33,7,0.034
4,0.33,7,0.065
5,0.33,7,0.108
6,0.33,7,0.166
7,0.33,7,0.239
8,0.33,7,0.328
9,0.33,7,0.437
10,0.33,7,0.565
11,0.33,7,0.715
12,0.33,7,0.889
13,0.33,7,1.087
14,0.33,7,1.313
15,0.33,7,1.567
16,0.33,7,1.851
17,0.33,7,2.166
18,0.33,7,2.515
2,0.34,7,0.013
3,0.34,7,0.033
4,0.34,7,0.063
5,0.34,7,0.106
6,0.34,7,0.162
7,0.34,7,0.233
8,0.34,7,0.32
9,0.34,7,0.426
10,0.34,7,0.552
11,0.34,7,0.699
12,0.34,7,0.869
13,0.34,7,1.064
14,0.34,7,1.285
15,0.34,7,1.534
16,0.34,7,1.813
17,0.34,7,2.123
18,0.34,7,2.466
2,0.35,7,0.013
3,0.35,7,0.032
4,0.35,7,0.061
5,0.35,7,0.103
6,0.35,7,0.158
7,0.35,7,0.227
8,0.35,7,0.313
9,0.35,7,0.417
10,0.35,7,0.54
11,0.35,7,0.684
12,0.35,7,0.851
13,0.35,7,1.042
14,0.35,7,1.26
15,0.35,7,1.505
16,0.35,7,1.779
17,0.35,7,2.085
18,0.35,7,2.423
2,0.36,7,0.013
3,0.36,7,0.031
4,0.36,7,0.06
5,0.36,7,0.101
6,0.36,7,0.154
7,0.36,7,0.222
8,0.36,7,0.306
9,0.36,7,0.408
10,0.36,7,0.529
11,0.36,7,0.671
12,0.36,7,0.835
13,0.36,7,1.023
14,0.36,7,1.237
15,0.36,7,1.479
16,0.36,7,1.749
17,0.36,7,2.05
18,0.36,7,2.383
2,0.37,7,0.012
3,0.37,7,0.03
4,0.37,7,0.059
5,0.37,7,0.098
6,0.37,7,0.151
7,0.37,7,0.218
8,0.37,7,0.3
9,0.37,7,0.4
10,0.37,7,0.519
11,0.37,7,0.659
12,0.37,7,0.82
13,0.37,7,1.006
14,0.37,7,1.217
15,0.37,7,1.455
16,0.37,7,1.722
17,0.37,7,2.019
18,0.37,7,2.348
2,0.38,7,0.012
3,0.38,7,0.03
4,0.38,7,0.058
5,0.38,7,0.097
6,0.38,7,0.148
7,0.38,7,0.214
8,0.38,7,0.295
9,0.38,7,0.393
10,0.38,7,0.51
11,0.38,7,0.648
12,0.38,7,0.807
13,0.38,7,0.99
14,0.38,7,1.198
15,0.38,7,1.434
16,0.38,7,1.697
17,0.38,7,1.991
18,0.38,7,2.317
2,0.39,7,0.012
3,0.39,7,0.029
4,0.39,7,0.057
5,0.39,7,0.095
6,0.39,7,0.146
7,0.39,7,0.21
8,0.39,7,0.29
9,0.39,7,0.387
10,0.39,7,0.502
11,0.39,7,0.638
12,0.39,7,0.795
13,0.39,7,0.976
14,0.39,7,1.182
15,0.39,7,1.415
16,0.39,7,1.676
17,0.39,7,1.966
18,0.39,7,2.289
2,0.4,7,0.012
3,0.4,7,0.029
4,0.4,7,0.056
5,0.4,7,0.093
6,0.4,7,0.143
7,0.4,7,0.207
8,0.4,7,0.286
9,0.4,7,0.381
10,0.4,7,0.495
11,0.4,7,0.629
12,0.4,7,0.785
13,0.4,7,0.963
14,0.4,7,1.167
15,0.4,7,1.397
16,0.4,7,1.656
17,0.4,7,1.944
18,0.4,7,2.264
2,0.1,7.5,0.074
3,0.1,7.5,0.191
4,0.1,7.5,0.367
5,0.1,7.5,0.605
6,0.1,7.5,0.908
7,0.1,7.5,1.279
8,0.1,7.5,1.719
9,0.1,7.5,2.226
10,0.1,7.5,2.801
11,0.1,7.5,3.445
12,0.1,7.5,4.158
13,0.1,7.5,4.984
14,0.1,7.5,5.907
15,0.1,7.5,6.924
16,0.1,7.5,8.037
17,0.1,7.5,9.251
18,0.1,7.5,10.568
2,0.11,7.5,0.064
3,0.11,7.5,0.164
4,0.11,7.5,0.313
5,0.11,7.5,0.515
6,0.11,7.5,0.773
7,0.11,7.5,1.088
8,0.11,7.5,1.459
9,0.11,7.5,1.888
10,0.11,7.5,2.373
11,0.11,7.5,2.915
12,0.11,7.5,3.556
13,0.11,7.5,4.273
14,0.11,7.5,5.069
15,0.11,7.5,5.947
16,0.11,7.5,6.909
17,0.11,7.5,7.96
18,0.11,7.5,9.101
2,0.12,7.5,0.056
3,0.12,7.5,0.142
4,0.12,7.5,0.271
5,0.12,7.5,0.446
6,0.12,7.5,0.668
7,0.12,7.5,0.939
8,0.12,7.5,1.258
9,0.12,7.5,1.625
10,0.12,7.5,2.041
11,0.12,7.5,2.535
12,0.12,7.5,3.095
13,0.12,7.5,3.723
14,0.12,7.5,4.42
15,0.12,7.5,5.19
16,0.12,7.5,6.035
17,0.12,7.5,6.959
18,0.12,7.5,7.964
2,0.13,7.5,0.049
3,0.13,7.5,0.124
4,0.13,7.5,0.237
5,0.13,7.5,0.39
6,0.13,7.5,0.585
7,0.13,7.5,0.82
8,0.13,7.5,1.098
9,0.13,7.5,1.417
10,0.13,7.5,1.795
11,0.13,7.5,2.234
12,0.13,7.5,2.731
13,0.13,7.5,3.287
14,0.13,7.5,3.906
15,0.13,7.5,4.591
16,0.13,7.5,5.343
17,0.13,7.5,6.166
18,0.13,7.5,7.063
2,0.14,7.5,0.044
3,0.14,7.5,0.11
4,0.14,7.5,0.21
5,0.14,7.5,0.346
6,0.14,7.5,0.517
7,0.14,7.5,0.725
8,0.14,7.5,0.969
9,0.14,7.5,1.256
10,0.14,7.5,1.599
11,0.14,7.5,1.992
12,0.14,7.5,2.437
13,0.14,7.5,2.936
14,0.14,7.5,3.493
15,0.14,7.5,4.108
16,0.14,7.5,4.786
17,0.14,7.5,5.528
18,0.14,7.5,6.336
2,0.15,7.5,0.04
3,0.15,7.5,0.099
4,0.15,7.5,0.188
5,0.15,7.5,0.309
6,0.15,7.5,0.462
7,0.15,7.5,0.646
8,0.15,7.5,0.863
9,0.15,7.5,1.13
10,0.15,7.5,1.44
11,0.15,7.5,1.795
12,0.15,7.5,2.197
13,0.15,7.5,2.65
14,0.15,7.5,3.154
15,0.15,7.5,3.713
16,0.15,7.5,4.33
17,0.15,7.5,5.005
18,0.15,7.5,5.742
2,0.16,7.5,0.036
3,0.16,7.5,0.089
4,0.16,7.5,0.17
5,0.16,7.5,0.279
6,0.16,7.5,0.416
7,0.16,7.5,0.581
8,0.16,7.5,0.782
9,0.16,7.5,1.025
10,0.16,7.5,1.307
11,0.16,7.5,1.631
12,0.16,7.5,1.999
13,0.16,7.5,2.412
14,0.16,7.5,2.874
15,0.16,7.5,3.386
16,0.16,7.5,3.952
17,0.16,7.5,4.572
18,0.16,7.5,5.249
2,0.17,7.5,0.033
3,0.17,7.5,0.081
4,0.17,7.5,0.154
5,0.17,7.5,0.253
6,0.17,7.5,0.377
7,0.17,7.5,0.527
8,0.17,7.5,0.715
9,0.17,7.5,0.937
10,0.17,7.5,1.196
11,0.17,7.5,1.494
12,0.17,7.5,1.832
13,0.17,7.5,2.213
14,0.17,7.5,2.639
15,0.17,7.5,3.112
16,0.17,7.5,3.635
17,0.17,7.5,4.208
18,0.17,7.5,4.836
2,0.18,7.5,0.03
3,0.18,7.5,0.074
4,0.18,7.5,0.141
5,0.18,7.5,0.231
6,0.18,7.5,0.344
7,0.18,7.5,0.484
8,0.18,7.5,0.658
9,0.18,7.5,0.863
10,0.18,7.5,1.103
11,0.18,7.5,1.378
12,0.18,7.5,1.691
13,0.18,7.5,2.045
14,0.18,7.5,2.441
15,0.18,7.5,2.881
16,0.18,7.5,3.367
17,0.18,7.5,3.901
18,0.18,7.5,4.485
2,0.19,7.5,0.028
3,0.19,7.5,0.069
4,0.19,7.5,0.13
5,0.19,7.5,0.213
6,0.19,7.5,0.317
7,0.19,7.5,0.448
8,0.19,7.5,0.609
9,0.19,7.5,0.8
10,0.19,7.5,1.023
11,0.19,7.5,1.279
12,0.19,7.5,1.571
13,0.19,7.5,1.901
14,0.19,7.5,2.271
15,0.19,7.5,2.683
16,0.19,7.5,3.138
17,0.19,7.5,3.638
18,0.19,7.5,4.187
2,0.2,7.5,0.026
3,0.2,7.5,0.064
4,0.2,7.5,0.121
5,0.2,7.5,0.197
6,0.2,7.5,0.293
7,0.2,7.5,0.417
8,0.2,7.5,0.567
9,0.2,7.5,0.745
10,0.2,7.5,0.954
11,0.2,7.5,1.194
12,0.2,7.5,1.468
13,0.2,7.5,1.778
14,0.2,7.5,2.125
15,0.2,7.5,2.512
16,0.2,7.5,2.941
17,0.2,7.5,3.412
18,0.2,7.5,3.929
2,0.21,7.5,0.024
3,0.21,7.5,0.059
4,0.21,7.5,0.112
5,0.21,7.5,0.183
6,0.21,7.5,0.274
7,0.21,7.5,0.39
8,0.21,7.5,0.531
9,0.21,7.5,0.698
10,0.21,7.5,0.894
11,0.21,7.5,1.121
12,0.21,7.5,1.379
13,0.21,7.5,1.671
14,0.21,7.5,1.999
15,0.21,7.5,2.365
16,0.21,7.5,2.77
17,0.21,7.5,3.217
18,0.21,7.5,3.706
2,0.22,7.5,0.022
3,0.22,7.5,0.055
4,0.22,7.5,0.105
5,0.22,7.5,0.171
6,0.22,7.5,0.257
7,0.22,7.5,0.366
8,0.22,7.5,0.499
9,0.22,7.5,0.657
10,0.22,7.5,0.843
11,0.22,7.5,1.057
12,0.22,7.5,1.301
13,0.22,7.5,1.578
14,0.22,7.5,1.889
15,0.22,7.5,2.236
16,0.22,7.5,2.622
17,0.22,7.5,3.046
18,0.22,7.5,3.512
2,0.23,7.5,0.021
3,0.23,7.5,0.052
4,0.23,7.5,0.098
5,0.23,7.5,0.16
6,0.23,7.5,0.242
7,0.23,7.5,0.346
8,0.23,7.5,0.472
9,0.23,7.5,0.621
10,0.23,7.5,0.797
11,0.23,7.5,1
12,0.23,7.5,1.233
13,0.23,7.5,1.497
14,0.23,7.5,1.793
15,0.23,7.5,2.124
16,0.23,7.5,2.491
17,0.23,7.5,2.897
18,0.23,7.5,3.342
2,0.24,7.5,0.02
3,0.24,7.5,0.049
4,0.24,7.5,0.093
5,0.24,7.5,0.151
6,0.24,7.5,0.23
7,0.24,7.5,0.328
8,0.24,7.5,0.447
9,0.24,7.5,0.59
10,0.24,7.5,0.757
11,0.24,7.5,0.951
12,0.24,7.5,1.173
13,0.24,7.5,1.425
14,0.24,7.5,1.708
15,0.24,7.5,2.025
16,0.24,7.5,2.377
17,0.24,7.5,2.766
18,0.24,7.5,3.193
2,0.25,7.5,0.019
3,0.25,7.5,0.047
4,0.25,7.5,0.088
5,0.25,7.5,0.144
6,0.25,7.5,0.218
7,0.25,7.5,0.312
8,0.25,7.5,0.426
9,0.25,7.5,0.562
10,0.25,7.5,0.722
11,0.25,7.5,0.908
12,0.25,7.5,1.12
13,0.25,7.5,1.362
14,0.25,7.5,1.634
15,0.25,7.5,1.938
16,0.25,7.5,2.276
17,0.25,7.5,2.65
18,0.25,7.5,3.061
2,0.26,7.5,0.018
3,0.26,7.5,0.044
4,0.26,7.5,0.083
5,0.26,7.5,0.137
6,0.26,7.5,0.208
7,0.26,7.5,0.298
8,0.26,7.5,0.407
9,0.26,7.5,0.537
10,0.26,7.5,0.691
11,0.26,7.5,0.869
12,0.26,7.5,1.073
13,0.26,7.5,1.306
14,0.26,7.5,1.567
15,0.26,7.5,1.86
16,0.26,7.5,2.186
17,0.26,7.5,2.547
18,0.26,7.5,2.944
2,0.27,7.5,0.017
3,0.27,7.5,0.042
4,0.27,7.5,0.079
5,0.27,7.5,0.131
6,0.27,7.5,0.199
7,0.27,7.5,0.285
8,0.27,7.5,0.39
9,0.27,7.5,0.515
10,0.27,7.5,0.663
11,0.27,7.5,0.835
12,0.27,7.5,1.032
13,0.27,7.5,1.256
14,0.27,7.5,1.508
15,0.27,7.5,1.792
16,0.27,7.5,2.107
17,0.27,7.5,2.456
18,0.27,7.5,2.84
2,0.28,7.5,0.016
3,0.28,7.5,0.04
4,0.28,7.5,0.076
5,0.28,7.5,0.126
6,0.28,7.5,0.191
7,0.28,7.5,0.274
8,0.28,7.5,0.375
9,0.28,7.5,0.496
10,0.28,7.5,0.638
11,0.28,7.5,0.804
12,0.28,7.5,0.994
13,0.28,7.5,1.211
14,0.28,7.5,1.456
15,0.28,7.5,1.73
16,0.28,7.5,2.036
17,0.28,7.5,2.374
18,0.28,7.5,2.747
2,0.29,7.5,0.016
3,0.29,7.5,0.039
4,0.29,7.5,0.073
5,0.29,7.5,0.121
6,0.29,7.5,0.184
7,0.29,7.5,0.264
8,0.29,7.5,0.361
9,0.29,7.5,0.478
10,0.29,7.5,0.616
11,0.29,7.5,0.776
12,0.29,7.5,0.961
13,0.29,7.5,1.171
14,0.29,7.5,1.409
15,0.29,7.5,1.675
16,0.29,7.5,1.972
17,0.29,7.5,2.302
18,0.29,7.5,2.664
2,0.3,7.5,0.015
3,0.3,7.5,0.037
4,0.3,7.5,0.07
5,0.3,7.5,0.117
6,0.3,7.5,0.178
7,0.3,7.5,0.255
8,0.3,7.5,0.349
9,0.3,7.5,0.462
10,0.3,7.5,0.596
11,0.3,7.5,0.752
12,0.3,7.5,0.931
13,0.3,7.5,1.136
14,0.3,7.5,1.367
15,0.3,7.5,1.626
16,0.3,7.5,1.916
17,0.3,7.5,2.236
18,0.3,7.5,2.59
2,0.31,7.5,0.014
3,0.31,7.5,0.036
4,0.31,7.5,0.068
5,0.31,7.5,0.113
6,0.31,7.5,0.172
7,0.31,7.5,0.247
8,0.31,7.5,0.338
9,0.31,7.5,0.448
10,0.31,7.5,0.578
11,0.31,7.5,0.73
12,0.31,7.5,0.904
13,0.31,7.5,1.104
14,0.31,7.5,1.329
15,0.31,7.5,1.582
16,0.31,7.5,1.865
17,0.31,7.5,2.178
18,0.31,7.5,2.524
2,0.32,7.5,0.014
3,0.32,7.5,0.035
4,0.32,7.5,0.065
5,0.32,7.5,0.109
6,0.32,7.5,0.167
7,0.32,7.5,0.239
8,0.32,7.5,0.328
9,0.32,7.5,0.436
10,0.32,7.5,0.562
11,0.32,7.5,0.71
12,0.32,7.5,0.88
13,0.32,7.5,1.075
14,0.32,7.5,1.295
15,0.32,7.5,1.543
16,0.32,7.5,1.819
17,0.32,7.5,2.126
18,0.32,7.5,2.465
2,0.33,7.5,0.014
3,0.33,7.5,0.033
4,0.33,7.5,0.063
5,0.33,7.5,0.106
6,0.33,7.5,0.162
7,0.33,7.5,0.233
8,0.33,7.5,0.32
9,0.33,7.5,0.424
10,0.33,7.5,0.548
11,0.33,7.5,0.692
12,0.33,7.5,0.859
13,0.33,7.5,1.049
14,0.33,7.5,1.264
15,0.33,7.5,1.507
16,0.33,7.5,1.778
17,0.33,7.5,2.079
18,0.33,7.5,2.411
2,0.34,7.5,0.013
3,0.34,7.5,0.032
4,0.34,7.5,0.062
5,0.34,7.5,0.103
6,0.34,7.5,0.158
7,0.34,7.5,0.227
8,0.34,7.5,0.312
9,0.34,7.5,0.414
10,0.34,7.5,0.535
11,0.34,7.5,0.676
12,0.34,7.5,0.839
13,0.34,7.5,1.025
14,0.34,7.5,1.237
15,0.34,7.5,1.475
16,0.34,7.5,1.741
17,0.34,7.5,2.037
18,0.34,7.5,2.363
2,0.35,7.5,0.013
3,0.35,7.5,0.032
4,0.35,7.5,0.06
5,0.35,7.5,0.101
6,0.35,7.5,0.154
7,0.35,7.5,0.221
8,0.35,7.5,0.304
9,0.35,7.5,0.404
10,0.35,7.5,0.523
11,0.35,7.5,0.661
12,0.35,7.5,0.821
13,0.35,7.5,1.004
14,0.35,7.5,1.212
15,0.35,7.5,1.446
16,0.35,7.5,1.708
17,0.35,7.5,1.999
18,0.35,7.5,2.32
2,0.36,7.5,0.012
3,0.36,7.5,0.031
4,0.36,7.5,0.059
5,0.36,7.5,0.098
6,0.36,7.5,0.15
7,0.36,7.5,0.216
8,0.36,7.5,0.298
9,0.36,7.5,0.396
10,0.36,7.5,0.512
11,0.36,7.5,0.648
12,0.36,7.5,0.805
13,0.36,7.5,0.985
14,0.36,7.5,1.19
15,0.36,7.5,1.42
16,0.36,7.5,1.678
17,0.36,7.5,1.964
18,0.36,7.5,2.282
2,0.37,7.5,0.012
3,0.37,7.5,0.03
4,0.37,7.5,0.058
5,0.37,7.5,0.096
6,0.37,7.5,0.147
7,0.37,7.5,0.212
8,0.37,7.5,0.292
9,0.37,7.5,0.388
10,0.37,7.5,0.502
11,0.37,7.5,0.636
12,0.37,7.5,0.791
13,0.37,7.5,0.968
14,0.37,7.5,1.17
15,0.37,7.5,1.397
16,0.37,7.5,1.651
17,0.37,7.5,1.934
18,0.37,7.5,2.247
2,0.38,7.5,0.012
3,0.38,7.5,0.029
4,0.38,7.5,0.056
5,0.38,7.5,0.094
6,0.38,7.5,0.145
7,0.38,7.5,0.208
8,0.38,7.5,0.287
9,0.38,7.5,0.381
10,0.38,7.5,0.494
11,0.38,7.5,0.626
12,0.38,7.5,0.778
13,0.38,7.5,0.953
14,0.38,7.5,1.152
15,0.38,7.5,1.376
16,0.38,7.5,1.627
17,0.38,7.5,1.906
18,0.38,7.5,2.216
2,0.39,7.5,0.012
3,0.39,7.5,0.029
4,0.39,7.5,0.055
5,0.39,7.5,0.093
6,0.39,7.5,0.142
7,0.39,7.5,0.205
8,0.39,7.5,0.282
9,0.39,7.5,0.375
10,0.39,7.5,0.486
11,0.39,7.5,0.616
12,0.39,7.5,0.766
13,0.39,7.5,0.939
14,0.39,7.5,1.135
15,0.39,7.5,1.357
16,0.39,7.5,1.605
17,0.39,7.5,1.882
18,0.39,7.5,2.188
2,0.4,7.5,0.011
3,0.4,7.5,0.028
4,0.4,7.5,0.054
5,0.4,7.5,0.091
6,0.4,7.5,0.14
7,0.4,7.5,0.201
8,0.4,7.5,0.277
9,0.4,7.5,0.369
10,0.4,7.5,0.479
11,0.4,7.5,0.607
12,0.4,7.5,0.756
13,0.4,7.5,0.926
14,0.4,7.5,1.121
15,0.4,7.5,1.34
16,0.4,7.5,1.586
17,0.4,7.5,1.859
18,0.4,7.5,2.163
2,0.1,8,0.071
3,0.1,8,0.188
4,0.1,8,0.361
5,0.1,8,0.595
6,0.1,8,0.895
7,0.1,8,1.262
8,0.1,8,1.696
9,0.1,8,2.198
10,0.1,8,2.769
11,0.1,8,3.408
12,0.1,8,4.115
13,0.1,8,4.893
14,0.1,8,5.796
15,0.1,8,6.79
16,0.1,8,7.878
17,0.1,8,9.062
18,0.1,8,10.347
2,0.11,8,0.062
3,0.11,8,0.161
4,0.11,8,0.308
5,0.11,8,0.507
6,0.11,8,0.762
7,0.11,8,1.073
8,0.11,8,1.441
9,0.11,8,1.866
10,0.11,8,2.347
11,0.11,8,2.886
12,0.11,8,3.49
13,0.11,8,4.192
14,0.11,8,4.97
15,0.11,8,5.827
16,0.11,8,6.766
17,0.11,8,7.79
18,0.11,8,8.901
2,0.12,8,0.055
3,0.12,8,0.139
4,0.12,8,0.266
5,0.12,8,0.439
6,0.12,8,0.659
7,0.12,8,0.927
8,0.12,8,1.243
9,0.12,8,1.607
10,0.12,8,2.02
11,0.12,8,2.488
12,0.12,8,3.036
13,0.12,8,3.649
14,0.12,8,4.33
15,0.12,8,5.081
16,0.12,8,5.905
17,0.12,8,6.804
18,0.12,8,7.781
2,0.13,8,0.048
3,0.13,8,0.122
4,0.13,8,0.234
5,0.13,8,0.385
6,0.13,8,0.577
7,0.13,8,0.81
8,0.13,8,1.085
9,0.13,8,1.402
10,0.13,8,1.762
11,0.13,8,2.192
12,0.13,8,2.677
13,0.13,8,3.22
14,0.13,8,3.824
15,0.13,8,4.491
16,0.13,8,5.223
17,0.13,8,6.024
18,0.13,8,6.894
2,0.14,8,0.043
3,0.14,8,0.109
4,0.14,8,0.207
5,0.14,8,0.341
6,0.14,8,0.51
7,0.14,8,0.716
8,0.14,8,0.958
9,0.14,8,1.237
10,0.14,8,1.569
11,0.14,8,1.953
12,0.14,8,2.388
13,0.14,8,2.875
14,0.14,8,3.416
15,0.14,8,4.016
16,0.14,8,4.674
17,0.14,8,5.395
18,0.14,8,6.18
2,0.15,8,0.039
